Pos.,Veículo,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
177º,Volkswagen Fox,25,10,8,3,5,6,1,1,1,1,1,1,63
178º,BMW Série 2 Gran Coupé,3,4,,,,2,4,2,13,10,10,11,59
179º,Mercedes-Benz Classe E,1,1,1,6,12,10,3,9,3,7,1,1,55
180º,Volkswagen Tiguan Allspace,13,22,11,3,,,3,1,,,1,,54
,,,,,,,,,,,,,,
181º,Chevrolet Camaro,,4,3,16,2,4,7,3,5,5,1,3,53
182º,JAC T60,4,2,5,6,7,4,6,5,6,4,2,1,52
183º,JAC T50,3,3,4,4,2,4,9,10,6,2,3,1,51
184º,Effa V25,5,4,3,4,3,3,3,5,6,7,1,7,51
185º,JAC E-J7,,,,,12,5,,3,8,9,7,6,50
186º,Mitsubishi Outlander Sport,,,,,,38,,,,8,,,46
187º,Ford EcoSport,1,2,2,2,4,2,12,5,1,4,7,2,44
188º,Porsche 718 Cayman,8,7,7,7,7,2,1,1,,,1,3,44
189º,Audi RS 6 Avant,2,2,,1,5,3,3,2,1,6,1,11,37
190º,BYD T3,,,3,12,8,,6,5,1,,2,,37
191º,Volkswagen Fusca,10,2,4,3,6,5,4,,,,,,34
192º,Lexus ES,,,,,,2,8,6,2,3,4,5,30
193º,Jaguar I-Pace,2,1,2,1,4,1,3,2,4,2,3,2,27
194º,Jeep Grand Cherokee,8,6,1,2,4,,1,1,,1,,,24
195º,Honda Accord,6,5,2,1,4,2,2,,1,,,1,24
196º,Mini Electric,,,,,,22,,,,,,,22
197º,JAC iEV750V,,,,,,3,,6,3,,9,1,22
198º,Hyundai HD 80,,,,,,21,,,,,,,21
199º,Audi A6,2,2,4,3,4,1,1,3,,,,,20
200º,BYD D1 EV,,,,,1,,,7,4,,,7,19
,,,,,,,,,,,,,,
201º,Fiat Doblò Cargo,11,6,1,,,,,,,1,,,19
202º,Chevrolet Montana,2,2,2,2,1,4,1,1,1,,1,1,18
203º,CAOA Chery Arrizo 5,2,,,,,15,,,,,,,17
204º,Toyota Camry,,,,,,5,2,1,1,1,3,3,16
205º,Ford Ka,4,5,1,,,1,2,,,1,,2,16
206º,Audi RS Q3,6,,3,3,1,1,,1,,,,,15
207º,Maserati Levante,1,3,1,4,2,4,,,,,,,15
208º,JAC iEV 20,3,3,4,3,1,,,1,,,,,15
209º,Aston Martin Vantage,1,,3,2,1,1,1,1,1,2,1,,14
210º,BYD Song Plus DM-i,,,,,,,,,,,12,,12
211º,BMW X2,4,4,1,,,,,,,1,2,,12
212º,BMW M2,5,1,3,2,,,,,,,,,11
213º,Mercedes-Benz Classe A Sedan,,,,,,11,,,,,,,11
214º,BYD Yuan Plus EV,,,,,,,,,,,,8,8
215º,JAC iEV 330P,,,,2,,2,,1,,,,3,8
216º,BYD Han,,,,5,,,,,,,,3,8
217º,Ferrari F8 Spider,1,1,1,2,,3,,,,,,,8
218º,Ford Ka Sedan,2,,1,1,,,,1,,,1,2,8
219º,Effa K01,2,2,,,,2,1,,,,,,7
220º,Lamborghini Urus,,,,,,6,,,,,,,6
,,,,,,,,,,,,,,
221º,Mercedes-Benz GLS,,,,,,6,,,,,,,6
222º,Ferrari F8 Tributo,1,1,,1,2,1,,,,,,,6
223º,Agrale Marruá,,,,,2,,1,2,,,,,5
224º,Aston Martin DBX,,,,2,,1,,1,,,,1,5
225º,Volvo S90,4,1,,,,,,,,,,,5
226º,BMW M8,,,2,1,2,,,,,,,,5
227º,Ferrari S90 Spider,,1,,1,3,,,,,,,,5
228º,Ferrari 812 GTS,,2,2,,1,,,,,,,,5
229º,Ford Focus,2,,,,2,1,,,,,,,5
230º,Mitsubishi ASX,2,2,,,,,,,,1,,,5
231º,JAC IEV350T,,,,,,5,,,,,,,5
232º,McLaren 720S,,,1,,,1,,,1,1,,,4
233º,Ferrari Roma,,,1,,,3,,,,,,,4
234º,Mercedes-Benz Classe S,,,,,,,,,2,,1,1,4
235º,BMW Z4,,2,,,,1,,,,1,,,4
236º,Aston Martin DBS,,,,,,,,2,1,,,1,4
237º,McLaren 756LT,,,2,,,1,,,,,,,3
238º,Audi TT RS Coupé,3,,,,,,,,,,,,3
239º,Ford Fiesta,,,,,1,,2,,,,,,3
240º,Porsche 918 Spyder,,,,,,,,1,1,,,1,3
,,,,,,,,,,,,,,
241º,Volvo S60,2,,1,,,,,,,,,,3
242º,McLaren Senna,,,,,1,,,,1,,,1,3
243º,Ferrari 488 Pista,,,1,1,,,,,,,,,2
244º,Audi R8,2,,,,,,,,,,,,2
245º,Ferrari SF90 Stradale,1,,,1,,,,,,,,,2
246º,Kia Sorento,,,,,,1,,,1,,,,2
247º,Ford Edge,,,1,,,,1,,,,,,2
248º,Maserati MC20,,,1,,,1,,,,,,,2
249º,BMW Série 7,2,,,,,,,,,,,,2
250º,BMW M5,,,,,,1,,1,,,,,2
251º,Audi A7 Sportback,1,1,,,,,,,,,,,2
252º,Ferrari Portofino,,,,,2,,,,,,,,2
253º,Ford Fiesta Sedan,,,,,1,,,,,,,,1
254º,Hyundai Azera,,,,,,,1,,,,,,1
255º,Aston Martin DB 11,,,,,,,,1,,,,,1
256º,Mercedes-Benz EQS,,,,,,1,,,,,,,1
257º,Chevrolet Bolt EV,1,,,,,,,,,,,,1
258º,McLaren GT,,1,,,,,,,,,,,1
259º,Effa K02,,,,,,,,1,,,,,1
260º,Hyundai Santa Fe,,,,,,,,,,1,,,1
,,,,,,,,,,,,,,
261º,JAC EJV5.5,,,,,,,,,,,1,,1
262º,Kia Stinger,,,,1,,,,,,,,,1
263º,Mercedes-Benz Vito,,,,,,,,,,,,1,1
264º,Mercedes-Benz EQC,,,,,,1,,,,,,,1
265º,Lifan 530,,,,,,,1,,,,,,1
266º,McLaren Artura,,,,,,,,,,,1,,1
267º,Lifan X80,1,,,,,,,,,,,,1
268º,Ford Fusion,,,,,,,1,,,,,,1
269º,Lamborghini Huracan,,,,,,1,,,,,,,1
270º,Jaguar XE,1,,,,,,,,,,,,1
