Pos.,Veículo,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
62º,Mitsubishi Outlander,600,449,517,522,542,805,1.081,792,757,688,633,764,8.150
63º,Renault Fluence,655,278,391,416,625,656,931,718,492,870,706,987,7.725
64º,Ford Fiesta Sedan,712,342,697,774,684,864,904,781,648,450,421,442,7.719
65º,Mercedes-Benz Classe C,376,402,384,566,736,778,705,627,839,805,591,829,7.638
66º,BMW Série 3,563,384,595,587,501,558,627,539,516,889,838,812,7.409
67º,Ford Fusion,790,517,694,594,563,643,783,564,572,492,454,715,7.381
68º,Ford Focus Fastback,472,229,513,785,735,853,1.015,616,407,554,547,505,7.231
69º,Fiat Ducato,619,684,791,771,636,553,634,501,416,433,492,498,7.028
70º,Kia Sportage,860,603,592,458,600,672,689,532,468,336,315,568,6.693
71º,Volkswagen SpaceFox,463,322,342,1.088,579,608,661,621,463,508,461,374,6.490
72º,Audi A3 Sedan,322,393,461,565,659,635,368,690,332,445,681,857,6.408
73º,Peugeot 2008,19,37,79,181,636,709,771,709,720,717,791,857,6.226
74º,Hyundai HR,481,486,625,579,538,571,618,615,503,429,398,338,6.181
75º,Citroën C4 Lounge,528,548,526,422,493,429,552,446,425,436,456,742,6.003
76º,Audi Q3,368,288,491,521,150,246,562,857,735,634,461,689,6.002
77º,Mercedes-Benz Sprinter,680,667,640,620,522,477,399,388,344,340,344,394,5.815
78º,Nissan Frontier,401,280,568,429,396,558,465,444,730,607,414,460,5.752
79º,Toyota RAV4,576,529,769,475,470,303,494,373,326,296,272,272,5.155
80º,Mercedes-Benz GLA,184,217,357,284,329,512,636,469,584,422,271,453,4.718
,,,,,,,,,,,,,,
81º,Citroën Aircross,666,353,364,326,362,390,428,381,348,342,368,336,4.664
82º,Fiat Linea,474,336,356,535,360,371,413,368,347,305,223,271,4.359
83º,Land Rover Range Rover Evoque,379,366,452,418,378,386,339,278,282,190,201,251,3.920
84º,Mitsubishi Pajero HPE,400,350,400,300,343,300,300,250,300,250,200,300,3.693
85º,Mitsubishi Lancer,272,238,379,334,402,437,277,258,238,245,211,183,3.474
86º,Renault Kangoo,347,168,206,474,2,198,291,175,229,575,375,297,3.337
87º,Peugeot 308,339,217,195,220,240,207,219,398,425,514,165,125,3.264
88º,Renault Oroch,,,,,,,,8,273,269,1.232,1.419,3.201
89º,Lifan X60,419,278,249,201,146,172,228,226,254,262,295,352,3.082
90º,Fiat Bravo,190,207,323,390,280,237,311,224,192,150,164,118,2.786
91º,BMW X1,174,159,295,169,366,434,378,219,164,117,102,134,2.711
92º,Hyundai Elantra,291,130,147,214,184,189,158,291,426,280,204,154,2.668
93º,Hyundai i30,423,240,234,278,217,207,171,168,165,124,114,260,2.601
94º,Hyundai Santa Fe,358,259,247,225,196,155,247,154,232,190,173,159,2.595
95º,Iveco Daily,231,181,314,224,217,216,207,234,185,206,158,174,2.547
96º,Volvo XC60,149,210,286,258,229,240,246,182,218,148,158,219,2.543
97º,Kia Bongo,248,250,284,239,200,198,202,193,188,155,116,137,2.410
98º,Suzuki Jimny,211,179,243,188,190,168,192,173,178,168,166,195,2.251
99º,Fiat 500,411,269,323,225,164,122,91,121,137,86,97,82,2.128
100º,Kia Picanto,193,147,173,126,148,138,137,127,113,87,286,442,2.117
,,,,,,,,,,,,,,
101º,Suzuki Grand Vitara,284,187,178,197,191,166,175,137,188,120,129,146,2.098
102º,Troller T4,190,131,197,202,199,184,202,175,166,118,104,140,2.008
103º,Honda CR-V,51,13,4,2,3,3,329,406,295,298,297,258,1.959
104º,Kia Sorento,158,130,271,262,197,150,172,134,141,114,88,79,1.896
105º,Dodge Journey,275,212,238,220,206,165,137,126,101,66,55,77,1.878
106º,Kia Cerato,191,138,162,134,91,187,241,131,99,68,180,256,1.878
107º,CAOA Chery Celer,192,122,138,136,143,108,113,168,269,195,158,133,1.875
108º,Volkswagen Tiguan,328,202,216,180,150,175,137,95,107,87,76,63,1.816
109º,Chevrolet TrailBlazer,149,112,162,189,148,143,115,66,96,253,184,173,1.790
110º,Jeep Grand Cherokee,179,175,264,170,222,147,137,115,115,80,80,100,1.784
111º,Land Rover Discovery,100,71,121,146,161,235,322,367,68,79,57,40,1.767
112º,Fiat Doblò Cargo,158,146,159,154,185,167,163,120,129,138,122,97,1.738
113º,Land Rover Discovery Sport,,,,,,,,,383,478,394,476,1.731
114º,Mercedes-Benz Classe A,128,108,168,136,103,114,139,103,138,156,137,158,1.588
115º,Peugeot Boxer,177,149,153,126,90,112,148,88,84,110,100,105,1.442
116º,Volkswagen Polo Sedan,516,529,210,77,35,26,20,8,10,3,5,,1.439
117º,Fiat Freemont,110,181,252,194,143,90,98,100,85,61,51,70,1.435
118º,Volkswagen Polo,424,531,233,81,62,22,29,25,8,13,5,,1.433
119º,CAOA Chery QQ,293,184,110,55,89,121,168,110,93,79,77,51,1.430
120º,Peugeot 408,80,77,104,69,82,70,143,177,179,227,87,132,1.427
,,,,,,,,,,,,,,
121º,Citroën Jumper,109,85,112,139,186,81,93,69,91,83,139,232,1.419
122º,Nissan Livina,,590,400,200,93,41,18,9,5,2,1,,1.359
123º,Citroën C3 Picasso,,169,157,114,133,126,119,98,123,103,111,82,1.335
124º,Chevrolet Captiva,144,142,175,142,121,111,77,60,85,56,32,69,1.214
125º,Audi A3,121,102,125,165,130,78,73,67,79,40,43,173,1.196
126º,Mitsubishi Pajero Full,200,89,100,130,100,152,109,68,41,63,87,45,1.184
127º,Subaru Forester,101,103,90,83,103,125,101,103,80,84,78,85,1.136
128º,JAC T6,39,10,89,,1,174,195,141,133,118,94,136,1.130
129º,Mercedes-Benz CLA,26,58,85,95,131,119,147,79,139,101,59,85,1.124
130º,CAOA Chery Tiggo,214,138,116,62,69,81,111,89,63,52,62,52,1.109
131º,JAC J3 Turin,153,128,114,114,77,118,69,41,50,55,61,86,1.066
132º,Ford Edge,141,117,163,135,110,111,74,56,43,26,32,23,1.031
133º,Mini Hatch 3 portas,138,112,102,68,65,73,88,82,64,73,81,76,1.022
134º,JAC J2,222,113,110,121,88,75,80,62,31,32,36,45,1.015
135º,Lifan 530,72,90,96,112,93,106,75,75,70,77,62,87,1.015
136º,Audi A4,78,39,104,46,119,171,89,103,63,91,24,40,967
137º,JAC J3,129,99,99,123,81,79,70,51,46,46,57,55,935
138º,BMW Série 1,68,25,25,8,67,44,52,63,51,131,238,142,914
139º,Volkswagen Golf Variant,,,,,10,97,180,136,138,118,113,115,907
140º,Lifan Foison,66,87,84,106,78,87,76,78,73,48,55,66,904
,,,,,,,,,,,,,,
141º,BMW X5,53,47,63,74,68,69,69,58,53,95,111,116,876
142º,Land Rover Range Rover Sport,50,80,90,100,100,,,88,106,76,84,96,870
143º,BMW X4,74,63,71,70,45,88,70,74,70,74,70,99,868
144º,Hyundai Azera,135,77,71,91,75,49,49,48,69,88,59,52,863
145º,Audi A5,72,48,53,92,81,88,45,82,55,67,41,48,772
146º,BMW X3,140,50,31,59,18,17,14,12,62,124,119,125,771
147º,Volvo V40,29,47,50,74,76,40,38,18,43,66,77,73,631
148º,CAOA Chery Celer Sedan,63,28,59,70,49,41,44,51,69,64,48,36,622
149º,Smart ForTwo,23,17,6,9,133,129,138,35,25,29,18,52,614
150º,BMW Série 4,58,43,59,76,58,50,54,51,46,41,22,24,582
151º,Audi Q5,31,30,56,48,65,63,33,51,66,35,19,51,548
152º,BMW X6,27,21,20,26,28,26,44,73,57,58,60,89,529
153º,Mercedes-Benz GLC,6,6,49,51,60,67,80,48,61,62,26,4,520
154º,Kia Soul,46,28,29,29,32,61,81,66,47,36,22,31,508
155º,Peugeot 3008,54,86,43,83,47,32,33,34,23,16,27,17,495
156º,Mercedes-Benz GLE,25,22,50,56,68,50,39,36,60,59,11,12,488
157º,Suzuki S-Cross,,,,,,,97,77,61,79,83,80,477
158º,Volkswagen Fusca,92,56,74,25,33,34,28,29,22,24,24,34,475
159º,Mini Hatch 5 portas,,,21,75,71,58,51,37,29,32,50,51,475
160º,Volkswagen Space Cross,114,77,102,80,18,7,10,4,2,,1,1,416
,,,,,,,,,,,,,,
161º,Nissan Altima,64,70,64,54,58,53,8,8,2,6,3,3,393
162º,Mini Countryman,41,25,32,27,29,31,51,41,33,25,20,22,377
163º,Volkswagen Passat,61,30,110,63,36,19,18,5,11,4,3,12,372
164º,Geely EC7,20,10,35,42,31,31,40,26,14,16,79,20,364
165º,Subaru Impreza,33,20,24,20,18,24,32,59,31,25,31,44,361
166º,Audi TT Coupé,,3,1,1,61,69,34,35,39,38,33,45,359
167º,BMW Série 5,49,33,52,28,25,11,33,36,22,18,23,27,357
168º,Volvo S60,6,7,15,30,27,16,32,17,37,58,39,67,351
169º,Mercedes-Benz Classe E,27,23,27,32,18,15,36,30,19,32,25,44,328
170º,Chevrolet Camaro,26,29,,51,45,37,35,21,24,21,17,18,324
171º,Porsche Macan,20,19,41,53,35,43,9,7,37,28,14,13,319
172º,Audi A1,39,26,55,71,12,2,2,3,1,2,2,97,312
173º,JAC T8,90,36,18,18,24,21,21,22,14,13,13,21,311
174º,Jaguar XF,15,20,46,30,20,27,21,24,60,17,7,10,297
175º,JAC J6,29,34,33,44,27,28,17,16,21,17,11,14,291
176º,Geely GC2,24,21,28,35,28,19,25,27,25,18,17,20,287
177º,Rely Pick-up,41,31,37,30,35,27,23,16,18,10,11,5,284
178º,Jeep Wrangler,14,10,20,26,33,37,36,25,29,17,12,15,274
179º,Suzuki SX4,,28,19,26,103,95,,,,,,,271
180º,Jeep Cherokee,10,12,20,33,39,20,34,37,21,16,14,12,268
,,,,,,,,,,,,,,
181º,Jeep Compass,127,52,20,10,6,5,7,11,7,6,9,4,264
182º,Mercedes-Benz Classe B,37,13,22,30,21,25,19,24,12,26,15,20,264
183º,Mercedes-Benz SLC,29,14,32,15,23,28,27,18,24,11,22,19,262
184º,JAC J5,36,15,8,3,24,40,37,26,23,21,14,8,255
185º,Land Rover Range Rover,18,2,5,22,11,65,87,,3,10,3,3,229
186º,CAOA Chery Face,,54,74,30,21,16,7,4,2,2,5,,215
187º,Toyota Prius,11,6,12,10,23,25,22,25,31,16,20,11,212
188º,Porsche Cayenne,1,1,7,5,3,43,14,8,27,27,29,44,209
189º,Jinbei Topic Passageiro,32,39,54,15,10,14,7,10,4,9,5,9,208
190º,Nissan Grand Livina,,100,45,51,,,,,,,,,196
191º,Citroën DS 5,10,13,22,17,20,18,21,16,8,16,14,14,189
192º,Volkswagen Touareg,14,8,20,8,18,27,13,19,18,19,10,14,188
193º,Kia Optima,27,10,25,12,20,16,15,12,15,16,11,8,187
194º,Land Rover Freelander,,78,59,27,10,6,1,,1,1,,,183
195º,Audi A4 Avant,9,5,4,23,20,36,19,10,3,11,17,15,172
196º,Lexus NX,,,15,26,22,15,21,23,20,30,,,172
197º,Volvo V60,5,5,13,18,8,13,17,13,21,17,13,16,159
198º,Audi S3 Sportback,13,8,16,7,21,7,9,12,20,13,24,5,155
199º,Jaguar XE,,,,,,,,2,14,34,57,44,151
200º,Peugeot Partner,8,21,11,12,14,12,17,7,6,14,8,10,140
,,,,,,,,,,,,,,
201º,Suzuki Swift,12,8,13,5,17,12,19,10,7,7,10,19,139
202º,Kia Grand Carnival,7,19,14,12,5,9,9,10,8,22,11,13,139
203º,Volkswagen Kombi,73,8,11,10,8,1,3,3,6,6,9,,138
204º,BMW Série 2 Active Tourer,,,20,13,9,16,15,16,18,11,8,6,132
205º,Shineray A9,12,13,18,15,12,4,14,2,17,9,4,10,130
206º,Volvo XC90,,,,,,,15,11,36,25,17,23,127
207º,Citroën DS 3,6,7,18,12,15,16,20,7,8,7,6,3,125
208º,Mercedes-Benz CLS,7,11,11,13,14,19,11,6,4,7,7,8,118
209º,BMW M235i,13,25,8,16,7,3,7,4,6,5,8,14,116
210º,Mercedes-Benz Vito,,,,,,,,,,,,114,114
211º,BMW M4,16,11,16,11,5,8,10,9,9,9,4,6,114
212º,Honda Accord,4,5,8,10,14,16,11,12,11,5,10,7,113
213º,BMW M1,9,5,9,20,8,10,11,7,9,2,7,10,107
214º,BMW Z4,22,8,7,6,2,7,7,7,11,10,10,9,106
215º,Volkswagen CC,11,12,15,16,7,9,5,4,8,5,8,6,106
216º,Citroën DS 4,3,2,8,9,28,12,11,12,8,3,5,4,105
217º,Shineray A9 Cargo,10,8,15,9,12,8,16,12,3,2,3,3,101
218º,Changan Star Family,,,3,95,,,,,1,,,1,100
219º,Dodge Durango,3,5,3,11,22,11,11,5,6,12,8,3,100
220º,Chrysler Town & Country,8,9,21,12,9,11,4,4,5,1,6,6,96
,,,,,,,,,,,,,,
221º,Mercedes-Benz Classe S,12,9,3,4,7,14,4,11,5,11,6,6,92
222º,Audi Q7,4,7,5,6,7,5,13,7,7,15,4,4,84
223º,Effa Start Picape,16,9,7,12,13,10,4,3,2,3,2,1,82
224º,Porsche 718 Boxster,10,6,9,5,6,9,5,7,4,8,6,6,81
225º,Mitsubishi Pajero TR4,,,79,,,,,,,,,,79
226º,RAM 2500,,,,,1,,,,1,,20,53,75
227º,Peugeot 207,,41,20,6,2,1,,1,1,,2,,74
228º,BMW M6,4,6,5,7,11,6,7,4,4,9,4,7,74
229º,Shineray T20,3,5,5,6,8,16,1,12,7,2,4,2,71
230º,Hafei Towner Pick-up,2,5,25,5,6,1,6,6,2,2,3,6,69
231º,Kia Cadenza,10,9,4,6,4,13,4,3,4,3,3,5,68
232º,Audi A6,2,2,3,,6,7,7,5,12,11,4,8,67
233º,Mini Paceman,13,11,18,9,4,3,3,3,1,,1,1,67
234º,SsangYong Kyron,18,20,6,6,3,1,2,1,2,5,1,1,66
235º,Fiat Toro,,,,,,,,,,,,65,65
236º,Porsche 911,6,4,2,3,5,5,3,6,5,5,7,12,63
237º,Chevrolet Sonic,30,12,10,4,3,,3,,,,,,62
238º,Lexus IS,12,5,9,7,5,9,8,2,1,3,,,61
239º,SsangYong Korando,10,12,8,6,4,6,2,2,3,4,2,,59
240º,Mahindra Pik Up,15,4,17,,7,,1,8,2,3,1,,58
,,,,,,,,,,,,,,
241º,Citroën C4 Picasso,4,1,,,,,,,,7,2,43,57
242º,Shineray T22,21,4,8,5,4,7,1,1,2,3,,1,57
243º,Toyota Camry,8,9,7,2,5,8,3,1,5,5,,1,54
244º,SsangYong Actyon Sports,12,7,7,4,5,3,1,3,4,1,,3,50
245º,Chevrolet Agile,20,7,7,3,1,11,1,,,,,,50
246º,Lexus ES,6,2,2,11,5,2,3,8,5,5,,,49
247º,Jaguar F-Type,7,2,3,3,4,,4,6,5,7,4,1,46
248º,Porsche 718 Cayman,3,1,,1,3,5,1,3,10,3,3,7,40
249º,Peugeot RCZ,5,3,2,2,5,5,9,2,1,2,1,3,40
250º,Ford Transit,2,8,16,4,1,1,3,3,,,1,,39
251º,BMW Série 6 Gran Coupé,3,3,2,5,4,2,2,9,4,2,2,,38
252º,BMW M5,2,4,2,8,,3,3,2,2,4,5,2,37
253º,Changan Star CS,,27,,,3,,3,2,,,2,,37
254º,BMW i3,3,3,3,1,5,4,3,3,,1,1,9,36
255º,Mini Cabrio,1,2,3,5,2,5,4,3,2,3,2,2,34
256º,Chrysler 300,3,,,2,2,1,4,5,1,3,7,4,32
257º,Lexus RX,7,4,1,4,1,2,3,2,,3,,,27
258º,Lexus CT,1,3,2,6,4,1,1,2,4,2,,,26
259º,SsangYong Rexton,5,1,4,4,1,3,4,,,1,,1,24
260º,Kia Mohave,2,,3,3,1,2,5,3,1,2,1,,23
,,,,,,,,,,,,,,
261º,Agrale Marruá,3,,3,1,1,3,2,4,,1,2,2,22
262º,BMW Série 7,4,,2,,2,,2,3,4,1,1,2,21
263º,Mahindra Jipe,12,5,1,,1,,1,1,,,,,21
264º,Porsche Panamera,4,1,2,4,,2,,,,4,1,2,20
265º,Mercedes-Benz GLS,,,,,,,,,,,15,,15
266º,Hafei Towner Passageiro,,,,11,,,,,,,2,,13
267º,Jaguar XJ,1,,1,1,1,3,2,1,1,1,1,,13
268º,Chevrolet Sonic Sedan,6,1,1,1,3,1,,,,,,,13
269º,JAC T140,1,2,2,,1,2,2,,1,,1,,12
270º,Mini Clubman,,,,,,,,,,,3,8,11
271º,Hyundai Veloster,,,,,1,3,1,5,,1,,,11
272º,BMW i8,1,3,2,2,1,,,,,1,,,10
273º,Audi RS Q3,9,,,,,,,,,,,,9
274º,Maserati Ghibli,1,2,1,,1,1,1,,1,1,,,9
275º,Subaru Legacy,,,1,,,,,,,,7,1,9
276º,Ferrari 458,,1,,,,1,1,2,1,,,2,8
277º,Hyundai Sonata,,,,2,,,1,1,2,2,,,8
278º,Effa M100,1,,,,2,,,1,1,2,1,,8
279º,Hafei Towner Furgão,3,,1,,,,1,1,1,,,,7
280º,Kia Quoris,,1,,2,,,3,,1,,,,7
,,,,,,,,,,,,,,
281º,Audi SQ5,7,,,,,,,,,,,,7
282º,Jaguar XK,1,,,,1,3,1,,,,,,6
283º,Mercedes-Benz SL,,,,,,,,,,5,1,,6
284º,Effa Plutus,1,1,1,,1,,,,,,,,4
285º,Citroën C4 Hatch,,1,2,,,,,,,,1,,4
286º,Rolls-Royce Ghost,,1,,1,1,,,1,,,,,4
287º,Bentley Continental GT,1,1,,1,,,1,,,,,,4
288º,Chevrolet Malibu,2,,,1,,,,,,,,,3
289º,Kia Carens,,1,,1,1,,,,,,,,3
290º,Mini Roadster,,,1,1,,,,1,,,,,3
291º,Land Rover Defender,,,,,,,,,2,1,,,3
292º,Audi R8,3,,,,,,,,,,,,3
293º,Lamborghini Huracan,,2,,,,,,,,,1,,3
294º,Mercedes-Benz AMG GT,,,,,,,,,,,3,,3
295º,Changan Star Utility,,,,,,2,,,,,,,2
296º,Audi A8,2,,,,,,,,,,,,2
297º,Lexus LS,,,,1,1,,,,,,,,2
298º,Ferrari F12berlinetta,1,1,,,,,,,,,,,2
299º,BMW Série 6 Coupé,,,,,,,,,,,,2,2
300º,Aston Martin V8 Vantage,,,1,,,,1,,,,,,2
,,,,,,,,,,,,,,
301º,Ferrari 488 GTB,,,,,,,,,,,,2,2
302º,Audi A7 Sportback,2,,,,,,,,,,,,2
303º,SsangYong Actyon,,1,,,1,,,,,,,,2
304º,Maserati Quattroporte,,,,,1,,,,,1,,,2
305º,Changan Mini Star CS,1,,,,,,,,,,,,1
306º,Hyundai Genesis,1,,,,,,,,,,,,1
307º,Lamborghini Gallardo,,,,,,,1,,,,,,1
308º,Mercedes-Benz Classe G,,,,,,,,,,1,,,1
309º,Volkswagen Jetta Variant,1,,,,,,,,,,,,1
310º,Lifan 320,,1,,,,,,,,,,,1
311º,Subaru XV,1,,,,,,,,,,,,1
312º,Maserati GranCabrio,,,,,,,,1,,,,,1
313º,BYD e6,,,,,,,,,1,,,,1
314º,Maserati Gran Turismo,,,1,,,,,,,,,,1
315º,Aston Martin Rapide,,,,,,,,,,,1,,1
316º,Ferrari FF,,,,,1,,,,,,,,1
317º,Rolls-Royce Phantom,,,,1,,,,,,,,,1
318º,Ferrari California,,,1,,,,,,,,,,1
319º,Lifan 620,,,,1,,,,,,,,,1
320º,Lamborghini Aventador,,,1,,,,,,,,,,1
