Pos.,Veículo,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
137º,Lexus UX,48,69,23,5,6,22,19,83,39,20,21,13,368
138º,Peugeot Boxer,27,68,21,32,12,16,28,67,38,32,8,13,362
139º,Ford Mustang,28,54,43,12,12,32,45,19,19,16,26,44,350
140º,Mercedes-Benz GLB,,,,,,,,,,,161,173,334
,,,,,,,,,,,,,,
141º,JAC T40,63,68,18,11,6,13,26,19,7,24,32,37,324
142º,Porsche 718 Boxster,33,45,35,15,16,19,23,28,28,31,29,4,306
143º,Land Rover Defender,,,1,,1,,22,94,70,30,29,58,305
144º,Mitsubishi Pajero Full,44,38,30,11,22,30,11,25,15,29,29,16,300
145º,Jaguar F-Pace,26,20,42,5,6,20,22,36,41,30,19,16,283
146º,Effa V21,19,8,12,9,7,21,1,35,36,53,41,38,280
147º,BMW Série 1,13,30,14,11,7,14,50,54,63,14,7,,277
148º,Mercedes-Benz GLE,2,9,50,18,14,51,77,23,13,5,2,13,277
149º,Citroën Jumper,28,32,14,14,51,22,19,32,25,21,12,3,273
150º,BMW X6,,2,16,12,17,26,12,5,9,38,30,73,240
151º,Lexus NX,32,34,24,4,14,22,19,15,18,21,16,17,236
152º,Audi A5,40,33,23,8,,52,29,18,8,,,,211
153º,Jeep Wrangler,26,25,16,9,25,34,28,15,13,7,5,3,206
154º,Mercedes-Benz CLA,3,4,16,12,10,23,38,46,22,15,5,3,197
155º,BMW Z4,32,15,13,3,11,25,17,10,20,11,15,24,196
156º,Fiat Weekend,56,17,13,32,2,1,9,,1,47,2,7,187
157º,Fiat Doblò Cargo,,1,,,,,,,,102,47,35,185
158º,BMW Série 2 Gran Coupé,,,,,5,16,18,45,51,26,12,12,185
159º,BMW M2,2,7,6,1,5,20,20,27,25,13,12,20,158
160º,Mini Cabrio,14,15,13,6,4,18,17,14,17,11,13,14,156
,,,,,,,,,,,,,,
161º,Foton 1039,8,12,4,6,13,12,15,11,14,14,17,23,149
162º,Subaru XV,17,17,28,,1,5,34,12,13,,22,,149
163º,Subaru Forester,13,6,16,,,23,1,25,36,,27,,147
164º,JAC T60,4,29,16,2,8,10,14,12,6,9,8,24,142
165º,Peugeot 5008,43,24,14,2,3,12,7,16,14,2,2,2,141
166º,Suzuki S-Cross,14,14,7,5,7,10,12,9,13,15,21,9,136
167º,Volkswagen Passat,39,28,17,3,8,14,15,1,3,3,1,,132
168º,Porsche Panamera,8,4,5,6,6,11,15,25,20,2,20,5,127
169º,Kia Grand Carnival,4,25,16,3,4,15,10,5,12,13,9,7,123
170º,Kia Sorento,9,16,17,1,2,5,12,9,16,12,16,7,122
171º,Chevrolet Camaro,2,5,3,,1,14,13,1,11,31,22,17,120
172º,JAC V260,10,14,8,2,2,10,20,13,9,10,8,12,118
173º,Hyundai Santa Fe,16,10,12,1,4,14,12,38,2,2,2,1,114
174º,Effa V22,7,9,4,3,5,11,12,15,16,12,10,10,114
175º,Porsche 718 Cayman,8,18,2,,6,9,6,13,11,10,21,5,109
176º,BMW Série 5,13,15,6,4,5,11,12,9,7,5,4,18,109
177º,Volkswagen Golf,9,2,3,5,2,1,3,3,3,70,3,1,105
178º,Volvo V60,6,8,7,2,2,17,14,18,17,11,1,,103
179º,Audi A4 Avant,23,32,10,3,2,22,7,3,,,,,102
180º,BMW M3,,,,,1,9,12,19,25,8,12,13,99
,,,,,,,,,,,,,,
181º,JAC T50,34,22,2,3,3,4,1,6,3,5,8,7,98
182º,Jaguar I-Pace,8,22,7,4,,5,6,6,9,15,7,9,98
183º,Volvo S90,3,13,5,3,1,6,5,3,10,10,22,15,96
184º,Audi Q8,,,,,,28,7,4,9,14,16,18,96
185º,Mercedes-Benz Classe E,3,4,11,1,5,7,10,9,12,10,12,11,95
186º,Mitsubishi Outlander Sport,,,,,,,,,93,,,,93
187º,BMW X7,3,8,4,5,9,8,9,7,11,7,13,9,93
188º,Ford Edge,5,10,6,5,2,5,8,8,6,8,14,13,90
189º,BMW M1,1,,12,3,4,15,10,17,5,4,10,7,88
190º,Dodge Journey,14,6,7,5,4,10,20,10,6,,1,1,84
191º,BMW i3,6,6,3,,6,8,13,10,8,4,7,10,81
192º,BMW Série 7,5,8,2,2,3,10,10,4,7,2,9,15,77
193º,Jeep Cherokee,,23,,3,4,11,20,10,,,,,71
194º,Renault Kangoo,10,,,,,,1,,7,44,3,1,66
195º,Land Rover Range Rover,6,8,10,3,5,10,8,6,4,1,3,1,65
196º,Audi A6,2,10,3,,4,7,5,4,3,10,8,9,65
197º,JAC iEV 40,9,11,9,1,1,1,1,2,,17,,11,63
198º,Audi Q7,5,9,1,,1,1,1,7,1,2,13,19,60
199º,Mini Hatch 5 portas,,,,,,,,,,17,25,18,60
200º,Honda Accord,5,11,,,1,4,11,7,4,5,8,1,57
,,,,,,,,,,,,,,
201º,Toyota Prius,14,5,4,1,2,3,12,8,2,2,,1,54
202º,Jeep Grand Cherokee,4,,9,,,,,8,14,8,5,2,50
203º,BMW M5,2,2,3,1,1,2,5,7,11,5,2,1,42
204º,BMW Série 4,,7,2,2,2,4,4,5,8,3,4,1,42
205º,Lexus ES,6,3,11,2,2,6,3,3,2,1,2,1,42
206º,Mini Clubman,6,4,1,,1,3,6,2,3,4,4,4,38
207º,Volkswagen Fusca,5,6,5,,2,1,4,5,1,4,3,2,38
208º,Hyundai Azera,,2,1,,2,10,,10,1,,9,,35
209º,Renault Zoe,12,4,,,,5,,,11,1,,,33
210º,Mitsubishi Lancer,11,13,2,,,4,1,1,1,,,,33
211º,JAC iEV 20,,1,5,2,3,4,3,2,2,,3,4,29
212º,Audi SQ5,6,1,4,,,3,6,1,4,1,1,2,29
213º,Jaguar F-Type,6,7,3,,,3,2,,2,1,,3,27
214º,Audi R8,,,,,,,,,2,12,3,10,27
215º,Mercedes-Benz CLS,1,5,4,2,1,3,4,4,,,1,1,26
216º,Ford Fusion,10,2,1,1,1,1,1,1,8,,,,26
217º,Jaguar XE,3,4,4,1,1,2,3,2,4,,1,1,26
218º,Audi A5 Sportback,,,,,19,,,,,1,2,2,24
219º,Lifan X80,4,1,2,1,,,3,1,3,1,4,4,24
220º,JAC T80,4,4,3,,,2,,,3,,2,5,23
,,,,,,,,,,,,,,
221º,CAOA Chery QQ,13,2,2,1,2,1,,1,1,,,,23
222º,Toyota Camry,4,4,1,,5,1,1,,5,1,,1,23
223º,Audi A7 Sportback,3,3,,,1,3,3,3,,2,2,1,21
224º,Citroën Berlingo,6,2,,,3,,1,4,3,1,,,20
225º,BYD T3,,,,,,4,,1,4,6,1,3,19
226º,BMW M8,,,,,,,,,4,4,3,6,17
227º,Ford Fiesta,10,2,,1,,,,1,1,,,2,17
228º,Kia Soul,8,2,2,,,1,2,1,1,,,,17
229º,Subaru WRX,1,1,12,,,,,,2,,,,16
230º,Effa K01,6,2,5,2,,1,,,,,,,16
231º,Effa V25,,,,,1,3,2,3,2,,3,2,16
232º,Audi RS 4 Avant,,,,,,,,,,,,15,15
233º,Lexus CT,,3,1,,1,2,1,1,5,,,1,15
234º,Ford Focus,4,2,,,,3,,1,,4,,,14
235º,Audi RS 6 Avant,,,,,,,,,,,1,13,14
236º,Jaguar XF,,2,4,,,2,1,,1,3,,,13
237º,Subaru Outback,2,,6,,,5,,,,,,,13
238º,Mercedes-Benz Vito,,,4,,,5,2,,,,1,,12
239º,Lamborghini Urus,,2,1,,,1,1,1,,2,1,2,11
240º,Maserati Levante,1,3,,,,,1,2,3,1,,,11
,,,,,,,,,,,,,,
241º,Audi TTS Coupé,,,,,,,,,,,,10,10
242º,Kia Stinger,2,,,,,,,2,,2,2,2,10
243º,Ford Focus Fastback,2,6,,,,,,,2,,,,10
244º,Ferrari F8 Tributo,,,,,,1,1,1,3,2,,1,9
245º,SsangYong Actyon Sports,,1,1,,2,,,1,,2,1,,8
246º,Effa K02,,3,,1,,,1,2,,,1,,8
247º,Ferrari Portofino,,,,,,1,,3,1,1,1,,7
248º,Mercedes-Benz Classe S,2,1,,,,1,,,2,,1,,7
249º,BMW i8,1,,1,,1,,,2,,2,,,7
250º,BMW Série 8 Coupé,3,,1,,,,,,,2,,,6
251º,Volvo V40,3,2,,,,,,,,,,1,6
252º,Volkswagen SpaceFox,,4,,,1,,,,1,,,,6
253º,Lifan X60,4,1,,,,,,,1,,,,6
254º,Hyundai Elantra,,,,,1,,2,1,,1,,1,6
255º,Jaguar XJ,,,3,1,,,1,1,,,,,6
256º,BMW Série 2 Active Tourer,,1,4,1,,,,,,,,,6
257º,Lamborghini Huracan Spyder,,,,2,,1,1,,,,,1,5
258º,Mercedes-Benz SLC,2,,1,,,1,1,,,,,,5
259º,Ferrari 488 Pista Spider,2,,,,,1,2,,,,,,5
260º,Fiat Palio,,,1,,,,,,,1,1,1,4
,,,,,,,,,,,,,,
261º,Porsche Taycan,,,,,2,,,,,,1,1,4
262º,Ford Fiesta Sedan,,,,2,,,,,2,,,,4
263º,Ferrari 488 Pista,,,1,,,2,,1,,,,,4
264º,Kia Cadenza,,,,,,,1,,2,,,,3
265º,Lifan 530,,1,1,,,,,,,,1,,3
266º,Porsche 918 Spyder,1,,,,,,,,,,,2,3
267º,Peugeot 408,,,,,,,2,,,,,,2
268º,JAC iEV 330P,,,1,,,,,,,,1,,2
269º,SsangYong Rexton,1,,,,,,1,,,,,,2
270º,Lifan Foison,,,,,1,,1,,,,,,2
271º,Rolls-Royce Cullinan,,,,,,,,1,,,1,,2
272º,Lamborghini Huracan,,,1,,,,,,,,,1,2
273º,Agrale Marruá,,,,,,,,,,,,2,2
274º,Maserati Gran Turismo,,,,,,,,,,1,1,,2
275º,Lamborghini Aventador,,1,,,,,,,,,,1,2
276º,Lexus RX,,1,,,,1,,,,,,,2
277º,Ferrari 812 Superfast,1,,,,,,,,,,,,1
278º,Kia Optima,,,,,,,,1,,,,,1
279º,Maserati Ghibli,,,,,,,,,,,1,,1
280º,Dodge Durango,,,,,,,,,,,1,,1
,,,,,,,,,,,,,,
281º,Peugeot 308,,,1,,,,,,,,,,1
282º,Kia Niro,,,,,,,,,,,1,,1
283º,SsangYong Actyon,,,,,,,1,,,,,,1
284º,Ferrari 488 Spider,,,,,,1,,,,,,,1
285º,Rolls-Royce Phantom,,,,,,,,,,1,,,1
286º,Volkswagen CrossFox,,,,,1,,,,,,,,1
287º,Ferrari F8 Spider,,,,,,,,,,,,1,1
288º,Ferrari F12berlinetta,,1,,,,,,,,,,,1
289º,JAC J3,,,1,,,,,,,,,,1
290º,Audi S3 Sportback,,,,1,,,,,,,,,1
291º,Kia Picanto,,,,,,,,,,,1,,1
292º,BYD e5,,,,,1,,,,,,,,1
293º,SsangYong Korando,,,,,,,1,,,,,,1
294º,Ferrari 812 GTS,,,,,,,,,,1,,,1
295º,Kia Seltos,,,,,,,,,,,1,,1
296º,JAC iEV 60,,,,,,,,1,,,,,1
297º,BMW M4,,1,,,,,,,,,,,1
298º,JAC T6,,,,,,1,,,,,,,1
299º,Fiat Punto,,,,,,,,,1,,,,1
