Pos.,Veículo,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
21º,Volkswagen Saveiro,2.714,2.092,2.637,3.152,3.873,4.638,5.337,,,,,,24.443
22º,Fiat Cronos,2.481,1.653,3.442,3.701,2.950,4.969,5.036,,,,,,24.232
23º,Toyota Corolla,2.238,2.847,3.865,3.261,3.891,3.751,3.812,,,,,,23.665
24º,Fiat Fastback,2.707,2.393,3.605,2.466,2.943,3.383,3.635,,,,,,21.132
25º,Chevrolet Montana,90,350,3.988,3.087,3.593,2.957,2.948,,,,,,17.013
26º,Chevrolet S10,2.039,1.511,2.701,2.752,2.376,2.436,1.937,,,,,,15.752
27º,Peugeot 208,1.201,1.160,2.101,1.901,2.463,2.718,3.104,,,,,,14.648
28º,Citroën C3,1.488,1.313,2.035,1.965,1.607,2.930,3.030,,,,,,14.368
29º,Hyundai HB20S,1.684,1.098,2.025,1.916,1.384,1.393,4.811,,,,,,14.311
30º,Toyota Yaris,2.072,1.576,2.016,1.818,2.458,1.940,1.609,,,,,,13.489
31º,Renault Duster,1.495,2.152,2.031,1.377,2.231,1.488,1.801,,,,,,12.575
32º,Volkswagen Virtus,490,614,1.562,2.091,2.744,2.188,2.729,,,,,,12.418
33º,Jeep Commander,1.289,1.577,2.522,1.835,1.955,1.338,1.408,,,,,,11.924
34º,Chevrolet Spin,1.416,1.309,1.781,1.084,1.492,1.510,2.026,,,,,,10.618
35º,Fiat Fiorino,1.303,911,1.634,1.374,1.071,2.275,1.159,,,,,,9.727
36º,Ford Ranger,977,1.025,1.978,1.361,1.561,1.425,1.131,,,,,,9.458
37º,Toyota Yaris Sedã,1.099,773,932,891,1.068,1.294,2.505,,,,,,8.562
38º,Toyota SW4,937,914,1.412,1.113,1.238,1.258,1.264,,,,,,8.136
39º,Honda City,1.091,1.084,1.249,964,1.151,1.060,1.060,,,,,,7.659
40º,Volkswagen Taos,1.184,995,855,792,1.535,1.069,1.203,,,,,,7.633
,,,,,,,,,,,,,,
41º,Honda City hatchback,1.442,1.232,1.340,867,968,791,673,,,,,,7.313
42º,Renault Oroch,716,718,1.208,1.158,1.135,730,1.360,,,,,,7.025
43º,Mitsubishi L200 Triton,783,787,952,810,937,965,964,,,,,,6.198
44º,Volkswagen Gol,3.387,1.172,741,318,225,89,122,,,,,,6.054
45º,Renault Master,664,482,789,887,1.072,931,896,,,,,,5.721
46º,CAOA Chery Tiggo 5X,291,293,479,516,644,1.571,1.201,,,,,,4.995
47º,Renault Sandero,488,392,658,419,598,1.004,1.348,,,,,,4.907
48º,Nissan Versa,313,370,741,632,674,842,1.086,,,,,,4.658
49º,Nissan Frontier,661,429,571,452,810,955,748,,,,,,4.626
50º,CAOA Chery Tiggo 8,588,577,653,544,675,677,901,,,,,,4.615
51º,Volkswagen Amarok,567,453,601,716,812,630,466,,,,,,4.245
52º,Renault Logan,286,54,240,142,171,473,1.923,,,,,,3.289
53º,CAOA Chery Tiggo 7,371,375,475,418,582,457,555,,,,,,3.233
54º,Haval H6,,2,139,92,960,969,953,,,,,,3.115
55º,BMW Série 3,331,401,671,393,444,409,359,,,,,,3.008
56º,Volvo XC60,578,197,504,157,380,392,395,,,,,,2.603
57º,RAM 3500,270,239,553,550,379,174,165,,,,,,2.330
58º,Nissan Sentra,5,1,453,450,636,408,275,,,,,,2.228
59º,Chevrolet Equinox,316,269,342,292,349,325,335,,,,,,2.228
60º,Volkswagen Voyage,2.004,57,1,1,4,1,,,,,,,2.068
,,,,,,,,,,,,,,
61º,Citroën C4 Cactus,253,289,564,344,238,143,227,,,,,,2.058
62º,Fiat Scudo,277,225,378,307,280,286,257,,,,,,2.010
63º,BMW X1,6,41,245,367,509,433,390,,,,,,1.991
64º,Ford Transit,260,227,337,286,256,114,218,,,,,,1.698
65º,Mitsubishi Eclipse Cross,215,234,258,206,211,294,264,,,,,,1.682
66º,BYD Song Plus DM-i,33,145,205,39,322,353,445,,,,,,1.542
67º,Mercedes-Benz Sprinter,80,555,171,154,139,129,112,,,,,,1.340
68º,Iveco Daily,145,132,144,137,237,256,231,,,,,,1.282
69º,RAM Classic,166,161,251,129,227,153,184,,,,,,1.271
70º,Porsche Cayenne,80,109,195,145,253,208,190,,,,,,1.180
71º,Kia Bongo,214,208,286,194,189,88,,,,,,,1.179
72º,Citroën Jumpy,173,248,231,168,134,92,64,,,,,,1.110
73º,Mitsubishi Pajero Sport,138,124,155,108,118,214,227,,,,,,1.084
74º,Peugeot 2008,158,91,182,138,147,167,191,,,,,,1.074
75º,Volkswagen Delivery Express,125,112,224,159,158,149,139,,,,,,1.066
76º,Audi Q5,100,45,201,185,147,217,116,,,,,,1.011
77º,Volvo XC40,156,180,117,140,191,119,106,,,,,,1.009
78º,Chevrolet TrailBlazer,71,80,210,231,200,84,123,,,,,,999
79º,RAM 1500,50,122,176,81,79,248,204,,,,,,960
80º,Peugeot Expert,148,114,154,76,131,117,185,,,,,,925
,,,,,,,,,,,,,,
81º,Peugeot Partner Rapid,102,65,85,71,134,157,306,,,,,,920
82º,Ford Maverick,79,123,80,169,107,169,193,,,,,,920
83º,Porsche Macan,85,92,228,149,112,86,78,,,,,,830
84º,Volkswagen Jetta,15,53,145,61,186,184,162,,,,,,806
85º,RAM 2500,107,146,191,82,53,33,168,,,,,,780
86º,Audi Q3,79,54,150,125,100,124,137,,,,,,769
87º,Chevrolet Cruze,86,49,83,117,126,101,113,,,,,,675
88º,Volvo XC90,57,86,120,123,114,88,65,,,,,,653
89º,Land Rover Defender,42,37,106,134,77,125,121,,,,,,642
90º,Ford F-150,3,2,7,15,190,173,249,,,,,,639
91º,Mercedes-Benz GLB,80,74,147,81,92,85,77,,,,,,636
92º,Ford Territory,49,86,144,88,107,104,57,,,,,,635
93º,Kia Stonic,88,68,116,96,92,61,92,,,,,,613
94º,Land Rover Range Rover,61,30,72,104,146,100,78,,,,,,591
95º,Suzuki Jimny Sierra,66,99,105,82,60,79,71,,,,,,562
96º,BMW X4,33,35,79,55,105,114,137,,,,,,558
97º,Kia Sportage,80,69,69,94,108,13,105,,,,,,538
98º,Land Rover Discovery Sport,19,65,89,88,85,84,100,,,,,,530
99º,BYD Yuan Plus EV,79,64,85,83,38,57,97,,,,,,503
100º,Toyota RAV4,27,82,176,47,57,53,58,,,,,,500
,,,,,,,,,,,,,,
101º,Ford Bronco Sport,59,26,23,24,185,107,71,,,,,,495
102º,Effa V21,62,56,70,59,73,77,65,,,,,,462
103º,Porsche 911,78,69,91,46,58,65,51,,,,,,458
104º,Mini Hatch 3 portas,49,19,88,79,89,50,58,,,,,,432
105º,Mercedes-Benz GLE,67,21,103,78,56,55,44,,,,,,424
106º,Mercedes-Benz GLA,85,69,139,53,42,16,8,,,,,,412
107º,BMW X6,74,72,81,57,56,10,53,,,,,,403
108º,Mercedes-Benz Classe C,108,81,36,31,41,9,93,,,,,,399
109º,Audi A3 Sedan,46,30,41,41,58,106,71,,,,,,393
110º,CAOA Chery Arrizo 6,61,47,61,71,51,41,58,,,,,,390
111º,BMW X3,119,53,63,27,34,20,44,,,,,,360
112º,Land Rover Range Rover Evoque,8,49,79,35,55,67,66,,,,,,359
113º,Mini Countryman,74,61,80,23,24,22,67,,,,,,351
114º,BMW X5,69,31,67,43,39,6,96,,,,,,351
115º,Volvo C40,30,59,27,53,73,48,44,,,,,,334
116º,Honda Civic,42,157,76,33,7,5,4,,,,,,324
117º,Land Rover Discovery,9,17,113,31,53,42,55,,,,,,320
118º,Peugeot 3008,43,51,42,42,40,40,39,,,,,,297
119º,Audi A5 Sportback,46,47,48,25,32,43,52,,,,,,293
120º,Land Rover Range Rover Velar,30,27,66,34,33,49,41,,,,,,280
,,,,,,,,,,,,,,
121º,Mercedes-Benz CLA,43,58,71,27,24,27,20,,,,,,270
122º,JAC E-JS1,23,29,39,34,63,33,39,,,,,,260
123º,Audi A4,28,29,73,24,36,31,22,,,,,,243
124º,Ford Mustang,26,36,39,44,39,34,25,,,,,,243
125º,Chevrolet Cruze Sport6,25,20,40,41,45,34,33,,,,,,238
126º,Kia Bongo K2500,,,,25,,,203,,,,,,228
127º,Audi A3,32,26,20,20,36,42,48,,,,,,224
128º,Effa V22,23,16,46,28,29,35,40,,,,,,217
129º,Renault Captur,31,27,42,30,29,16,40,,,,,,215
130º,Porsche Panamera,20,12,44,41,31,27,33,,,,,,208
131º,Fiat Ducato,10,8,3,28,83,17,56,,,,,,205
132º,Mercedes-Benz GLC,34,8,31,30,41,27,32,,,,,,203
133º,BMW iX,35,42,47,20,15,22,12,,,,,,193
134º,BMW M3,33,31,47,20,18,19,18,,,,,,186
135º,Nissan Leaf,80,6,8,5,6,56,7,,,,,,168
136º,Porsche Taycan,20,26,24,25,23,26,23,,,,,,167
137º,Jaguar F-Pace,24,21,37,19,17,19,23,,,,,,160
138º,Jeep Wrangler,29,20,27,15,12,22,14,,,,,,139
139º,Subaru Forester,,11,38,,16,31,40,,,,,,136
140º,Porsche 718 Boxster,2,,21,45,32,13,14,,,,,,127
,,,,,,,,,,,,,,
141º,Kia Niro,11,13,23,33,23,17,,,,,,,120
142º,Lexus UX,13,18,10,17,21,20,18,,,,,,117
143º,Hyundai New Tucson,19,24,17,8,10,18,9,,,,,,105
144º,BYD Dolphin,,,,,10,7,80,,,,,,97
145º,Jeep Gladiator,16,6,9,16,8,14,22,,,,,,91
146º,Peugeot Boxer,1,14,11,12,16,15,15,,,,,,84
147º,Porsche 718 Cayman,10,3,8,18,12,15,16,,,,,,82
148º,Audi Q7,17,11,15,6,7,17,7,,,,,,80
149º,Audi Q5 Sportback,,79,,,,,,,,,,,79
150º,JAC e-JS4,5,7,10,17,15,13,9,,,,,,76
151º,Suzuki Jimny,13,13,13,8,9,13,7,,,,,,76
152º,BYD Tan,13,9,15,13,12,13,,,,,,,75
153º,BMW iX3,,10,,,,25,39,,,,,,74
154º,Lexus NX,,16,,,,,58,,,,,,74
155º,Subaru XV,,,62,,,6,,,,,,,68
156º,JAC E-J7,4,10,,6,1,44,,,,,,,65
157º,Hyundai HR,2,,1,2,10,32,18,,,,,,65
158º,Audi Q3 Sportback,,65,,,,,,,,,,,65
159º,Audi e-tron,10,1,23,13,7,4,6,,,,,,64
160º,Audi Q8,6,1,8,5,13,8,19,,,,,,60
,,,,,,,,,,,,,,
161º,BMW Série 4 Cabrio,16,10,3,8,5,7,11,,,,,,60
162º,CAOA Chery iCar,5,2,7,13,11,12,7,,,,,,57
163º,BYD Han,17,6,12,6,8,5,,,,,,,54
164º,BMW Série 5,4,1,2,6,17,15,9,,,,,,54
165º,BMW Série 2 Gran Coupé,9,13,7,4,11,6,4,,,,,,54
166º,CAOA Chery Tiggo 3X,7,2,4,1,,21,18,,,,,,53
167º,Jaguar F-Type,10,7,7,6,7,4,8,,,,,,49
168º,Lexus ES,3,3,12,6,4,9,10,,,,,,47
169º,Mercedes-Benz Classe A,4,5,12,6,6,5,5,,,,,,43
170º,Fiat 500,8,9,7,4,8,2,3,,,,,,41
171º,Effa V25,3,3,7,4,9,5,8,,,,,,39
172º,Citroën Jumper,,8,5,5,1,10,9,,,,,,38
173º,BYD T3,7,11,4,8,3,1,2,,,,,,36
174º,Mercedes-Benz GLC Coupé,,32,,,,,,,,,,,32
175º,Mini Hatch 5 portas,,,,,,14,18,,,,,,32
176º,Toyota Camry,4,3,9,1,11,2,1,,,,,,31
177º,McLaren Artura,,3,,5,10,10,,,,,,,28
178º,RAM Rampage,,,,,,13,15,,,,,,28
179º,Mercedes-Benz GLE Coupé,,24,,,,,,,,,,,24
180º,Fiat Uno,6,4,3,1,3,3,4,,,,,,24
,,,,,,,,,,,,,,
181º,Audi RS 6 Avant,1,2,,3,11,3,3,,,,,,23
182º,BMW Série 1,5,,,5,2,4,6,,,,,,22
183º,Kia Carnival,10,5,6,,1,,,,,,,,22
184º,Mini Electric,,20,,,,,,,,,,,20
185º,BYD D1 EV,1,8,3,2,,6,,,,,,,20
186º,Chevrolet Camaro,4,2,3,5,2,3,1,,,,,,20
187º,Mercedes-Benz Classe E,2,3,2,2,3,4,2,,,,,,18
188º,Jaguar E-Pace,2,,7,4,1,4,,,,,,,18
189º,Fiat Grand Siena,7,2,3,3,,,1,,,,,,16
190º,Foton 1039,6,1,3,1,2,2,1,,,,,,16
191º,Kia Cerato,5,2,2,,2,3,1,,,,,,15
192º,JAC T40,4,6,2,,,,1,,,,,,13
193º,Hyundai ix35,5,1,4,1,1,,,,,,,,12
194º,BMW i3,9,1,,,1,1,,,,,,,12
195º,Jaguar I-Pace,1,2,2,3,2,1,,,,,,,11
196º,JAC EJV5.5,3,,1,3,2,1,,,,,,,10
197º,JAC iEV 330P,3,,1,,1,4,1,,,,,,10
198º,Mitsubishi Outlander,1,1,4,,2,,1,,,,,,9
199º,Peugeot e-2008,,9,,,,,,,,,,,9
200º,Agrale Marruá,,7,2,,,,,,,,,,9
,,,,,,,,,,,,,,
201º,BMW i4,,8,,,,,,,,,,,8
202º,Ford Ka,,1,4,,1,2,,,,,,,8
203º,JAC iEV750V,3,1,1,2,,1,,,,,,,8
204º,Audi e-tron Sportback,,7,,,,,,,,,,,7
205º,Aston Martin Vantage,1,,4,,1,,,,,,,,6
206º,Aston Martin DBX,1,1,2,1,1,,,,,,,,6
207º,Mercedes-Benz Classe S,,2,1,1,1,1,,,,,,,6
208º,Renault Kangoo,,,,1,,4,,,,,,,5
209º,Chevrolet Bolt EV,,4,,,,,,,,,,,4
210º,CAOA Chery Arrizo 5,,,,,,,3,,,,,,3
211º,Audi Q8 Sportback,,3,,,,,,,,,,,3
212º,Fiat Doblò,,1,1,,,1,,,,,,,3
213º,Ferrari 296 GTB,,3,,,,,,,,,,,3
214º,Peugeot e-208,,3,,,,,,,,,,,3
215º,McLaren 756LT,1,,2,,,,,,,,,,3
216º,Jeep Grand Cherokee,,,,1,,1,1,,,,,,3
217º,Volkswagen Fox,,2,1,,,,,,,,,,3
218º,Volkswagen Tiguan Allspace,,1,,1,1,,,,,,,,3
219º,Lamborghini Urus,,2,,,,,,,,,,,2
220º,Kia Sorento,,1,,1,,,,,,,,,2
,,,,,,,,,,,,,,
221º,JAC V260,1,1,,,,,,,,,,,2
222º,McLaren GT,,,2,,,,,,,,,,2
223º,Mercedes-Benz GLS,,2,,,,,,,,,,,2
224º,Mercedes-Benz EQB,,2,,,,,,,,,,,2
225º,Mercedes-Benz EQA,,2,,,,,,,,,,,2
226º,Ford EcoSport,1,1,,,,,,,,,,,2
227º,Honda Accord,,1,,,1,,,,,,,,2
228º,Honda CR-V,,,1,,1,,,,,,,,2
229º,Audi RS Q8,,2,,,,,,,,,,,2
230º,Audi RS e-tron GT,,2,,,,,,,,,,,2
231º,BMW M2,,,,,,,2,,,,,,2
232º,Audi RS 5 Sportback,,2,,,,,,,,,,,2
233º,Aston Martin DBS,,,,,,1,,,,,,,1
234º,BMW Z4,,,,,1,,,,,,,,1
235º,CAOA Chery Tiggo 2,1,,,,,,,,,,,,1
236º,Foton Tunland,,,,,,1,,,,,,,1
237º,Hyundai Santa Fe,1,,,,,,,,,,,,1
238º,Honda WR-V,,,,1,,,,,,,,,1
239º,Ford Ka Sedan,,,1,,,,,,,,,,1
240º,Effa K02,,,1,,,,,,,,,,1
,,,,,,,,,,,,,,
241º,Fiat Doblò Cargo,1,,,,,,,,,,,,1
242º,Ferrari 812 GTS,,1,,,,,,,,,,,1
243º,Ferrari F8 Spider,,1,,,,,,,,,,,1
244º,Ferrari Roma,,1,,,,,,,,,,,1
245º,Exeed LX,,1,,,,,,,,,,,1
246º,Mercedes-Benz EQC,,1,,,,,,,,,,,1
247º,JAC T50,,,,,,1,,,,,,,1
248º,JAC IEV350T,,,,,,,1,,,,,,1
249º,Lamborghini Huracan,,1,,,,,,,,,,,1
250º,Kia Rio,,,1,,,,,,,,,,1
251º,McLaren P1,,1,,,,,,,,,,,1
252º,McLaren 720S,1,,,,,,,,,,,,1
253º,Maserati Levante,,1,,,,,,,,,,,1
254º,Kia Telluride,,1,,,,,,,,,,,1
