Pos.,Veículo,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
23º,Citroën C3,2.874,2.338,2.313,2.203,2.471,3.568,3.035,2.177,3.552,3.757,2.613,2.646,33.547
24º,Chevrolet Meriva,2.434,2.154,2.990,2.513,2.565,2.972,3.550,2.730,3.381,3.069,2.286,2.695,33.339
25º,Volkswagen SpaceFox,2.792,2.744,2.540,1.327,1.755,2.381,2.965,3.030,3.658,3.442,2.398,2.883,31.915
26º,Toyota Hilux,1.841,1.376,2.685,2.076,2.288,2.969,3.094,2.216,2.728,3.096,2.915,3.710,30.994
27º,Renault Logan,2.072,1.873,2.002,1.809,2.233,2.814,3.433,2.595,3.149,3.226,2.191,2.734,30.131
28º,Volkswagen Saveiro,1.527,2.043,2.728,2.265,2.310,2.734,2.740,3.110,2.068,1.992,2.910,3.356,29.783
29º,Chevrolet Astra,1.910,1.216,1.837,1.755,3.354,3.274,1.796,2.793,3.623,2.981,2.450,2.689,29.678
30º,Peugeot 207,2.101,1.748,2.244,1.567,1.909,3.406,3.033,2.121,3.688,2.790,1.865,2.548,29.020
31º,Hyundai Tucson,1.236,1.282,1.635,1.861,2.194,2.553,2.992,2.621,3.182,3.412,2.640,3.269,28.877
32º,Fiat Idea,1.287,1.230,1.985,2.018,2.536,3.207,2.582,2.567,3.095,2.628,2.211,2.306,27.652
33º,Volkswagen Kombi,1.639,2.121,2.543,2.151,2.168,2.199,2.374,2.459,2.174,2.680,2.698,2.410,27.616
34º,Fiat Punto,1.497,1.594,2.588,2.096,2.187,2.447,2.298,1.948,2.548,2.907,2.395,2.893,27.398
35º,Chevrolet Vectra,1.583,613,1.936,1.986,2.965,2.358,2.055,1.839,2.387,2.293,1.868,2.086,23.969
36º,Volkswagen CrossFox,1.200,1.530,2.664,2.116,2.293,2.630,2.549,1.955,2.175,1.472,1.233,347,22.164
37º,Volkswagen Golf,1.140,1.293,1.961,1.678,1.536,1.965,2.184,1.851,1.679,1.748,1.703,2.221,20.959
38º,Mitsubishi L200 Triton,1.360,1.427,2.028,1.750,1.604,1.684,1.561,1.322,1.796,1.828,1.616,2.115,20.091
39º,Peugeot 207 Passion,1.188,921,945,1.126,1.856,2.501,2.144,1.558,2.298,2.284,1.636,1.598,20.055
40º,Volkswagen Polo Sedan,983,963,1.713,1.254,1.308,2.018,1.415,1.176,1.481,1.510,1.672,1.745,17.238
,,,,,,,,,,,,,,
41º,Fiat Fiorino,1.133,1.046,1.502,1.297,1.123,1.493,1.664,1.720,1.687,1.635,1.378,1.396,17.074
42º,Ford Focus,1.363,1.232,906,1.170,1.156,1.364,1.306,1.294,1.708,2.089,1.436,1.680,16.704
43º,Volkswagen Polo,942,690,1.421,1.138,1.101,1.878,1.414,1.018,1.100,1.242,1.421,1.399,14.764
44º,Fiat Linea,921,713,954,887,926,1.323,1.487,1.342,1.541,1.546,1.431,1.589,14.660
45º,Honda City,,,,,,,379,2.538,3.622,3.126,2.384,2.582,14.631
46º,Chevrolet Agile,,,,,,,,14,50,1.880,5.937,6.513,14.394
47º,Renault Clio,1.957,1.378,1.094,594,566,688,740,1.038,1.668,1.761,1.126,1.280,13.890
48º,Chevrolet Captiva,846,1.184,1.389,896,1.374,1.222,1.024,899,850,1.119,1.240,1.547,13.590
49º,Hyundai i30,,,,,85,774,1.320,1.079,1.722,2.510,2.515,3.348,13.353
50º,Ford Ranger,985,899,1.027,673,781,919,1.012,687,1.042,1.302,1.151,1.858,12.336
51º,Citroën C4 Pallas,1.242,873,1.219,750,547,962,1.111,1.462,1.571,1.002,646,641,12.026
52º,Chevrolet Vectra GT,686,280,1.052,973,1.134,1.335,983,982,1.157,949,947,972,11.450
53º,Fiat Stilo,794,812,1.133,881,876,1.030,1.104,885,979,899,928,952,11.273
54º,Honda CR-V,848,964,1.425,1.411,1.393,1.136,213,85,719,1.131,758,1.155,11.238
55º,Peugeot 307,1.011,1.126,1.248,668,479,572,653,696,1.042,975,1.231,1.486,11.187
56º,Hyundai HR,397,576,817,846,873,843,1.098,1.044,1.059,1.208,989,1.122,10.872
57º,Ford Fusion,1.015,1.165,981,424,417,661,799,756,775,787,684,1.362,9.826
58º,Citroën C4 Hatch,,76,368,528,735,1.145,1.100,739,901,1.235,1.127,1.461,9.415
59º,Chevrolet Zafira,589,506,1.014,626,685,893,794,735,897,918,789,917,9.363
60º,Ford Focus Fastback,810,769,569,1.013,964,891,810,543,637,812,776,755,9.349
,,,,,,,,,,,,,,
61º,Mitsubishi Pajero TR4,645,701,906,691,709,680,768,615,487,463,742,930,8.337
62º,Peugeot 207 SW,604,650,1.326,530,447,725,712,488,667,677,893,589,8.308
63º,Ford Courier,443,585,716,673,704,840,726,634,752,830,659,699,8.261
64º,Volkswagen Parati,596,452,842,804,700,619,643,531,866,715,769,637,8.174
65º,Fiat Ducato,566,521,571,626,625,671,741,712,569,891,657,906,8.056
66º,Kia Sportage,488,462,522,449,597,814,697,575,806,948,644,898,7.900
67º,Hyundai Santa Fe,376,469,598,666,631,709,767,684,769,752,603,813,7.837
68º,Citroën Xsara Picasso,637,460,426,669,691,766,521,492,689,822,676,811,7.660
69º,Hyundai Azera,275,346,637,1.077,1.117,938,774,619,695,423,285,436,7.622
70º,Nissan Frontier,386,402,462,524,635,700,607,627,562,630,523,769,6.827
71º,Fiat Doblò,510,529,609,493,534,632,703,571,551,593,324,461,6.510
72º,Peugeot 206,545,628,629,457,710,734,506,331,586,1.004,301,67,6.498
73º,Renault Symbol,,,301,489,511,728,786,704,838,988,559,538,6.442
74º,Toyota SW4,402,357,465,415,499,438,456,482,464,532,540,760,5.810
75º,Nissan Sentra,944,958,977,509,320,240,173,175,354,468,307,315,5.740
76º,Renault Mégane Sedan,502,302,285,285,448,611,707,377,460,524,291,555,5.347
77º,Nissan Livina,,,16,169,384,577,474,449,988,1.000,499,400,4.956
78º,Volkswagen Jetta,605,550,477,230,115,231,275,312,337,547,492,540,4.711
79º,Volkswagen Bora,1.746,386,372,238,304,299,236,216,246,232,143,73,4.491
80º,Mercedes-Benz Sprinter,374,361,385,307,317,257,320,315,268,307,363,474,4.048
,,,,,,,,,,,,,,
81º,Nissan Tiida,554,516,456,358,211,229,132,109,198,236,287,596,3.882
82º,Chevrolet Astra Sedan,204,130,206,279,373,289,260,392,409,333,414,550,3.839
83º,Renault Master,264,259,369,404,272,270,284,230,257,370,414,434,3.827
84º,Kia Bongo,189,201,219,228,250,292,378,389,399,421,374,417,3.757
85º,Chevrolet Tracker,1.226,1.296,744,118,48,7,1,,,,,,3.440
86º,Mitsubishi Pajero Sport,251,179,182,271,256,320,330,276,315,358,270,375,3.383
87º,Peugeot 307 Sedan,392,326,1.011,358,130,69,47,72,168,174,263,315,3.325
88º,Kia Picanto,108,122,146,96,181,202,217,174,293,628,363,465,2.995
89º,Volkswagen New Beetle,558,450,350,102,45,218,219,155,185,207,152,171,2.812
90º,Chevrolet Blazer,139,123,59,447,548,188,145,57,480,129,133,237,2.685
91º,Suzuki Grand Vitara,87,81,210,259,289,288,270,252,288,243,169,162,2.598
92º,Citroën C4 Picasso,,230,300,410,206,212,229,200,200,200,156,200,2.543
93º,Ford F-250,127,201,249,228,246,269,203,147,187,228,168,253,2.506
94º,Hyundai Veracruz,98,94,128,170,160,216,191,155,199,404,303,360,2.478
95º,Renault Kangoo,127,138,162,243,200,194,317,239,216,266,165,205,2.472
96º,Renault Mégane Grand Tour,211,176,161,198,226,244,213,178,218,257,134,136,2.352
97º,Mitsubishi Outlander,159,147,163,155,179,200,184,141,190,251,219,343,2.331
98º,Kia Cerato,58,42,23,26,57,92,58,115,481,169,439,732,2.292
99º,BMW Série 3,60,32,89,201,79,107,236,234,164,201,450,368,2.221
100º,Fiat Doblò Cargo,77,97,131,107,252,472,165,141,160,112,277,168,2.159
,,,,,,,,,,,,,,
101º,Mitsubishi Pajero Full,173,139,177,177,243,183,190,143,169,167,160,214,2.135
102º,Iveco Daily,79,127,161,177,183,139,197,217,153,208,246,191,2.078
103º,Kia Soul,,,,,,,159,412,123,370,483,462,2.009
104º,Citroën Grand C4 Picasso,247,139,212,108,210,207,200,130,147,126,54,177,1.957
105º,Renault Scénic,169,106,192,142,137,218,280,143,100,136,80,126,1.829
106º,Mercedes-Benz Classe C,163,141,136,112,106,89,156,110,219,190,179,227,1.828
107º,Peugeot Boxer,117,155,144,107,111,101,135,234,125,170,173,220,1.792
108º,BMW Série 1,54,148,131,39,30,78,118,112,282,250,135,203,1.580
109º,Kia Sorento,73,79,141,172,145,175,143,145,235,201,31,17,1.557
110º,Volvo XC60,64,37,68,189,146,163,152,104,82,266,105,164,1.540
111º,Land Rover Freelander,110,93,120,125,84,153,187,175,136,119,69,109,1.480
112º,Troller T4,74,112,125,131,124,110,141,103,131,140,166,118,1.475
113º,Kia Carens,137,104,107,114,99,139,127,165,221,116,42,95,1.466
114º,Mercedes-Benz Classe B,62,56,96,120,164,132,115,85,111,87,66,278,1.372
115º,Dodge Journey,97,107,157,120,96,90,50,31,44,167,150,156,1.265
116º,Volkswagen Passat,164,129,136,173,201,92,41,57,47,43,59,107,1.249
117º,Ford Edge,143,95,101,76,138,115,102,151,63,65,44,108,1.201
118º,Nissan Grand Livina,,,,,,,120,173,217,205,200,241,1.156
119º,Honda Accord,74,160,218,150,134,139,88,61,83,7,4,11,1.129
120º,Citroën Jumper,121,119,109,107,80,62,119,88,78,65,80,96,1.124
,,,,,,,,,,,,,,
121º,Chrysler PT Cruiser,56,46,88,75,87,86,86,105,125,158,109,98,1.119
122º,Volkswagen Jetta Variant,214,147,48,45,19,64,123,108,110,96,61,48,1.083
123º,Mitsubishi Pajero HPE,,,,,,,136,25,217,213,168,297,1.056
124º,Smart ForTwo,,,12,75,115,105,162,99,105,83,76,221,1.053
125º,Ford Transit,27,44,53,47,80,77,94,69,106,100,129,177,1.003
126º,Subaru Impreza,32,36,82,85,67,72,76,92,96,108,94,147,987
127º,Renault Clio Sedan,277,342,237,59,6,4,7,1,2,,,,935
128º,Mini Hatch 3 portas,,,,30,56,93,47,120,101,145,147,193,932
129º,Toyota RAV4,78,82,196,157,54,32,33,21,34,52,44,89,872
130º,Mercedes-Benz CLC,,23,102,102,76,68,44,78,88,94,100,92,867
131º,Peugeot Partner,53,64,124,149,70,60,63,51,28,60,35,46,803
132º,Subaru Forester,29,31,45,59,80,124,90,64,102,81,53,39,797
133º,Audi A3,54,61,95,64,62,45,57,70,56,89,45,71,769
134º,Renault Grand Scénic,56,101,171,143,103,113,,,78,,,,765
135º,Audi A4,49,39,68,42,67,59,78,70,78,71,53,84,758
136º,Kia Magentis,19,38,36,34,59,84,115,105,67,88,47,53,745
137º,Dodge Ram,70,54,72,49,26,30,74,69,59,74,40,78,695
138º,Land Rover Discovery 3,57,38,59,60,31,52,49,56,128,68,46,6,650
139º,Chevrolet Omega,90,87,201,117,55,37,20,6,3,,1,1,618
140º,Fiat 500,,,,,,,,,120,197,143,154,614
,,,,,,,,,,,,,,
141º,SsangYong Actyon Sports,41,66,62,91,83,65,60,37,35,30,22,21,613
142º,Hafei Towner Pick-up,26,24,44,49,40,15,48,58,59,85,65,77,590
143º,Land Rover Range Rover Sport,50,28,40,39,28,60,80,45,40,60,36,80,586
144º,Kia Mohave,,,16,55,62,55,46,70,63,60,75,67,569
145º,Toyota Land Cruiser Prado,52,64,76,77,48,32,61,55,48,23,17,12,565
146º,Volkswagen Passat Variant,87,73,72,94,80,24,6,7,14,21,25,35,538
147º,Toyota Camry,61,94,83,63,13,20,22,22,26,33,38,62,537
148º,Citroën C4 VTR,48,27,72,100,180,49,55,,,,,,531
149º,Hafei Towner Passageiro,23,29,32,34,36,34,61,47,61,72,46,44,519
150º,Mahindra Pik Up,21,23,33,37,49,37,49,51,64,45,44,49,502
151º,CAOA Chery Tiggo,,,,,,,,,25,102,122,248,497
152º,Volvo C30,35,22,72,62,29,56,34,17,38,33,32,42,472
153º,Kia K2700,19,31,40,36,26,29,35,48,46,63,40,33,446
154º,Jeep Grand Cherokee,23,36,37,49,39,33,35,42,27,40,36,37,434
155º,Volkswagen Tiguan,,,,7,16,15,35,74,60,38,23,163,431
156º,Citroën C5,12,15,5,1,8,92,119,58,29,16,7,50,412
157º,Mercedes-Benz SLC,46,33,33,39,37,34,29,25,43,24,28,40,411
158º,BMW X6,14,10,10,35,42,38,41,35,46,40,45,44,400
159º,Mercedes-Benz GLE,45,32,38,23,40,28,15,17,21,31,53,48,391
160º,Volkswagen Touareg,41,40,79,105,28,16,11,11,6,8,15,10,370
,,,,,,,,,,,,,,
161º,Porsche Cayenne,30,26,17,20,24,25,29,28,31,52,41,32,355
162º,Subaru Tribeca,5,7,15,26,34,37,51,40,34,38,29,37,353
163º,Mercedes-Benz Classe E,1,1,1,3,3,31,44,28,67,63,47,54,343
164º,BMW X5,19,14,12,21,20,51,30,26,18,34,34,56,335
165º,BMW Série 5,7,10,14,14,58,37,13,26,49,47,28,24,327
166º,SsangYong Actyon,9,14,21,25,22,22,40,29,42,33,24,40,321
167º,Peugeot 307 SW,25,27,17,30,47,72,45,16,22,3,7,2,313
168º,Suzuki Jimny,27,25,16,18,9,16,26,24,38,30,35,39,303
169º,Effa Hafei Picape,18,19,20,19,23,20,33,25,24,37,28,36,302
170º,Peugeot 407,18,12,10,20,13,13,11,4,52,66,38,42,299
171º,Effa M100,18,18,20,41,24,13,17,30,20,26,22,32,281
172º,Kia Grand Carnival,12,14,10,14,35,34,55,23,23,20,9,19,268
173º,Chrysler 300,19,17,40,25,23,19,19,17,23,15,18,23,258
174º,Nissan Pathfinder,10,4,8,11,13,44,40,35,18,20,18,23,244
175º,Nissan X-Trail,33,23,24,30,14,20,22,15,16,5,17,17,236
176º,Changan Cargo,12,17,15,8,7,17,5,6,3,3,40,73,206
177º,Land Rover Range Rover,28,10,17,20,,7,21,13,22,24,11,29,202
178º,Audi Q5,,,,,15,33,22,22,27,26,21,34,200
179º,Mercedes-Benz GLC,10,5,15,17,8,8,15,12,12,33,37,25,197
180º,Jeep Cherokee,13,12,18,19,11,14,16,21,23,17,12,9,185
,,,,,,,,,,,,,,
181º,SsangYong Kyron,5,9,9,8,14,8,14,10,21,34,16,34,182
182º,Chrysler Town & Country,6,8,12,17,19,11,17,8,14,20,19,20,171
183º,BMW X3,3,6,10,19,8,20,24,14,10,8,10,17,149
184º,Peugeot 206 SW,29,38,50,11,5,3,1,2,2,4,1,1,147
185º,SsangYong Rexton,9,16,15,12,13,19,9,3,3,6,8,26,139
186º,Hafei Towner Furgão,6,7,9,14,10,9,17,10,6,17,13,12,130
187º,BMW Z4,3,2,1,2,,1,3,2,,45,46,23,128
188º,Kia Opirus,14,6,8,10,16,11,14,17,12,13,5,1,127
189º,Suzuki SX4,,,,,,,,11,18,21,27,36,113
190º,Porsche 911,,3,15,10,12,12,7,11,12,7,9,10,108
191º,Peugeot 407 SW,9,2,1,1,3,2,6,1,29,32,8,10,104
192º,Nissan Murano,21,19,19,11,11,3,1,4,,1,2,7,99
193º,Effa Hafei Van,1,5,4,3,11,11,16,7,10,11,6,13,98
194º,Audi Q7,6,5,20,5,9,8,3,8,5,6,11,9,95
195º,Mitsubishi Airtrek,39,21,13,8,8,,5,1,,,,,95
196º,Jinbei Topic Furgão,,1,1,3,15,17,7,4,8,14,10,13,93
197º,Porsche 718 Boxster,5,4,3,3,,3,5,22,16,7,8,13,89
198º,Volvo XC90,4,6,12,5,9,13,7,5,8,7,2,4,82
199º,Land Rover Discovery,,,,,,,,,,,,81,81
200º,Audi TT Coupé,11,9,6,6,7,5,4,4,5,9,7,5,78
,,,,,,,,,,,,,,
201º,Mercedes-Benz CLS,10,3,8,9,8,10,5,7,3,2,4,8,77
202º,Volkswagen Eos,6,7,12,12,5,5,10,5,4,2,3,3,74
203º,Jeep Wrangler,6,9,10,5,7,10,3,,2,3,5,10,70
204º,Volvo S40,2,3,2,4,6,11,14,8,5,8,2,1,66
205º,Subaru Legacy,10,1,8,17,11,3,9,1,1,1,2,1,65
206º,Renault Mégane Coupe Cabriolet,12,1,9,12,11,14,,,,,,,59
207º,Land Rover Defender,6,7,4,10,2,9,3,5,4,3,2,4,59
208º,Jinbei Topic Passageiro,,8,5,8,4,4,9,9,1,6,4,1,59
209º,Effa Hafei Furgão,6,3,6,6,4,1,4,3,6,7,4,2,52
210º,Porsche 718 Cayman,3,4,6,,,,6,9,3,4,10,6,51
211º,Changan Star Family,1,1,11,5,8,,5,3,4,6,3,3,50
212º,Changan Star Utility,5,6,6,2,2,,,4,2,1,9,11,48
213º,Agrale Marruá,2,4,2,3,3,9,7,5,3,1,1,8,48
214º,Jaguar XF,1,5,5,2,5,3,3,5,3,3,,6,41
215º,Audi A6,1,2,2,1,6,5,4,7,,3,2,6,39
216º,Jaguar X-Type,1,5,4,1,,6,3,4,,4,7,3,38
217º,Mercedes-Benz SL,,,11,3,1,4,2,4,2,2,3,6,38
218º,Mitsubishi Eclipse GT,4,4,4,5,4,3,4,1,2,4,2,1,38
219º,BMW Série 6 Coupé,,,,1,,3,1,1,7,15,9,,37
220º,Volvo V50,2,3,3,,2,5,3,6,5,5,1,1,36
,,,,,,,,,,,,,,
221º,BMW Série 7,1,,1,2,2,2,7,3,2,2,2,7,31
222º,Mercedes-Benz GLS,3,,4,2,2,5,4,3,1,,2,,26
223º,Mercedes-Benz CLK,,23,,1,,,,,,,,2,26
224º,Mercedes-Benz Classe S,,,,2,2,1,1,,,7,7,4,24
225º,Nissan Xterra,1,2,,4,,7,2,,2,5,1,,24
226º,Volvo S80,1,2,2,2,,3,2,2,2,,3,4,23
227º,Toyota Corolla Fielder,5,,1,1,,3,3,,1,2,2,3,21
228º,Audi A5,,,,,,,8,3,2,2,2,4,21
229º,Volvo XC70,,1,1,2,1,,2,3,1,2,2,5,20
230º,Mitsubishi Grandis,4,3,1,,,,2,,,1,,2,13
231º,Ferrari F430,,2,3,1,,1,,3,,3,,,13
232º,Volvo S60,2,2,1,3,2,,1,,,,,,11
233º,Maserati Gran Turismo,2,,,1,4,1,,,,,,,8
234º,Nissan 350Z,3,1,,,,1,,1,,,1,1,8
235º,Mercedes-Benz Classe A,,,,1,,1,2,1,,,1,1,7
236º,Lexus ES,2,,2,1,,,1,,,,,1,7
237º,BMW Série 6 Cabrio,,,,,,,,,,,,7,7
238º,Jaguar XK,1,1,1,,,1,1,,1,,,1,7
239º,Maserati Quattroporte,3,1,1,,,1,,,,,,,6
240º,Mitsubishi Lancer,,,,1,1,3,,,,,1,,6
,,,,,,,,,,,,,,
241º,Porsche Panamera,,,,,,,,,1,2,2,1,6
242º,Mercedes-Benz Classe G,,,,,3,2,,,,,,,5
243º,Lexus LS,1,1,,1,1,,,,,1,,,5
244º,Jaguar XJ,,,,1,1,,,,1,,,1,4
245º,Mercedes-Benz CL,,,,,,,,,,,1,1,2
246º,Porsche 911 Cabriolet,,,,,,2,,,,,,,2
247º,Subaru Outback,,,,,,,,,,,,1,1
248º,Aston Martin DB9,,,,,,,,,,,,1,1
