Pos.,Veículo,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
38º,Chevrolet Meriva,1.933,2.129,3.048,2.028,1.859,1.762,1.797,1.917,2.215,2.137,1.799,1.860,24.484
39º,Peugeot 207 Passion,1.563,1.620,2.682,1.972,1.441,1.778,2.115,2.448,1.940,1.605,2.031,2.288,23.483
40º,Mitsubishi L200 Triton,1.309,1.323,2.038,1.655,1.550,1.527,1.647,1.869,1.866,1.877,1.882,2.102,20.645
,,,,,,,,,,,,,,
41º,Chevrolet Vectra,1.414,1.398,2.332,1.575,1.561,1.605,1.631,1.837,1.760,1.652,1.490,1.721,19.976
42º,Volkswagen CrossFox,341,11,1.690,1.997,1.836,1.815,1.822,1.721,1.615,1.511,1.990,2.819,19.168
43º,Honda CR-V,1.020,617,1.647,1.237,1.203,1.312,1.666,2.096,1.554,1.724,2.179,2.491,18.746
44º,Volkswagen SpaceFox,1.968,1.732,1.732,514,113,288,771,1.211,1.648,2.033,2.768,3.434,18.212
45º,Volkswagen Golf,1.079,1.450,2.101,1.501,1.282,1.192,1.388,1.317,1.505,1.570,1.599,1.747,17.731
46º,Fiat Fiorino,849,1.068,1.645,1.345,1.127,1.442,2.205,1.807,1.460,1.263,1.579,1.623,17.413
47º,Volkswagen Polo Sedan,1.123,995,1.512,1.496,1.325,1.190,1.414,1.443,1.175,1.242,1.537,2.320,16.772
48º,Ford Ranger,1.352,878,1.568,1.129,1.105,1.357,1.420,1.337,1.099,1.302,1.174,1.582,15.303
49º,Hyundai HR,915,1.073,1.525,1.464,1.415,1.358,1.271,1.219,1.195,1.134,1.190,1.101,14.860
50º,Kia Cerato,677,727,1.323,1.107,700,803,801,1.687,2.373,1.659,750,1.601,14.208
51º,Citroën C4 Hatch,972,964,1.319,1.098,827,857,1.055,1.062,1.163,1.060,1.387,1.782,13.546
52º,Chevrolet Captiva,1.025,1.007,1.295,1.157,1.283,1.108,968,976,906,956,1.323,1.498,13.502
53º,Volkswagen Polo,897,988,1.575,1.324,1.029,879,934,1.104,850,983,1.069,1.250,12.882
54º,Fiat Linea,826,869,1.368,833,863,793,845,1.278,1.065,973,1.069,1.294,12.076
55º,Citroën C4 Pallas,674,683,1.164,1.042,946,1.168,1.065,1.180,1.043,909,925,1.145,11.944
56º,Mitsubishi Pajero TR4,448,810,1.164,1.019,950,841,994,1.110,1.092,922,971,1.088,11.409
57º,Fiat Doblò,397,623,990,851,887,774,737,993,1.132,1.002,1.283,1.496,11.165
58º,Ford Fusion,759,424,729,908,925,870,1.103,956,937,869,1.148,1.288,10.916
59º,Chevrolet Vectra GT,640,706,1.281,875,775,1.276,1.169,865,774,704,690,1.058,10.813
60º,Fiat Ducato,680,599,707,683,825,1.003,997,840,927,957,970,1.145,10.333
,,,,,,,,,,,,,,
61º,Peugeot 307,823,784,1.186,1.121,804,672,716,790,656,765,775,758,9.850
62º,Nissan Livina,400,700,1.000,800,500,500,500,700,1.000,1.200,1.000,1.500,9.800
63º,Kia Picanto,417,440,758,496,571,432,526,956,1.579,1.391,932,986,9.484
64º,Chevrolet Zafira,651,641,909,656,583,672,757,802,966,907,855,864,9.263
65º,Kia Soul,311,308,715,729,756,633,722,753,780,760,972,1.223,8.662
66º,Nissan Frontier,578,393,594,533,545,668,679,708,761,873,971,1.275,8.578
67º,Ford Focus Fastback,618,542,576,617,613,772,882,919,804,707,541,884,8.475
68º,Renault Symbol,494,434,795,632,548,780,726,891,775,766,667,883,8.391
69º,Hyundai Santa Fe,395,393,595,492,665,760,746,859,836,783,727,856,8.107
70º,Toyota SW4,458,411,719,605,624,592,588,717,576,812,1.004,992,8.098
71º,Kia Bongo,334,360,584,551,602,514,527,765,1.015,1.013,935,717,7.917
72º,Kia Sportage,811,909,1.343,1.092,773,683,769,515,152,57,16,316,7.436
73º,Ford Courier,480,477,655,637,544,687,608,556,631,558,725,751,7.309
74º,Hyundai Azera,306,398,704,679,675,616,542,778,674,561,660,677,7.270
75º,Citroën Xsara Picasso,436,455,717,771,556,560,735,713,550,444,522,599,7.058
76º,Volkswagen Parati,470,372,844,829,615,556,477,572,475,928,417,470,7.025
77º,Hyundai ix35,,,,,,159,703,781,1.185,1.229,1.228,1.510,6.795
78º,Fiat Stilo,490,561,767,479,869,707,615,600,511,386,303,256,6.544
79º,Nissan Sentra,300,330,499,522,461,560,714,512,283,370,574,818,5.943
80º,Renault Master,385,285,452,397,361,435,531,469,516,549,666,677,5.723
,,,,,,,,,,,,,,
81º,Nissan Tiida,399,301,751,613,235,103,278,439,475,614,602,853,5.663
82º,Peugeot 207 SW,387,337,575,412,311,415,498,631,490,428,454,432,5.370
83º,Mercedes-Benz Sprinter,386,398,423,301,360,276,223,468,381,428,441,525,4.610
84º,Chevrolet Astra Sedan,387,344,418,447,369,287,365,410,396,445,374,342,4.584
85º,Citroën Aircross,,,,,26,26,38,38,153,786,1.519,1.658,4.244
86º,Hyundai Veracruz,342,323,492,436,377,355,418,336,329,263,226,287,4.184
87º,Peugeot Hoggar,,39,62,15,377,551,591,527,441,554,542,442,4.141
88º,Kia Sorento,8,5,2,2,88,691,854,493,460,424,412,593,4.032
89º,Mercedes-Benz Classe C,142,148,218,313,164,377,320,369,473,549,393,530,3.996
90º,Nissan Grand Livina,245,292,494,360,166,227,282,380,499,417,323,307,3.992
91º,Volkswagen Tiguan,58,30,42,87,192,133,312,478,429,767,673,742,3.943
92º,Mitsubishi Pajero Sport,296,363,388,341,321,263,377,305,311,302,282,384,3.933
93º,Fiat Doblò Cargo,117,115,251,279,302,465,265,433,443,357,412,330,3.769
94º,Iveco Daily,293,187,261,258,243,274,225,333,313,375,324,309,3.395
95º,Volkswagen Amarok,,,15,4,361,372,386,335,360,367,427,755,3.382
96º,Effa Hafei Picape,44,46,165,185,212,258,256,353,377,478,497,508,3.379
97º,BMW Série 3,166,220,239,248,260,230,278,338,366,368,285,346,3.344
98º,Peugeot Boxer,223,276,362,272,215,223,241,311,270,302,271,323,3.289
99º,Citroën C4 Picasso,213,189,300,200,200,223,300,400,300,300,300,300,3.225
100º,Mitsubishi Outlander,142,181,295,250,259,243,280,308,312,290,309,290,3.159
,,,,,,,,,,,,,,
101º,Renault Mégane Sedan,232,199,409,264,233,340,361,420,255,198,106,38,3.055
102º,Mitsubishi Pajero HPE,175,173,255,313,222,209,278,297,257,236,268,313,2.996
103º,CAOA Chery Face,,,,22,113,83,112,334,462,549,610,706,2.991
104º,CAOA Chery Tiggo,113,128,249,208,144,143,175,264,265,342,384,478,2.893
105º,Suzuki Grand Vitara,159,182,257,243,209,174,189,273,300,230,254,401,2.871
106º,Renault Mégane Grand Tour,145,119,277,224,173,163,185,184,216,328,449,401,2.864
107º,Renault Kangoo,246,277,223,181,125,171,213,247,244,288,385,254,2.854
108º,Dodge Journey,118,84,202,166,177,205,252,197,271,305,280,397,2.654
109º,Hafei Towner Pick-up,54,60,119,132,199,245,270,376,333,231,267,368,2.654
110º,Land Rover Freelander,70,245,280,104,303,234,269,187,273,155,146,314,2.580
111º,Peugeot 307 Sedan,219,258,313,400,407,271,137,89,166,108,81,87,2.536
112º,Chevrolet Blazer,327,105,430,74,164,102,106,254,408,176,244,90,2.480
113º,Ford Transit,133,105,180,98,167,173,230,218,239,263,230,263,2.299
114º,Ford F-250,169,119,219,215,222,183,205,163,135,212,188,234,2.264
115º,Volkswagen Jetta,346,181,93,235,246,236,267,270,160,75,44,23,2.176
116º,Mitsubishi Pajero Full,87,113,188,158,220,189,174,176,162,184,189,210,2.050
117º,Citroën Jumper,113,129,157,118,113,171,157,199,261,237,191,189,2.035
118º,Volkswagen Bora,131,69,106,141,146,131,139,109,116,88,268,527,1.971
119º,Toyota RAV4,123,147,152,130,156,132,121,116,102,118,213,438,1.948
120º,BMW X1,,1,23,124,155,275,239,211,197,165,260,171,1.821
,,,,,,,,,,,,,,
121º,Land Rover Discovery,104,81,146,100,86,112,164,103,233,197,156,234,1.716
122º,Volvo XC60,186,155,238,157,148,109,89,18,8,79,86,424,1.697
123º,BMW Série 1,135,109,202,267,267,152,88,66,60,66,51,152,1.615
124º,SsangYong Kyron,50,42,102,75,91,149,132,134,144,131,177,317,1.544
125º,Mini Hatch 3 portas,130,88,137,139,132,131,101,138,148,140,111,145,1.540
126º,Renault Scénic,102,64,210,202,156,164,158,118,81,91,96,95,1.537
127º,Mercedes-Benz Classe B,56,70,118,105,100,91,85,141,180,155,136,260,1.497
128º,Nissan Tiida Sedan,,,,,,,39,229,221,266,270,448,1.473
129º,Smart ForTwo,136,78,184,202,127,86,85,105,114,102,117,129,1.465
130º,Peugeot Partner,76,74,72,64,90,69,86,132,192,230,196,156,1.437
131º,Chevrolet Malibu,,,1,10,7,136,310,246,165,164,145,216,1.400
132º,Volkswagen New Beetle,116,140,171,156,126,92,117,111,89,73,86,80,1.357
133º,Volkswagen Passat,57,66,78,50,48,52,99,147,205,303,132,103,1.340
134º,Subaru Forester,72,90,124,141,115,85,110,144,104,117,105,109,1.316
135º,Fiat 500,74,76,87,95,270,118,82,131,130,57,55,105,1.280
136º,Audi A4,78,73,79,122,90,113,80,80,176,126,116,131,1.264
137º,Troller T4,113,94,157,101,91,73,91,99,78,118,105,134,1.254
138º,Hafei Towner Passageiro,73,54,87,88,69,78,89,130,112,150,141,173,1.244
139º,Audi A3,78,75,103,94,77,99,84,107,133,90,84,128,1.152
140º,Volkswagen Jetta Variant,11,8,76,205,115,73,90,100,130,123,99,110,1.140
,,,,,,,,,,,,,,
141º,Citroën Grand C4 Picasso,98,53,162,149,97,100,86,72,92,93,68,42,1.112
142º,SsangYong Actyon Sports,64,62,109,78,90,109,109,110,,110,108,139,1.088
143º,Suzuki SX4,38,61,81,95,82,70,63,96,108,120,125,145,1.084
144º,SsangYong Actyon,32,19,46,55,83,81,95,104,215,86,115,142,1.073
145º,Subaru Impreza,100,44,81,81,74,44,68,78,74,66,77,139,926
146º,Citroën C5,95,89,122,95,59,71,85,61,62,61,65,61,926
147º,Ford Edge,59,79,60,43,59,45,52,51,35,44,83,310,920
148º,Mercedes-Benz CLC,65,87,262,139,96,45,18,20,62,41,24,14,873
149º,Changan Cargo,96,96,62,12,7,30,103,122,94,80,31,105,838
150º,Kia Mohave,56,63,73,69,67,82,73,70,51,44,51,67,766
151º,CAOA Chery Cielo hatch,,,,,121,94,60,62,103,40,100,148,728
152º,Toyota Camry,58,64,68,68,58,47,49,58,62,48,54,55,689
153º,Land Rover Range Rover Sport,43,50,80,80,60,31,50,40,70,40,50,70,664
154º,Suzuki Jimny,37,27,46,42,43,31,39,45,70,46,93,97,616
155º,Hyundai i30 CW,,,,,,,23,138,57,30,42,289,579
156º,Kia K2700,44,40,57,53,59,22,61,71,70,52,20,14,563
157º,BMW Série 5,23,15,23,9,10,54,79,86,67,62,57,77,562
158º,Kia Carens,81,77,98,31,42,44,35,81,34,15,9,3,550
159º,Kia Magentis,36,44,111,44,98,67,58,46,15,11,4,2,536
160º,Porsche Cayenne,24,42,31,18,4,7,25,71,57,51,84,100,514
,,,,,,,,,,,,,,
161º,Mahindra Pik Up,66,40,45,48,46,36,30,54,21,43,36,40,505
162º,Mercedes-Benz Classe E,31,33,42,57,36,34,39,43,39,32,37,65,488
163º,BMW X6,24,31,43,50,33,19,20,43,25,56,74,58,476
164º,Effa Hafei Van,11,14,27,22,20,23,31,39,40,61,64,109,461
165º,Mercedes-Benz GLE,24,35,48,52,49,41,53,39,32,20,23,44,460
166º,Chrysler PT Cruiser,51,52,71,25,4,38,41,18,37,35,44,41,457
167º,Effa M100,48,53,74,50,36,14,9,7,,9,33,93,426
168º,Lifan 320,,,,,,,,2,32,87,110,186,417
169º,BMW Z4,12,50,43,25,30,16,23,42,43,35,21,54,394
170º,CAOA Chery Cielo Sedan,,,,,46,44,56,35,56,48,44,63,392
171º,Chevrolet Camaro,,,,,,,,,,19,177,180,376
172º,Volvo C30,27,31,20,45,38,38,29,39,45,11,12,41,376
173º,Volkswagen Passat Variant,32,19,28,23,30,17,23,38,55,32,31,39,367
174º,Audi Q5,36,16,35,38,29,24,26,35,32,22,36,33,362
175º,Honda Accord,2,1,14,55,39,30,28,35,21,31,44,62,362
176º,Mitsubishi ASX,,,,,,,,,,,65,266,331
177º,Jeep Cherokee,1,1,2,,5,7,22,12,25,14,11,228,328
178º,Fiat Bravo,,,,,,,,,,,59,259,318
179º,Hafei Towner Furgão,19,20,20,22,19,26,27,17,31,31,38,38,308
180º,Mercedes-Benz SLC,26,22,38,33,23,18,22,25,15,15,27,37,301
,,,,,,,,,,,,,,
181º,Lifan 620,,,,,,,2,28,57,63,57,79,286
182º,Subaru Tribeca,37,26,30,28,22,17,22,22,10,16,11,22,263
183º,Peugeot 3008,,,,,,,,,,25,87,136,248
184º,Dodge Ram,51,29,39,44,28,16,8,8,4,12,1,1,241
185º,Jeep Grand Cherokee,19,23,61,45,33,12,10,12,,6,4,,225
186º,BMW X5,17,16,17,18,17,10,11,6,13,23,38,38,224
187º,Hyundai Sonata,,,,,,,,,,,,223,223
188º,SsangYong Rexton,11,10,16,9,18,13,15,17,20,20,21,37,207
189º,Audi A5,3,4,16,8,9,17,25,17,27,14,22,28,190
190º,Kia Grand Carnival,6,18,21,12,25,25,23,10,12,5,6,6,169
191º,Jeep Wrangler,10,7,8,11,18,9,17,10,12,22,10,32,166
192º,Chrysler Town & Country,4,11,32,15,11,7,12,6,12,25,15,16,166
193º,Land Rover Range Rover,10,8,17,25,8,16,9,14,10,8,22,15,162
194º,Porsche 911,6,10,10,6,30,10,16,14,13,9,17,14,155
195º,Porsche Panamera,15,20,11,14,21,8,9,12,6,7,16,16,155
196º,Mercedes-Benz GLC,12,4,7,9,15,3,17,12,14,19,19,19,150
197º,Volkswagen Touareg,5,8,12,10,17,19,9,12,9,11,15,22,149
198º,Nissan Pathfinder,80,42,12,3,3,1,2,3,,,,,146
199º,Chrysler 300,9,14,26,24,21,14,16,3,6,3,,3,139
200º,Porsche 718 Boxster,9,8,5,12,14,2,10,10,19,10,15,17,131
,,,,,,,,,,,,,,
201º,Nissan X-Trail,91,12,5,4,5,5,3,3,1,,,,129
202º,Subaru Legacy,,1,,17,19,14,12,13,7,7,11,12,113
203º,Effa Hafei Furgão,4,3,5,6,6,14,14,21,11,10,13,6,113
204º,Agrale Marruá,7,1,6,12,26,4,7,3,9,12,2,16,105
205º,Kia Cadenza,,,,,,,,,,1,30,72,103
206º,Audi TT Coupé,5,7,13,15,9,8,6,13,7,8,7,4,102
207º,Renault Fluence,,,,,,,,,,,45,53,98
208º,Audi Q7,4,4,4,7,8,6,11,4,7,1,,32,88
209º,Audi A6,5,6,2,2,5,13,13,3,15,11,5,5,85
210º,Jinbei Topic Passageiro,16,9,4,1,,1,3,,4,2,16,27,83
211º,Volvo XC90,5,4,5,5,6,6,3,3,9,7,8,21,82
212º,Jaguar XF,9,2,4,8,9,7,6,8,10,4,5,5,77
213º,Land Rover Defender,2,3,5,10,10,12,3,10,5,7,2,5,74
214º,Mini Cabrio,,,,,,,,,,,15,51,66
215º,Porsche 718 Cayman,3,4,5,5,5,4,5,5,9,2,7,11,65
216º,Mitsubishi Lancer,,,5,1,13,5,1,2,,5,20,6,58
217º,Peugeot 206,17,14,5,5,4,,5,4,,,,,54
218º,Mercedes-Benz SLS AMG,,,,,,,,10,12,10,4,17,53
219º,Volkswagen Eos,2,3,,2,5,3,2,7,7,4,1,7,43
220º,BMW Série 7,1,5,4,3,2,,2,5,6,2,4,6,40
,,,,,,,,,,,,,,
221º,Mercedes-Benz SL,1,,2,4,2,,1,1,11,7,8,2,39
222º,Subaru Outback,,,,,,,,3,4,10,8,9,34
223º,Mini Clubman,,,,,,,,,,6,12,11,29
224º,BMW X3,11,5,3,,2,3,3,1,,,1,,29
225º,Changan Star Utility,11,3,7,3,,,1,,,,,,25
226º,Mercedes-Benz GLS,2,1,,3,7,2,3,1,1,,1,3,24
227º,Mercedes-Benz Classe S,3,,2,2,4,2,4,1,3,1,,1,23
228º,Nissan Murano,11,,2,2,,,,2,2,,1,3,23
229º,Audi R8,4,3,1,,3,1,2,1,1,3,2,2,23
230º,Ferrari California,1,3,4,1,2,1,1,2,2,2,,3,22
231º,Toyota Land Cruiser Prado,10,5,3,1,1,1,1,,,,,,22
232º,Peugeot 307 SW,7,2,3,4,3,,2,1,,,,,22
233º,Peugeot 407,8,2,5,2,2,1,1,,,,,,21
234º,Maserati Gran Turismo,,2,,2,3,2,1,1,2,1,1,5,20
235º,Kia Opirus,6,2,1,1,3,1,,2,,,,1,17
236º,Ferrari 458,,,,,,,1,1,5,3,3,4,17
237º,Lamborghini Gallardo,,,,,,,,4,1,2,5,2,14
238º,Land Rover Discovery 3,8,1,4,,,,,,,,,,13
239º,Mercedes-Benz CLS,3,2,2,2,,1,,,2,,1,,13
240º,Peugeot 407 SW,1,5,4,1,,1,,,1,,,,13
,,,,,,,,,,,,,,
241º,Jinbei Topic Furgão,,,2,2,3,1,,,1,2,1,,12
242º,Nissan 350Z,1,,,1,5,2,,,,1,1,,11
243º,Mitsubishi Eclipse GT,2,1,1,1,2,,2,1,,,,,10
244º,Mercedes-Benz Classe G,3,2,,,1,,,1,,,1,2,10
245º,Maserati Quattroporte,,2,,2,,,3,1,,1,1,,10
246º,BMW Série 6 Coupé,4,2,1,1,,,,1,,,1,,10
247º,Aston Martin V8 Vantage,,,,,,,,,4,1,,4,9
248º,Lexus ES,,,1,2,1,,1,1,,2,1,,9
249º,Jaguar X-Type,2,,,,1,,3,1,,,,1,8
250º,Volvo V50,2,2,1,1,,1,,1,,,,,8
251º,Jaguar XK,,,,1,,,2,3,,1,,,7
252º,Nissan Xterra,,,,,,1,2,2,,,,1,6
253º,Peugeot 206 SW,1,1,,,,1,,1,,1,1,,6
254º,Jaguar XJ,,1,1,1,,,,,,1,,1,5
255º,Ferrari 599 GTB Fiorano,,,1,,,,1,,1,,,2,5
256º,Audi A8,,,,,,,,,,1,2,2,5
257º,Changan Star Family,1,2,,,,1,,,,,,1,5
258º,Aston Martin DB9,1,1,,,,,1,1,,,,,4
259º,Aston Martin DBS,,,,,,,,1,1,1,,1,4
260º,Bentley Continental GT,,,,,,,1,2,,,1,,4
,,,,,,,,,,,,,,
261º,Aston Martin Rapide,,,,,,,,,,1,1,1,3
262º,Ferrari F430,,1,,,,1,1,,,,,,3
263º,Volvo S80,1,,,,2,,,,,,,,3
264º,Volvo XC70,1,,,,,1,,,,,1,,3
265º,Volvo S40,,1,,,,,,,,,,1,2
266º,Dodge Challenger,,,,,,,,,,,1,1,2
267º,BMW Série 6 Cabrio,,,,,1,,1,,,,,,2
268º,Mercedes-Benz Classe A,1,,,,1,,,,,,,,2
269º,Mercedes-Benz CL,,,,1,,,,,,,,1,2
270º,Mitsubishi Grandis,,,,1,,,,,,,,,1
271º,Spyker C8,,,,1,,,,,,,,,1
272º,Bentley Flying Spur,,,,,,,1,,,,,,1
273º,Chevrolet Omega,,,,,,,,,1,,,,1
274º,Volvo S60,,,,,,,,,,1,,,1
275º,Volvo C70,,,,,,,,,,,,1,1
