Pos.,Veículo,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
19º,Honda HR-V,3.667,4.256,3.796,3.927,4.155,3.897,3.856,4.054,3.839,4.137,4.762,5.145,49.491
20º,Volkswagen Virtus,3.591,3.106,3.083,3.466,5.015,3.704,3.811,4.334,4.043,4.457,4.204,4.069,46.883
,,,,,,,,,,,,,,
21º,Volkswagen Saveiro,2.849,2.928,2.927,3.341,3.687,3.257,3.500,4.235,4.247,4.503,3.440,3.358,42.272
22º,Toyota Hilux,3.257,2.882,3.093,3.846,3.675,3.043,3.855,3.300,3.187,3.395,3.225,3.650,40.408
23º,Volkswagen Fox,4.085,3.795,3.450,3.501,3.330,2.645,3.312,2.979,2.552,2.762,2.650,3.425,38.486
24º,Toyota Yaris,2.890,2.828,3.067,3.162,3.222,2.877,3.488,3.008,2.711,3.192,3.347,3.898,37.690
25º,Volkswagen T-Cross,,38,150,1.859,3.003,2.918,3.151,4.224,3.776,5.084,6.256,6.631,37.090
26º,Hyundai HB20S,2.068,2.116,2.187,3.116,3.724,2.624,3.400,3.536,3.334,2.769,2.596,3.423,34.893
27º,Ford EcoSport,2.798,2.246,2.573,2.716,2.716,2.384,2.530,3.017,3.262,3.478,3.211,3.276,34.207
28º,Chevrolet S10,2.183,1.907,1.865,2.292,2.997,2.871,3.093,3.053,2.957,2.633,2.622,3.693,32.166
29º,Volkswagen Voyage,2.645,1.721,2.325,2.945,3.170,2.563,3.010,2.856,2.260,2.499,2.189,3.878,32.061
30º,Toyota Yaris Sedã,2.027,1.857,3.182,3.459,2.256,1.970,2.487,2.365,2.140,2.387,2.588,3.045,29.763
31º,Renault Captur,2.557,1.746,1.872,1.871,1.841,3.898,2.680,2.073,2.729,2.799,2.837,1.760,28.663
32º,Chevrolet Spin,1.970,1.134,2.037,2.210,2.701,2.322,3.114,2.810,2.268,2.536,2.967,2.295,28.364
33º,Honda Civic,1.840,2.153,2.100,2.201,2.954,2.338,2.402,1.736,2.377,2.536,2.283,2.402,27.322
34º,Renault Logan,1.078,1.786,3.661,2.275,2.273,1.625,1.272,2.280,2.014,2.394,3.227,3.120,27.005
35º,Chevrolet Onix Plus,,,,,,,,1.018,617,7.140,8.092,9.989,26.856
36º,Renault Duster,1.911,1.686,1.892,2.015,2.490,3.019,1.777,1.253,2.055,2.075,2.749,3.171,26.093
37º,Honda Fit,2.101,2.278,2.306,2.441,2.317,1.753,2.233,2.023,1.965,1.961,1.552,1.530,24.460
38º,Fiat Cronos,2.577,1.572,1.333,1.897,2.059,1.553,1.392,1.782,2.102,2.533,2.196,3.085,24.081
39º,Ford Ranger,1.531,1.400,1.343,1.704,1.892,1.871,1.830,2.133,2.107,2.329,1.754,2.327,22.221
40º,Nissan Versa,1.795,1.773,2.115,1.294,1.712,1.418,1.988,1.875,1.890,1.959,1.721,2.241,21.781
,,,,,,,,,,,,,,
41º,Fiat Uno,1.758,2.006,914,1.435,1.666,1.804,2.202,2.300,1.583,1.531,1.552,1.283,20.034
42º,Toyota Etios,1.313,1.298,1.353,1.797,1.762,1.436,1.866,1.359,1.345,1.686,1.566,2.182,18.963
43º,Volkswagen Amarok,1.431,1.343,1.551,1.848,1.750,1.511,1.668,1.638,1.787,1.172,1.525,1.694,18.918
44º,Chevrolet Cruze,1.611,1.463,1.567,1.705,1.470,1.164,1.526,1.488,980,1.228,1.604,2.027,17.833
45º,Fiat Fiorino,1.134,995,1.827,992,1.266,1.341,2.008,1.326,1.578,1.417,1.547,1.912,17.343
46º,Citroën C4 Cactus,1.016,1.461,1.138,1.502,1.484,1.154,1.474,1.114,1.479,1.577,1.358,1.682,16.439
47º,Chevrolet Tracker,1.514,1.200,1.874,1.865,1.031,1.201,1.293,1.290,1.306,1.086,1.150,1.523,16.333
48º,Fiat Grand Siena,1.664,1.653,1.192,1.496,1.652,1.520,1.361,862,1.039,1.490,1.056,1.203,16.188
49º,Honda City,1.229,1.440,1.286,1.456,1.360,1.066,1.241,1.159,1.465,876,914,1.087,14.579
50º,Toyota SW4,1.187,1.028,1.021,1.211,1.266,952,1.193,1.142,1.050,1.186,1.117,1.194,13.547
51º,Volkswagen up!,984,839,899,1.089,1.139,1.246,1.178,1.247,1.162,1.229,1.254,1.197,13.463
52º,Renault Oroch,1.028,803,774,1.022,1.084,1.323,1.105,958,1.290,1.204,1.409,1.363,13.363
53º,Toyota Etios Sedã,1.129,647,803,1.223,1.394,975,1.138,987,883,1.229,1.480,1.417,13.305
54º,Chevrolet Cobalt,928,1.202,1.403,1.290,895,986,1.001,1.416,831,1.467,898,786,13.103
55º,Volkswagen Tiguan Allspace,523,582,867,1.324,1.269,1.026,1.244,1.356,1.228,1.088,1.045,1.525,13.077
56º,Chevrolet Montana,897,911,1.144,1.122,1.270,1.064,1.072,1.275,1.153,973,1.085,560,12.526
57º,Honda WR-V,941,981,923,948,1.092,888,1.155,898,916,1.112,1.210,1.098,12.162
58º,Volkswagen Jetta,504,1.248,1.274,830,829,1.148,1.107,1.231,1.107,685,565,724,11.252
59º,Mitsubishi L200 Triton,805,773,828,832,718,911,1.032,806,737,853,1.004,927,10.226
60º,Peugeot 2008,706,565,571,814,660,626,787,798,761,821,813,771,8.693
,,,,,,,,,,,,,,
61º,Renault Master,740,769,658,753,775,620,780,699,672,733,644,636,8.479
62º,Nissan Frontier,403,736,802,630,586,681,659,655,841,745,650,703,8.091
63º,CAOA Chery Tiggo 5X,,387,531,539,698,655,644,680,739,1.082,967,1.051,7.973
64º,Nissan March,565,346,505,360,406,565,706,682,918,685,538,621,6.897
65º,CAOA Chery Tiggo 2,631,476,446,493,514,475,490,534,521,557,493,620,6.250
66º,Hyundai ix35,537,214,147,473,492,416,586,577,657,595,506,586,5.786
67º,Peugeot 208,411,697,431,518,520,571,580,437,240,390,532,281,5.608
68º,Fiat Doblò,319,298,220,558,486,514,389,381,393,452,946,575,5.531
69º,Fiat Ducato,357,419,312,358,447,428,414,486,522,455,539,756,5.493
70º,Chevrolet Cruze Sport6,652,477,324,446,363,455,330,368,241,302,386,977,5.321
71º,Chevrolet Equinox,414,437,452,432,396,461,329,412,266,260,359,413,4.631
72º,BMW X1,205,270,311,329,418,485,339,353,394,365,342,443,4.254
73º,Toyota RAV4,330,187,163,138,144,370,583,486,301,473,403,664,4.242
74º,Kia Sportage,417,351,237,419,363,275,387,294,277,472,311,280,4.083
75º,Hyundai HR,28,51,194,166,315,508,513,431,435,528,418,409,3.996
76º,Mitsubishi ASX,275,251,258,301,295,280,388,463,337,323,283,311,3.765
77º,BMW Série 3,258,224,204,304,190,144,84,224,397,660,494,517,3.700
78º,Mercedes-Benz Classe C,314,255,347,246,302,272,251,309,332,350,274,356,3.608
79º,Hyundai New Tucson,395,607,534,470,364,297,215,141,71,76,150,244,3.564
80º,Volkswagen Delivery Express,163,254,272,279,329,254,295,321,311,380,344,295,3.497
,,,,,,,,,,,,,,
81º,Volvo XC60,176,252,296,228,267,328,295,294,312,304,277,413,3.442
82º,Chevrolet TrailBlazer,259,224,235,258,202,398,296,588,202,185,244,272,3.363
83º,Ford Fiesta,646,675,300,262,284,289,288,155,185,150,72,25,3.331
84º,Fiat Weekend,195,303,155,818,146,262,144,101,433,513,81,40,3.191
85º,Nissan Sentra,257,167,345,232,244,212,276,242,298,436,274,207,3.190
86º,Iveco Daily,197,223,208,270,324,235,256,262,231,220,259,255,2.940
87º,Citroën C3,424,367,301,300,320,232,211,192,153,142,109,107,2.858
88º,Citroën Aircross,243,355,273,380,287,190,229,203,117,113,212,204,2.806
89º,Mercedes-Benz Sprinter,361,284,241,309,275,177,100,146,156,126,139,482,2.796
90º,Mercedes-Benz GLA,226,197,256,187,234,231,229,197,283,266,228,228,2.762
91º,Audi A3 Sedan,281,232,193,227,258,186,236,220,201,222,245,200,2.701
92º,Kia Bongo,177,128,237,174,290,202,208,150,201,266,176,222,2.431
93º,Volvo XC40,218,190,161,194,266,155,175,183,155,230,215,287,2.429
94º,Peugeot 3008,190,150,158,231,216,189,220,214,231,213,182,174,2.368
95º,Land Rover Discovery Sport,149,163,175,266,156,157,151,177,228,290,171,275,2.358
96º,Mitsubishi Eclipse Cross,185,204,190,203,223,205,216,175,188,156,212,199,2.356
97º,Peugeot Expert,107,122,156,183,247,139,233,249,204,219,241,207,2.307
98º,CAOA Chery Arrizo 5,107,178,167,164,245,195,245,201,191,210,202,189,2.294
99º,CAOA Chery Tiggo 7,,38,83,98,150,146,317,237,255,314,228,320,2.186
100º,Citroën Jumpy,118,139,124,189,195,139,155,217,173,189,160,186,1.984
,,,,,,,,,,,,,,
101º,Mitsubishi Outlander,145,161,194,192,185,135,133,157,164,169,148,200,1.983
102º,Audi Q5,86,74,88,139,175,170,123,163,287,213,243,211,1.972
103º,Suzuki Jimny,150,168,153,180,147,153,190,161,148,154,223,128,1.955
104º,Kia Cerato,234,160,153,180,151,79,162,309,99,121,96,104,1.848
105º,Peugeot Partner,257,212,133,158,130,93,173,157,113,149,133,90,1.798
106º,Volkswagen SpaceFox,365,221,291,149,347,263,76,22,3,9,,4,1.750
107º,Audi Q3,225,145,160,150,131,96,159,162,135,155,106,78,1.702
108º,Citroën C4 Lounge,234,125,94,89,174,57,187,365,62,71,46,84,1.588
109º,Mitsubishi Pajero Sport,,,5,60,200,205,250,145,200,190,100,150,1.505
110º,CAOA Chery QQ,259,233,187,155,143,137,103,79,33,31,12,10,1.382
111º,Mitsubishi Lancer,147,432,175,146,136,97,75,49,32,31,18,16,1.354
112º,Mercedes-Benz Classe A,112,91,66,48,24,9,66,100,355,169,76,213,1.329
113º,Suzuki Vitara,131,125,112,135,124,79,113,60,73,98,95,94,1.239
114º,Troller T4,101,91,80,113,131,120,97,151,71,91,79,109,1.234
115º,BMW X2,44,80,128,122,149,117,97,114,118,98,63,80,1.210
116º,Land Rover Range Rover Evoque,101,88,108,80,46,27,93,217,85,48,86,180,1.159
117º,Ford Focus Fastback,189,246,152,170,111,87,74,62,23,10,13,14,1.151
118º,BMW X3,87,103,105,129,92,74,81,102,85,66,82,129,1.135
119º,Volkswagen Golf,276,251,170,130,98,55,64,32,20,19,9,7,1.131
120º,JAC T40,75,117,91,103,97,63,96,112,99,107,62,75,1.097
,,,,,,,,,,,,,,
121º,Mercedes-Benz GLC,127,117,111,105,108,58,61,79,49,35,53,185,1.088
122º,Volvo XC90,52,72,109,94,99,85,93,99,82,92,85,107,1.069
123º,Jaguar E-Pace,62,97,83,149,93,55,79,88,94,80,90,86,1.056
124º,Volkswagen Passat,187,98,93,103,99,88,104,80,62,37,42,56,1.049
125º,Honda CR-V,85,94,83,99,68,54,72,86,64,77,64,84,930
126º,Toyota Prius,172,109,80,69,63,62,41,51,71,74,22,39,853
127º,Land Rover Range Rover Velar,70,83,90,107,91,77,61,67,59,71,44,29,849
128º,Mini Hatch 3 portas,78,67,64,45,58,66,48,76,77,87,85,92,843
129º,Ford Fusion,216,111,113,118,71,51,40,41,20,27,12,12,832
130º,BMW X4,52,42,67,69,79,88,75,64,72,64,59,80,811
131º,Land Rover Range Rover Sport,56,58,59,54,53,89,87,68,40,46,45,67,722
132º,BMW X5,4,4,73,87,71,57,49,71,58,83,61,91,709
133º,Land Rover Discovery,60,41,31,26,38,45,80,74,60,70,70,89,684
134º,RAM 2500,71,65,58,59,57,23,11,1,,1,8,298,652
135º,Mitsubishi Pajero Full,20,74,67,77,55,100,36,50,21,27,66,43,636
136º,Citroën Berlingo,21,39,41,37,51,27,65,86,68,141,38,12,626
137º,Audi A5,26,,43,,70,38,72,56,63,61,53,113,595
138º,JAC T50,38,67,8,5,59,89,52,54,67,57,36,47,579
139º,Porsche Cayenne,47,56,37,47,37,42,32,39,31,56,73,65,562
140º,Audi A4,90,38,35,75,68,45,22,31,24,22,49,53,552
,,,,,,,,,,,,,,
141º,Lexus NX,54,47,49,42,51,34,36,51,57,34,44,32,531
142º,Ford Focus,107,123,77,66,53,33,33,12,8,7,1,6,526
143º,Mercedes-Benz CLA,12,52,51,85,111,58,33,7,3,48,38,15,513
144º,Porsche Macan,2,,,1,2,84,147,67,66,71,32,26,498
145º,Lexus UX,,,,,29,53,74,58,55,77,64,80,490
146º,Mini Countryman,51,64,27,49,46,41,40,32,29,34,29,41,483
147º,Dodge Journey,19,25,13,24,23,18,21,122,11,93,21,52,442
148º,Peugeot 5008,43,48,31,50,34,41,42,33,30,30,21,37,440
149º,Jaguar F-Pace,46,39,27,37,48,69,61,34,16,26,13,20,436
150º,Volvo V40,30,46,34,42,50,39,43,32,15,32,53,9,425
151º,Ford Mustang,22,44,31,43,40,33,29,33,39,26,28,17,385
152º,Suzuki S-Cross,37,38,67,44,23,21,25,37,20,30,23,15,380
153º,Volvo S60,,,,,,,10,47,10,48,114,144,373
154º,Kia Soul,21,27,20,25,29,8,20,16,52,79,33,29,359
155º,Kia Sorento,24,32,39,39,29,21,18,40,13,33,19,21,328
156º,Audi A3,19,14,24,26,24,19,44,43,37,32,24,20,326
157º,Subaru Forester,22,48,30,38,38,19,27,19,19,16,8,10,294
158º,BMW Série 5,6,26,20,23,36,43,15,24,21,25,19,24,282
159º,Mini Cabrio,20,24,14,20,20,28,15,28,28,19,24,27,267
160º,Audi A4 Avant,2,,1,,,,,45,20,35,57,92,252
,,,,,,,,,,,,,,
161º,Subaru XV,24,9,17,24,24,24,33,19,20,27,17,13,251
162º,Porsche 911,24,26,10,12,23,15,22,11,36,22,19,27,247
163º,Mercedes-Benz GLE,46,38,21,20,11,21,17,13,14,15,12,8,236
164º,BMW Z4,,,,,3,36,34,45,41,22,12,40,233
165º,Porsche 718 Boxster,23,9,29,34,38,11,13,3,17,7,14,26,224
166º,Hyundai Santa Fe,57,55,27,27,14,7,2,3,1,3,10,16,222
167º,Peugeot Boxer,17,16,20,22,31,34,8,7,7,22,17,21,222
168º,CAOA Chery Arrizo 5e,,,,,,,,,110,110,,,220
169º,Kia Grand Carnival,10,17,23,16,26,12,16,14,18,17,24,20,213
170º,BMW Série 1,5,3,4,3,14,28,48,29,37,13,10,18,212
171º,JAC V260,8,18,17,11,14,20,9,17,21,22,21,18,196
172º,Jeep Wrangler,5,3,6,40,25,15,9,11,6,20,19,35,194
173º,Porsche Panamera,20,5,12,,2,,,,26,28,70,23,186
174º,Honda Accord,25,10,6,20,20,16,15,16,21,13,13,4,179
175º,Citroën Jumper,8,11,15,39,13,6,20,10,16,9,5,17,169
176º,Mercedes-Benz Classe E,15,12,17,8,13,9,12,20,16,19,12,12,165
177º,Jaguar XE,11,16,14,25,5,9,11,18,6,30,13,6,164
178º,Audi Q7,8,15,16,16,10,17,10,3,9,7,6,38,155
179º,Lifan X60,53,30,26,10,10,7,2,4,3,4,2,4,155
180º,Chevrolet Camaro,9,13,14,22,18,11,8,15,13,12,12,5,152
,,,,,,,,,,,,,,
181º,Jeep Grand Cherokee,10,13,12,10,14,24,30,18,11,6,,,148
182º,Toyota Camry,15,16,20,35,12,10,15,11,1,7,2,1,145
183º,Ford Edge,19,12,11,21,6,10,5,26,14,3,4,3,134
184º,Porsche 718 Cayman,11,5,13,9,20,7,10,,13,9,11,25,133
185º,BMW X6,3,15,10,15,19,15,19,17,4,6,1,3,127
186º,Peugeot 408,10,26,12,8,38,9,3,3,2,9,1,1,122
187º,Lexus ES,1,13,16,18,21,6,13,12,5,2,8,6,121
188º,Suzuki Jimny Sierra,,,,,,,3,,,12,9,93,117
189º,Volvo V60,8,6,4,7,19,10,10,12,8,12,7,13,116
190º,Foton 1039,4,5,5,12,9,5,8,20,12,15,10,10,115
191º,Volkswagen Golf Variant,45,26,27,12,1,1,2,,,,,,114
192º,BMW M2,10,11,8,8,5,6,10,10,12,11,6,3,100
193º,Land Rover Range Rover,5,6,7,8,6,7,13,14,14,11,2,1,94
194º,JAC T80,,,15,22,17,6,6,8,5,7,4,2,92
195º,Jaguar I-Pace,,,,6,6,10,6,10,21,8,13,9,89
196º,Hyundai Elantra,16,19,15,13,8,3,2,3,1,,1,1,82
197º,Audi A5 Sportback,,27,,52,,,,,,,,,79
198º,BMW i3,18,3,1,,1,7,9,6,11,5,4,13,78
199º,Audi SQ5,1,4,4,3,1,3,,2,38,4,3,8,71
200º,Effa V22,1,,4,3,,5,8,11,11,6,12,9,70
,,,,,,,,,,,,,,
201º,Mercedes-Benz CLS,,,1,11,10,9,4,7,7,8,4,6,67
202º,Lifan X80,19,11,3,6,9,5,1,1,2,5,1,2,65
203º,Volvo S90,1,5,2,3,1,6,8,7,13,3,3,7,59
204º,JAC iEV 40,,,,,,,4,,10,2,23,19,58
205º,Peugeot 308,5,2,10,25,11,1,,,,,,1,55
206º,BMW Série 4,7,2,5,2,1,5,2,5,3,6,3,12,53
207º,Jaguar F-Type,9,4,8,6,2,1,4,2,3,1,4,7,51
208º,Mitsubishi Pajero HPE,50,,,,,,,,,,,,50
209º,Renault Zoe,,,13,,,2,,,,27,6,,48
210º,Volkswagen Fusca,4,2,2,,2,2,4,6,6,7,4,9,48
211º,Renault Kangoo,24,9,1,7,1,5,1,,,,,,48
212º,Effa V21,,,,,,8,,,,21,,16,45
213º,Ford Fiesta Sedan,9,8,9,2,3,2,4,2,,3,1,2,45
214º,BMW M5,2,1,4,6,8,3,,2,6,8,3,2,45
215º,Citroën C4 Picasso,10,7,13,6,2,1,2,1,1,,,,43
216º,BMW X7,,,,,,,,7,17,8,6,5,43
217º,Fiat Palio,3,4,2,8,8,,1,6,,1,2,5,40
218º,Audi A6,3,1,,,6,,,,7,12,3,5,37
219º,BMW M1,3,4,1,7,5,3,3,4,3,1,,3,37
220º,Effa K01,,9,16,,,8,,,,2,1,,36
,,,,,,,,,,,,,,
221º,Hyundai Azera,2,,,,,1,13,5,7,4,4,,36
222º,Mini Clubman,2,2,3,2,3,,4,1,3,3,4,9,36
223º,BMW Série 7,,1,3,,1,,,3,,5,7,14,34
224º,Jeep Cherokee,5,,,6,,,6,,,,7,7,31
225º,Audi TT Coupé,5,4,5,7,5,,1,2,,,,,29
226º,Effa K02,5,3,6,3,6,,3,,1,,,,27
227º,Subaru Outback,2,1,2,1,4,2,,3,3,2,5,,25
228º,Maserati Levante,3,,2,1,4,6,1,3,1,1,1,2,25
229º,Lamborghini Urus,3,2,2,5,2,2,2,,2,2,,1,23
230º,Audi A7 Sportback,,,,,,,,,8,6,6,3,23
231º,Lexus RX,6,4,5,2,1,1,,3,1,,,,23
232º,Mercedes-Benz SLC,5,2,,,,,7,1,2,3,2,,22
233º,Mercedes-Benz GLS,1,,,,3,5,3,2,2,1,5,,22
234º,Renault Fluence,15,1,1,,,,2,,,,1,1,21
235º,BMW M3,,1,5,4,4,2,1,1,1,,1,1,21
236º,Audi RS 6 Avant,5,2,3,5,1,,3,1,,,,,20
237º,Mercedes-Benz Classe S,3,3,1,3,2,1,,1,,1,3,,18
238º,Lexus CT,1,1,,8,1,1,2,,1,1,,,16
239º,Subaru WRX,1,1,2,1,1,1,2,3,2,,1,1,16
240º,Agrale Marruá,,,1,1,,2,,,,,6,5,15
,,,,,,,,,,,,,,
241º,BMW M4,2,,3,,1,3,1,1,1,1,2,,15
242º,BMW Série 8 Coupé,,,,,,1,2,2,2,2,2,4,15
243º,SsangYong Actyon Sports,3,1,,1,3,1,2,,,1,,1,13
244º,Hyundai Tucson,3,6,4,,,,,,,,,,13
245º,Foton Tunland,,,,,,,,,,,10,,10
246º,Hyundai HD 80,,,,,,10,,,,,,,10
247º,Ferrari 488 Pista,,2,,,,1,2,,1,2,,1,9
248º,Ferrari Portofino,,,1,1,3,,1,,,1,1,1,9
249º,SsangYong Korando,1,2,2,1,1,,1,,,,,,8
250º,Nissan X-Trail,,,,,,,8,,,,,,8
251º,Lifan 530,,1,1,1,,1,,,1,,3,,8
252º,Fiat Punto,2,1,1,2,,,,2,,,,,8
253º,BMW M6,,1,,,,,6,,,,,,7
254º,Audi RS 3 Sportback,6,,1,,,,,,,,,,7
255º,Jaguar XF,,1,1,1,1,,,1,,1,1,,7
256º,Lamborghini Huracan,1,,,1,1,,,,,,3,,6
257º,BYD T3,,,,,,,,,,4,,2,6
258º,Ferrari 488 Spider,,1,,1,1,,,,1,1,,1,6
259º,SsangYong Tivoli,,1,5,,,,,,,,,,6
260º,Jaguar XJ,,2,,,,,1,2,,,,1,6
,,,,,,,,,,,,,,
261º,Mitsubishi Pajero Full 3D,5,,,,,,,,,,,,5
262º,Hafei Towner Pick-up,1,,,1,,2,,,,,,,4
263º,Mercedes-Benz Vito,1,1,,,1,,,,,,,1,4
264º,Kia Stinger,1,,,,,1,,,,2,,,4
265º,Audi RS Q3,,,,1,,,,1,,,1,,3
266º,Audi TTS Coupé,1,1,,,,1,,,,,,,3
267º,BMW Série 2 Active Tourer,1,,2,,,,,,,,,,3
268º,JAC iEV 330P,,,,,,,,,,,3,,3
269º,BMW i8,,,,,,,,,,2,,1,3
270º,Lamborghini Aventador,,,,,,,,1,1,1,,,3
271º,Audi R8,1,,1,1,,,,,,,,,3
272º,Chrysler 300,,,,1,,,,,,,1,,2
273º,Ferrari GTC4Lusso T,,,,,1,1,,,,,,,2
274º,Bentley Continental GT,,,,,,,,,2,,,,2
275º,Kia Picanto,,,1,,,,1,,,,,,2
276º,BYD e5,,,,,,,,,,,,2,2
277º,Fiat Doblò Cargo,,,,1,1,,,,,,,,2
278º,Audi A1,2,,,,,,,,,,,,2
279º,Shineray T20,1,,,,,1,,,,,,,2
280º,Maserati Ghibli,,,,,,,,,,,1,1,2
,,,,,,,,,,,,,,
281º,TAC Stark,,1,1,,,,,,,,,,2
282º,Ferrari F12berlinetta,,1,,,,,1,,,,,,2
283º,JAC T60,,,,,,,,,,,,2,2
284º,McLaren 720S,,,1,,,,,,,,,,1
285º,Ferrari California,,,,,1,,,,,,,,1
286º,Jinbei Topic Passageiro,,,,,,,,,,1,,,1
287º,Volkswagen CrossFox,,,1,,,,,,,,,,1
288º,Maserati GranCabrio,,,,,,,,,,1,,,1
289º,Kia K900,,1,,,,,,,,,,,1
290º,Hafei Towner Furgão,1,,,,,,,,,,,,1
291º,Rolls-Royce Wraith,,,,1,,,,,,,,,1
292º,Dodge Durango,,,,,1,,,,,,,,1
293º,Kia Optima,,,,,,,,,,,1,,1
294º,Geely GC2,,,1,,,,,,,,,,1
295º,Bentley Flying Spur,,,,,,,,,,1,,,1
296º,Lamborghini Huracan Spyder,,,,1,,,,,,,,,1
297º,Audi S3 Sportback,,1,,,,,,,,,,,1
298º,Shineray T22,,,,1,,,,,,,,,1
299º,Hyundai Genesis,,,1,,,,,,,,,,1
300º,Volkswagen Touareg,,1,,,,,,,,,,,1
,,,,,,,,,,,,,,
301º,Rolls-Royce Cullinan,,,,1,,,,,,,,,1
302º,Ferrari 488 GTB,,,,,1,,,,,,,,1
303º,Lifan Foison,,,,1,,,,,,,,,1
304º,Ferrari 812 Superfast,,,,,1,,,,,,,,1
305º,Kia Mohave,,,,,,,,,,,1,,1
