Pos.,Veículo,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
,,,,,,,,,,,,,,
41º,Ford Ranger,1.135,963,993,1.053,1.268,1.395,1.561,1.683,1.500,1.831,1.876,2.459,17.717
42º,Honda City,1.048,1.129,1.418,1.073,1.564,1.565,1.374,1.787,1.329,1.375,1.197,1.118,15.977
43º,Honda WR-V,2,20,692,1.853,1.807,1.609,1.563,1.845,1.486,1.613,1.485,1.378,15.353
44º,Chevrolet Montana,1.135,964,1.493,631,659,1.442,1.424,1.095,1.397,1.583,1.266,1.788,14.877
45º,Nissan March,1.339,1.597,2.034,1.032,1.208,1.054,612,791,1.164,996,871,1.355,14.053
46º,Renault Captur,205,258,686,793,1.404,1.008,1.103,1.173,1.143,2.194,1.670,2.105,13.742
47º,Toyota SW4,1.125,777,1.088,978,1.155,1.147,1.062,1.011,865,1.023,1.112,1.240,12.583
48º,Peugeot 208,853,712,969,811,743,1.041,1.018,1.120,1.057,1.324,1.505,1.004,12.157
49º,Chevrolet Tracker,890,484,470,675,1.352,955,1.113,1.056,930,949,1.190,2.074,12.138
50º,Volkswagen Amarok,606,563,646,679,948,1.260,1.229,1.182,999,1.456,1.083,1.317,11.968
51º,Renault Oroch,901,848,1.056,872,951,839,668,857,478,1.284,1.161,1.133,11.048
52º,Fiat Fiorino,466,595,746,776,1.042,906,1.003,937,1.110,1.197,1.189,982,10.949
53º,Peugeot 2008,795,629,953,805,934,866,893,1.119,945,860,947,826,10.572
54º,Hyundai ix35,644,518,773,704,886,1.063,1.052,1.038,839,874,894,972,10.257
55º,Mitsubishi L200 Triton,662,630,803,775,1.005,988,829,976,739,935,772,834,9.948
56º,Citroën C3,813,607,817,737,784,1.040,693,819,798,818,861,1.096,9.883
57º,Volkswagen Polo,,,,,,,,,214,577,3.833,4.898,9.522
58º,Citroën Aircross,574,420,619,580,940,945,641,732,597,676,1.024,568,8.316
59º,Volkswagen Jetta,355,282,423,504,527,689,809,1.153,932,781,589,626,7.670
60º,Chevrolet Cruze Sport6,441,386,511,535,689,660,679,847,634,631,749,567,7.329
,,,,,,,,,,,,,,
61º,Renault Master,432,452,566,352,566,503,652,560,396,490,600,616,6.185
62º,Ford Focus Fastback,417,329,463,489,423,472,578,670,422,578,624,700,6.165
63º,Fiat Doblò,405,269,415,420,301,135,342,371,633,764,469,581,5.105
64º,Mercedes-Benz Classe C,233,211,290,258,365,542,484,624,1.331,151,219,218,4.926
65º,Mitsubishi ASX,228,234,341,241,207,200,594,772,630,488,485,503,4.923
66º,Hyundai New Tucson,,195,353,349,402,423,522,546,669,439,438,537,4.873
67º,Ford Focus,326,380,403,234,348,424,384,495,405,516,435,406,4.756
68º,Mitsubishi Outlander,266,295,430,319,467,393,479,592,695,329,209,202,4.676
69º,Ford Fusion,346,278,298,345,420,337,433,415,362,329,463,494,4.520
70º,BMW X1,185,194,332,239,311,355,375,417,351,415,396,567,4.137
71º,Nissan Frontier,335,219,486,219,272,333,287,493,339,333,295,446,4.057
72º,Audi Q3,206,223,467,420,405,458,355,330,321,281,190,390,4.046
73º,Hyundai HR,168,153,397,451,271,327,327,381,367,413,401,387,4.043
74º,Volkswagen Golf,463,377,483,448,364,326,296,351,192,214,241,200,3.955
75º,Nissan Sentra,274,224,746,233,294,367,295,329,315,239,303,243,3.862
76º,Mercedes-Benz GLA,256,307,416,333,376,306,240,254,267,248,405,341,3.749
77º,Kia Sportage,180,81,351,195,358,318,338,386,304,364,384,380,3.639
78º,Fiat Weekend,347,306,257,259,515,242,290,295,221,299,255,220,3.506
79º,BMW Série 3,203,165,234,205,262,394,382,378,257,277,280,361,3.398
80º,Citroën C4 Lounge,319,267,362,259,358,394,321,250,198,164,189,232,3.313
,,,,,,,,,,,,,,
81º,Chevrolet TrailBlazer,185,157,170,344,299,319,338,422,239,289,221,298,3.281
82º,CAOA Chery QQ,40,46,32,84,288,419,461,430,504,325,254,332,3.215
83º,Land Rover Discovery Sport,235,226,250,236,260,253,360,250,240,330,250,68,2.958
84º,Audi A3 Sedan,230,109,236,184,326,318,165,255,248,246,214,288,2.819
85º,Toyota Prius,119,122,170,124,144,171,202,544,319,165,127,199,2.406
86º,Volvo XC60,159,130,164,191,201,212,212,242,190,217,183,249,2.350
87º,Volkswagen CrossFox,319,213,389,276,280,227,315,169,78,36,31,16,2.349
88º,Lifan X60,74,76,123,84,129,175,215,276,225,255,295,341,2.268
89º,Hyundai Elantra,59,79,163,247,316,297,242,183,125,79,131,237,2.158
90º,JAC T50,185,142,203,243,230,191,250,238,128,125,88,129,2.152
91º,Iveco Daily,137,102,149,146,152,153,176,206,171,169,209,330,2.100
92º,Suzuki Jimny,130,92,157,128,196,138,117,241,146,293,212,183,2.033
93º,Volkswagen SpaceFox,25,33,49,21,23,62,75,124,179,453,469,508,2.021
94º,Land Rover Range Rover Evoque,136,111,182,188,204,171,160,180,166,184,115,197,1.994
95º,Suzuki Vitara,59,93,132,142,184,216,196,170,150,162,139,187,1.830
96º,Fiat Punto,325,247,276,141,122,569,55,32,17,11,8,12,1.815
97º,Kia Bongo,126,101,128,85,90,148,159,166,153,189,164,141,1.650
98º,Kia Cerato,107,102,131,109,116,151,147,196,120,128,134,163,1.604
99º,Fiat Ducato,161,258,155,121,166,133,222,141,89,54,26,20,1.546
100º,Troller T4,87,117,130,114,107,137,139,147,138,132,128,165,1.541
,,,,,,,,,,,,,,
101º,Mercedes-Benz Sprinter,115,73,136,167,83,107,113,156,110,169,114,165,1.508
102º,Mitsubishi Pajero HPE,100,100,150,100,138,120,100,100,120,120,100,180,1.428
103º,Volkswagen Tiguan,78,60,69,70,56,49,35,31,56,47,390,477,1.418
104º,Mini Hatch 3 portas,91,74,104,61,88,77,143,157,130,156,164,143,1.388
105º,Renault Kangoo,189,128,175,48,47,62,74,56,3,231,159,82,1.254
106º,Chevrolet Equinox,,,,,,,,,,314,480,420,1.214
107º,Peugeot 408,66,54,123,76,124,166,112,94,77,111,64,51,1.118
108º,Renault Fluence,75,105,95,43,55,153,68,17,5,274,89,107,1.086
109º,Audi A4,71,69,107,82,45,112,64,97,82,148,70,125,1.072
110º,JAC T40,,,,,,,,,173,167,241,482,1.063
111º,Mercedes-Benz Classe A,50,29,32,40,63,115,60,228,328,21,8,22,996
112º,Peugeot 308,84,47,99,98,112,138,56,47,47,69,77,91,965
113º,Peugeot Partner,58,57,65,68,83,54,87,101,151,56,76,83,939
114º,Hyundai Santa Fe,62,54,74,57,82,121,98,112,112,63,32,48,915
115º,Peugeot 3008,1,,,,12,10,31,247,135,104,139,182,861
116º,Mercedes-Benz GLC,15,73,47,58,65,79,49,36,9,110,143,129,813
117º,Jaguar F-Pace,37,47,69,64,114,60,68,70,56,42,60,73,760
118º,Kia Picanto,92,92,118,165,69,73,45,38,26,18,9,9,754
119º,Suzuki S-Cross,66,52,63,53,69,57,52,64,47,38,48,42,651
120º,Subaru Forester,28,57,93,58,65,45,41,47,33,53,64,53,637
,,,,,,,,,,,,,,
121º,Honda CR-V,122,112,152,91,66,37,18,15,6,5,5,5,634
122º,Volkswagen Golf Variant,36,39,75,82,59,68,50,66,47,36,32,40,630
123º,Lifan 530,58,52,77,57,73,72,43,67,41,31,18,37,626
124º,Fiat Doblò Cargo,41,78,152,84,84,98,24,23,8,8,4,2,606
125º,Land Rover Discovery,12,12,26,15,31,52,30,49,19,35,23,300,604
126º,Mercedes-Benz CLA,29,29,29,32,47,48,58,89,63,51,63,60,598
127º,Mercedes-Benz GLE,27,32,26,52,62,71,73,58,23,61,63,50,598
128º,Toyota RAV4,5,3,55,53,46,62,62,60,58,38,47,104,593
129º,Land Rover Range Rover Sport,24,20,50,50,56,61,90,70,50,50,50,20,591
130º,Volkswagen Passat,30,36,29,43,25,14,48,32,63,96,62,66,544
131º,Volvo XC90,48,32,34,22,36,31,21,51,66,79,41,68,529
132º,Dodge Journey,53,33,16,3,51,91,70,56,42,15,7,33,470
133º,Citroën C4 Picasso,23,24,21,58,44,22,46,67,36,32,32,62,467
134º,Audi A5,1,1,,,,5,70,64,32,46,97,138,454
135º,Mercedes-Benz Vito,16,36,22,32,57,41,68,50,48,28,22,20,440
136º,Mitsubishi Pajero Full,33,25,38,55,50,40,16,42,31,38,50,20,438
137º,Porsche Macan,24,20,50,31,40,46,33,34,39,42,32,31,422
138º,Mitsubishi Lancer,152,99,57,22,41,19,11,8,5,6,1,1,422
139º,Fiat 500,3,7,4,3,2,1,,23,369,5,,2,419
140º,Citroën Jumper,64,119,67,45,38,17,12,18,15,7,11,3,416
,,,,,,,,,,,,,,
141º,Ford Fiesta Sedan,19,13,14,8,4,2,2,4,30,84,114,122,416
142º,Volvo V40,16,28,40,27,52,23,32,33,31,41,37,38,398
143º,Audi Q5,9,6,8,5,6,1,22,91,31,50,57,98,384
144º,Lifan Foison,29,25,39,21,38,40,25,38,36,26,25,37,379
145º,BMW X5,6,3,8,10,24,43,64,47,39,44,35,46,369
146º,BMW Série 5,1,2,6,22,25,47,35,61,39,52,49,29,368
147º,Jaguar XE,30,45,42,26,41,37,26,26,16,10,16,49,364
148º,BMW X4,44,34,35,33,42,24,28,21,13,37,27,26,364
149º,Audi A3,9,9,12,29,18,32,70,47,59,20,5,24,334
150º,Lexus NX,20,12,25,17,27,31,27,30,24,36,26,55,330
151º,Mercedes-Benz Classe E,17,19,35,37,28,40,26,22,11,31,29,35,330
152º,Jeep Grand Cherokee,60,8,100,28,39,40,20,12,10,3,6,1,327
153º,BMW X6,33,25,31,25,25,21,29,31,27,25,25,30,327
154º,Kia Sorento,30,28,34,17,35,29,32,18,24,20,21,23,311
155º,Ford Edge,34,14,19,16,12,32,23,30,17,46,36,30,309
156º,Porsche Cayenne,22,16,31,17,38,32,30,29,27,29,26,12,309
157º,Jeep Cherokee,36,90,18,50,50,16,12,10,1,6,,5,294
158º,Kia Soul,36,34,50,24,23,31,39,27,10,9,5,2,290
159º,CAOA Chery Celer,35,27,29,23,41,25,18,29,11,9,20,19,286
160º,BMW X3,42,18,29,43,47,29,19,15,12,6,4,4,268
,,,,,,,,,,,,,,
161º,BMW Série 4,17,13,33,24,33,49,34,12,8,15,9,10,257
162º,Lexus CT,7,5,5,9,12,24,10,19,16,19,48,56,230
163º,BMW Série 2 Active Tourer,11,13,7,5,1,2,20,32,26,41,24,38,220
164º,CAOA Chery Celer Sedan,19,20,25,17,26,21,16,16,10,5,21,11,207
165º,JAC J3 Turin,26,33,51,38,28,8,3,1,,,1,1,190
166º,Land Rover Range Rover Velar,,,,,,,,,,,,187,187
167º,Subaru XV,25,20,23,12,11,14,13,8,8,16,13,20,183
168º,Porsche 911,13,16,9,13,15,26,7,22,21,11,17,12,182
169º,Audi A4 Avant,7,9,18,8,4,19,12,11,5,12,13,50,168
170º,Subaru WRX,10,16,17,18,21,14,20,19,16,8,3,2,164
171º,Kia Grand Carnival,9,11,13,9,6,14,15,16,14,16,14,25,162
172º,Hyundai Tucson,161,,,,,,,,,,,,161
173º,Peugeot Expert,,,,,,,,,,4,52,98,154
174º,Volvo S60,13,9,10,10,7,23,13,19,14,13,7,12,150
175º,Chevrolet Camaro,21,10,12,10,15,22,16,8,5,4,8,4,135
176º,Audi Q7,1,,11,6,6,21,11,11,25,15,10,16,133
177º,JAC T6,17,12,16,10,9,18,7,3,5,2,18,15,132
178º,Honda Accord,,2,,1,20,9,19,14,12,18,19,8,122
179º,Citroën Jumpy,,,,,,,,,,8,22,91,121
180º,Porsche 718 Boxster,5,,2,1,14,11,13,13,20,8,19,12,118
,,,,,,,,,,,,,,
181º,Mercedes-Benz SLC,,17,14,17,19,8,3,4,6,11,9,7,115
182º,Hyundai Azera,3,8,14,17,13,10,14,9,7,5,6,7,113
183º,Volkswagen Fusca,15,10,14,7,9,21,21,5,2,1,2,3,110
184º,BMW M3,,7,5,6,12,6,11,9,13,14,14,10,107
185º,Audi TT Coupé,13,7,9,12,10,7,8,5,5,5,5,13,99
186º,Foton 1039,19,13,5,5,8,12,13,4,4,5,3,7,98
187º,Jaguar XF,3,10,8,6,9,8,4,13,6,6,16,8,97
188º,Mini Countryman,,,,6,39,42,,,,,2,5,94
189º,Peugeot Boxer,20,23,18,10,9,,2,1,3,2,,1,89
190º,JAC J5,9,6,4,11,17,17,9,13,2,,1,,89
191º,Subaru Outback,8,7,13,4,6,8,8,4,5,4,10,10,87
192º,Lexus RX,11,4,15,20,8,2,2,4,6,3,6,6,87
193º,Audi A1,13,11,16,10,2,7,2,5,4,2,7,7,86
194º,Land Rover Range Rover,4,3,11,2,3,4,8,11,3,23,11,3,86
195º,Audi A6,3,1,4,2,3,9,22,3,7,2,18,10,84
196º,Chevrolet Captiva,33,21,20,2,4,2,1,,,,,,83
197º,JAC J3,34,16,11,3,9,6,3,1,,,,,83
198º,Mercedes-Benz Classe B,3,1,13,11,5,13,7,3,5,5,5,9,80
199º,Porsche Panamera,1,4,7,,13,5,2,4,1,1,13,21,72
200º,Volvo V60,3,2,11,9,5,3,5,7,4,6,5,7,67
,,,,,,,,,,,,,,
201º,Volkswagen Space Cross,5,16,8,4,7,3,5,14,2,,,,64
202º,Fiat Idea,17,11,11,4,5,3,1,3,3,2,1,1,62
203º,Fiat Bravo,12,21,10,4,5,4,2,1,,,1,,60
204º,Renault Clio,12,11,12,2,8,3,1,1,1,3,2,1,57
205º,Mini Clubman,6,11,,8,15,16,,,,,,,56
206º,Chevrolet Classic,24,9,7,10,1,1,1,,1,1,,1,56
207º,Subaru Legacy,2,9,6,7,6,5,3,5,1,6,2,2,54
208º,Jeep Wrangler,7,2,9,1,6,5,5,7,1,2,1,1,47
209º,Porsche 718 Cayman,4,8,10,1,3,,5,,1,4,6,5,47
210º,Mini Cabrio,14,18,,3,7,4,,,,,,,46
211º,Geely EC7,16,4,2,5,2,8,3,,2,,,,42
212º,Effa M100,,,,11,30,,,,,,,,41
213º,BMW M2,,7,,3,10,7,,,11,,,,38
214º,Hyundai i30,8,9,6,2,4,2,2,1,,,1,1,36
215º,Audi S3 Sportback,1,3,6,9,11,1,1,2,1,,,,35
216º,Mitsubishi Pajero Full 3D,,,,,,,,,,20,4,9,33
217º,Audi RS 6 Avant,2,2,4,,3,,,1,4,3,5,9,33
218º,Audi A7 Sportback,3,,1,,2,5,15,,3,2,2,,33
219º,JAC J6,13,4,5,2,1,2,1,,,2,1,1,32
220º,Audi RS Q3,,3,3,6,5,2,2,2,2,2,3,1,31
,,,,,,,,,,,,,,
221º,Hafei Towner Pick-up,2,1,2,1,18,1,,1,1,1,1,2,31
222º,BMW Série 7,3,2,2,2,2,5,5,3,1,3,1,1,30
223º,Geely GC2,8,7,4,4,4,3,,,,,,,30
224º,Citroën DS 5,2,1,3,3,2,5,2,1,2,4,2,3,30
225º,BMW M6,1,2,2,3,1,4,3,1,3,5,2,2,29
226º,Volkswagen Touareg,4,4,1,3,3,2,2,4,4,,,2,29
227º,BMW M1,4,,1,1,10,9,,,4,,,,29
228º,Jaguar F-Type,2,1,4,1,3,3,1,3,1,1,1,6,27
229º,BMW i3,7,1,4,4,3,4,1,2,,,,,26
230º,JAC T8,5,2,3,2,4,4,2,2,,,,1,25
231º,Rely Pick-up,3,9,1,2,3,1,1,,,2,,2,24
232º,Toyota Camry,,,2,2,10,4,2,3,,,1,,24
233º,Effa K02,,2,3,,4,2,3,1,1,,6,1,23
234º,CAOA Chery Tiggo,12,5,2,1,1,2,,,,,,,23
235º,BMW Série 1,5,4,1,1,1,2,6,1,2,,,,23
236º,Suzuki Swift,4,5,2,4,4,1,2,,1,,,,23
237º,Maserati Levante,3,3,,6,5,5,,,,,,,22
238º,Shineray T20,4,4,4,,1,2,1,2,1,1,1,1,22
239º,Fiat Linea,7,3,1,2,2,4,,,,,2,,21
240º,JAC V260,,,,,,,,,,,6,11,17
,,,,,,,,,,,,,,
241º,Effa V22,1,,2,2,2,1,,,,,5,4,17
242º,Mercedes-Benz Classe S,2,,2,,2,3,2,1,1,1,,3,17
243º,BYD T3,,1,5,3,1,1,1,,,4,1,,17
244º,Mercedes-Benz CLS,2,5,4,1,2,,,2,,,,,16
245º,Audi R8,1,1,1,1,,3,,2,2,1,,4,16
246º,Audi A8,,,3,1,,,2,2,1,,2,2,13
247º,Shineray T22,2,3,4,,,2,,1,,1,,,13
248º,Suzuki Grand Vitara,3,3,2,2,1,,,,1,,,,12
249º,Citroën DS 3,2,2,,1,,2,2,1,1,,1,,12
250º,Audi TTS Coupé,,,,,,,,,,5,4,3,12
251º,Lexus ES,1,1,,,,,,3,3,2,1,,11
252º,Kia Mohave,1,1,2,2,4,,1,,,,,,11
253º,BMW Z4,2,3,2,,2,1,,,,1,,,11
254º,BMW M4,4,,1,,1,1,1,2,1,,,,11
255º,Fiat Freemont,4,1,,1,1,,1,1,,1,,,10
256º,BMW M235i,9,,,,,,,,,,,,9
257º,Audi SQ5,,,,,2,1,,,1,,,5,9
258º,Jinbei Topic Passageiro,2,1,,,,2,2,,,,2,,9
259º,Hafei Towner Furgão,,,1,,1,7,,,,,,,9
260º,Subaru Impreza,,,,,1,3,4,,,,,,8
,,,,,,,,,,,,,,
261º,SsangYong Korando,6,1,1,,,,,,,,,,8
262º,Chrysler 300,1,1,4,2,,,,,,,,,8
263º,Chevrolet Celta,,2,1,1,,,1,2,,,,,7
264º,Agrale Marruá,1,,1,1,,,,,1,1,,2,7
265º,Lamborghini Huracan,1,1,,2,,2,,,,,,,6
266º,Effa K01,,,6,,,,,,,,,,6
267º,Effa Start Picape,2,,,1,2,1,,,,,,,6
268º,JAC J2,1,1,,,,,1,,,2,,1,6
269º,Jaguar XJ,,,1,1,,1,,,,,2,,5
270º,Changan Star Family,,,,,,,,4,,,,,4
271º,Ferrari 488 Spider,1,1,,,1,1,,,,,,,4
272º,Kia Cadenza,,1,,1,,1,1,,,,,,4
273º,Ferrari 458,,1,,,1,2,,,,,,,4
274º,Kia Optima,1,1,1,,,,,,1,,,,4
275º,BYD e6,2,1,,1,,,,,,,,,4
276º,Kia Quoris,,2,,1,,,,,,,,,3
277º,Hafei Towner Passageiro,,,,1,2,,,,,,,,3
278º,BMW i8,2,,,,1,,,,,,,,3
279º,Bentley Continental GT,,,,,1,,,,2,,,,3
280º,Changan Star CS,,,,,1,,1,,,1,,,3
,,,,,,,,,,,,,,
281º,Maserati Ghibli,,3,,,,,,,,,,,3
282º,Volkswagen CC,,2,,,,,,,,,,,2
283º,SsangYong Kyron,,1,1,,,,,,,,,,2
284º,Hyundai Genesis,,,,,1,,,,,1,,,2
285º,BMW Série 6 Gran Coupé,,,,,,1,,,1,,,,2
286º,Chrysler Town & Country,,,1,,,,,1,,,,,2
287º,Dodge Durango,1,,,,1,,,,,,,,2
288º,SsangYong Actyon,1,,,1,,,,,,,,,2
289º,Nissan Altima,,1,1,,,,,,,,,,2
290º,Ferrari F12berlinetta,,1,,,,,,,,,,,1
291º,Maserati Gran Turismo,,,,1,,,,,,,,,1
292º,Mercedes-Benz GLS,,,,,,,,,1,,,,1
293º,Ferrari California,,,,,1,,,,,,,,1
294º,RAM 2500,,,,,,1,,,,,,,1
295º,Smart ForTwo,,,,,,1,,,,,,,1
296º,Changan Mini Star CS,,1,,,,,,,,,,,1
297º,Rolls-Royce Ghost,,,1,,,,,,,,,,1
298º,SsangYong Rexton,,,,,1,,,,,,,,1
299º,Ferrari 488 GTB,,,,,1,,,,,,,,1
300º,Peugeot RCZ,,,,1,,,,,,,,,1
