Pos.,Veículo,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
39º,Toyota Etios Sedã,2.287,2.285,2.779,3.255,2.472,1.850,1.259,1.261,851,892,969,1.048,21.208
40º,Volkswagen up!,2.061,1.292,1.551,1.654,1.447,1.792,1.934,1.784,1.544,1.788,1.752,1.965,20.564
,,,,,,,,,,,,,,
41º,Ford Ranger,1.411,928,1.267,1.570,1.453,1.907,1.895,2.175,2.145,2.094,1.572,2.140,20.557
42º,Chevrolet Cruze,1.561,1.754,1.720,1.645,1.681,1.345,1.557,1.747,1.541,1.723,1.861,1.696,19.831
43º,Volkswagen Amarok,1.109,1.274,1.063,1.541,1.495,1.478,1.629,1.720,2.505,1.612,1.540,1.801,18.767
44º,Toyota Yaris,,,,,6,208,2.872,4.091,2.943,3.148,2.507,2.810,18.585
45º,Fiat Grand Siena,1.631,1.326,1.433,1.390,1.465,1.300,1.379,1.603,1.441,1.317,1.482,1.704,17.471
46º,Fiat Uno,1.263,764,947,655,705,427,883,2.695,1.515,2.309,1.525,1.551,15.239
47º,Honda City,366,746,1.579,1.454,1.171,1.021,1.125,1.213,1.030,1.852,1.833,1.515,14.905
48º,Honda WR-V,1.957,1.213,1.186,1.185,1.126,1.310,1.168,1.444,787,891,1.332,1.202,14.801
49º,Ford Fiesta,1.663,1.196,1.464,1.693,1.536,1.426,1.478,1.182,682,691,738,759,14.508
50º,Toyota Yaris Sedã,,,,,11,,754,2.250,2.122,2.633,2.773,3.128,13.671
51º,Fiat Fiorino,750,523,727,1.298,1.106,1.205,844,1.464,1.285,1.705,1.022,1.620,13.549
52º,Renault Oroch,1.108,760,1.058,1.107,1.014,1.414,1.186,1.374,1.045,1.127,996,1.222,13.411
53º,Toyota SW4,788,701,1.042,1.071,1.188,1.207,1.303,1.286,1.017,1.273,1.117,1.346,13.339
54º,Chevrolet Montana,976,977,729,399,963,1.161,1.419,1.404,1.292,1.256,1.169,1.370,13.115
55º,Nissan March,1.057,983,1.553,1.107,854,1.038,1.128,1.244,690,733,743,817,11.947
56º,Mitsubishi L200 Triton,774,747,965,930,988,873,997,1.046,840,906,805,898,10.769
57º,Peugeot 2008,698,584,808,763,772,604,797,1.169,839,1.046,857,808,9.745
58º,Hyundai ix35,810,554,895,816,786,654,824,730,483,598,671,705,8.526
59º,Renault Master,528,466,578,629,577,555,625,755,611,663,505,692,7.184
60º,Peugeot 208,749,636,727,684,669,529,568,641,516,511,395,468,7.093
,,,,,,,,,,,,,,
61º,Citroën C3,678,532,716,643,604,466,534,507,475,390,383,451,6.379
62º,Nissan Frontier,349,585,952,528,522,505,444,366,361,460,738,513,6.323
63º,Kia Sportage,310,478,632,525,564,488,433,556,400,396,388,478,5.648
64º,Volkswagen SpaceFox,483,374,362,464,357,471,592,631,449,617,449,324,5.573
65º,Citroën Aircross,498,455,594,483,491,431,868,412,324,345,287,378,5.566
66º,Chevrolet Cruze Sport6,453,697,496,410,435,343,405,492,374,474,478,478,5.535
67º,Mitsubishi ASX,449,395,796,492,455,347,367,495,423,355,441,364,5.379
68º,Fiat Doblò,422,264,393,482,453,333,474,487,411,554,586,446,5.305
69º,Volkswagen Tiguan Allspace,,,,,226,501,414,710,658,1.033,986,771,5.299
70º,Mercedes-Benz Classe C,271,270,441,442,432,715,491,418,309,556,543,393,5.281
71º,CAOA Chery Tiggo 2,,,18,78,170,236,456,728,766,1.045,864,837,5.198
72º,Chevrolet Equinox,392,350,349,431,437,396,438,441,403,488,512,453,5.090
73º,Hyundai New Tucson,356,345,500,500,400,350,400,380,350,400,450,480,4.911
74º,Ford Fusion,379,299,257,378,421,411,422,515,346,397,364,308,4.497
75º,Nissan Sentra,340,241,378,315,253,271,366,504,451,522,447,335,4.423
76º,Volkswagen Jetta,649,450,350,239,290,302,261,262,287,523,387,404,4.404
77º,Hyundai HR,360,374,413,467,471,509,521,390,353,333,89,30,4.310
78º,Ford Focus Fastback,457,254,282,531,448,411,327,421,379,354,203,191,4.258
79º,Toyota RAV4,207,299,351,413,466,454,434,407,304,323,288,274,4.220
80º,Chevrolet TrailBlazer,300,233,361,197,197,248,309,402,337,532,306,432,3.854
,,,,,,,,,,,,,,
81º,BMW X1,332,254,347,353,349,358,327,,313,434,314,354,3.735
82º,Citroën C4 Cactus,,,,,13,,4,,190,793,1.149,1.151,3.300
83º,BMW Série 3,248,165,229,318,382,306,227,324,246,258,252,314,3.269
84º,Citroën C4 Lounge,363,201,257,369,325,403,197,433,197,273,106,105,3.229
85º,Audi Q3,139,121,234,243,305,280,500,244,210,279,264,390,3.209
86º,CAOA Chery QQ,345,285,259,244,244,239,265,318,233,284,217,243,3.176
87º,Fiat Weekend,144,228,279,184,375,75,145,523,436,629,88,61,3.167
88º,Volkswagen Golf,170,116,368,475,302,290,187,166,203,141,271,381,3.070
89º,Fiat Ducato,34,54,132,134,156,177,249,282,333,373,354,752,3.030
90º,Mercedes-Benz GLA,328,214,180,185,241,258,187,309,250,322,292,196,2.962
91º,Ford Focus,334,224,257,279,237,284,285,310,245,184,173,121,2.933
92º,Land Rover Discovery Sport,221,237,350,400,302,299,200,194,173,197,143,210,2.926
93º,Volvo XC60,200,190,236,269,249,263,160,192,232,310,347,268,2.916
94º,JAC T40,174,254,290,236,260,288,230,302,183,279,181,195,2.872
95º,Mercedes-Benz Sprinter,201,144,176,163,155,203,220,274,299,325,318,375,2.853
96º,Peugeot 3008,216,196,334,250,339,270,206,267,213,189,168,197,2.845
97º,Iveco Daily,183,168,191,210,189,168,194,215,217,272,381,248,2.636
98º,Kia Bongo,110,156,154,158,179,166,191,260,350,296,266,195,2.481
99º,Kia Cerato,139,214,540,310,266,124,106,129,110,153,140,241,2.472
100º,Toyota Prius,183,202,306,251,237,293,194,170,137,183,151,159,2.466
,,,,,,,,,,,,,,
101º,Volvo XC40,,,62,133,121,137,335,473,140,461,179,354,2.395
102º,Mitsubishi Outlander,180,168,208,218,183,179,180,219,190,209,188,171,2.293
103º,Suzuki Jimny,220,143,199,175,188,159,178,210,234,153,198,151,2.208
104º,Audi A3 Sedan,235,124,211,133,123,151,145,144,126,190,169,240,1.991
105º,Suzuki Vitara,142,167,164,144,136,165,210,205,130,156,123,123,1.865
106º,Lifan X60,217,139,173,181,168,108,105,129,90,109,112,138,1.669
107º,Mitsubishi Lancer,84,91,122,123,117,204,138,159,109,174,157,155,1.633
108º,Ford Fiesta Sedan,161,182,191,174,213,217,282,63,28,26,20,8,1.565
109º,Troller T4,153,128,102,132,125,115,132,137,119,115,115,107,1.480
110º,Land Rover Range Rover Evoque,114,134,229,226,168,100,70,92,76,71,84,89,1.453
111º,Volkswagen Passat,73,93,148,115,117,171,171,160,105,133,6,83,1.375
112º,Mercedes-Benz GLC,63,84,141,132,109,102,92,90,96,150,130,160,1.349
113º,Renault Kangoo,147,91,165,136,125,154,138,126,107,48,42,23,1.302
114º,Peugeot Partner,185,119,34,64,99,108,206,92,67,72,127,95,1.268
115º,Mercedes-Benz CLA,28,93,108,175,215,11,159,172,102,78,40,23,1.204
116º,Citroën Jumpy,94,89,137,84,103,73,82,97,74,156,98,84,1.171
117º,Mini Hatch 3 portas,77,69,137,105,98,46,89,122,110,117,92,87,1.149
118º,Hyundai Elantra,68,64,131,231,142,47,33,46,152,119,24,15,1.072
119º,Audi A4,77,58,124,103,61,106,143,66,58,89,60,96,1.041
120º,Ford Mustang,1,25,148,108,148,198,69,109,51,40,33,60,990
,,,,,,,,,,,,,,
121º,Jaguar E-Pace,,,,,,67,158,192,165,136,120,99,937
122º,Mitsubishi Pajero HPE,100,100,100,100,61,100,60,19,50,108,70,65,933
123º,BMW X3,1,23,71,56,71,93,82,106,82,85,98,152,920
124º,Peugeot Expert,66,35,84,74,89,56,61,78,66,113,84,96,902
125º,Hyundai Santa Fe,75,56,84,69,58,65,68,98,70,71,80,97,891
126º,Audi Q5,66,46,114,68,90,75,55,72,78,71,71,80,886
127º,Volvo XC90,81,48,80,64,74,82,78,71,84,71,58,85,876
128º,Land Rover Discovery,62,25,47,45,105,108,77,80,81,52,58,119,859
129º,Land Rover Range Rover Velar,86,67,62,82,64,47,66,77,57,80,76,75,839
130º,Peugeot 408,23,15,47,175,98,86,128,80,23,31,17,16,739
131º,JAC T50,91,66,104,94,90,69,33,23,40,25,36,18,689
132º,Renault Fluence,275,160,94,60,44,21,11,4,11,3,3,2,688
133º,Peugeot 5008,,,,80,84,104,58,71,52,61,51,67,628
134º,BMW X4,32,31,37,45,59,37,48,60,65,44,73,90,621
135º,BMW X2,,,,46,87,46,51,84,92,87,53,63,609
136º,Kia Sorento,27,40,34,49,76,50,59,73,46,60,47,37,598
137º,Land Rover Range Rover Sport,25,8,15,18,37,60,80,87,54,17,91,102,594
138º,Suzuki S-Cross,39,33,57,53,57,39,59,60,46,55,50,41,589
139º,Jaguar F-Pace,62,55,63,72,44,47,36,40,24,26,22,47,538
140º,Mitsubishi Eclipse Cross,,,,,,,,,,92,155,287,534
,,,,,,,,,,,,,,
141º,RAM 2500,,,,40,70,79,48,87,79,67,60,,530
142º,Honda CR-V,1,6,1,87,76,35,53,45,6,57,70,77,514
143º,Volkswagen Golf Variant,46,49,58,82,48,41,29,41,31,21,23,34,503
144º,Mini Countryman,50,42,4,2,5,56,44,67,37,54,48,79,488
145º,Volkswagen Tiguan,284,95,66,19,10,,,,,,,,474
146º,Lexus NX,36,37,33,51,32,35,17,12,39,70,37,67,466
147º,BMW X5,30,31,32,59,50,65,43,38,38,42,19,17,464
148º,Mitsubishi Pajero Full,45,10,70,51,58,40,25,92,20,6,15,25,457
149º,Volvo V40,67,33,47,50,42,43,24,34,21,30,28,36,455
150º,Subaru Forester,38,35,45,40,32,34,31,31,44,43,21,44,438
151º,Mercedes-Benz GLE,37,31,42,31,36,49,38,30,15,38,41,49,437
152º,Peugeot 308,64,34,35,47,34,52,66,46,21,17,13,5,434
153º,Porsche Macan,30,35,39,33,46,61,54,26,24,40,29,8,425
154º,Fiat Palio,205,50,51,15,14,10,11,10,8,9,5,3,391
155º,Porsche Cayenne,20,24,34,35,12,7,11,66,39,56,27,35,366
156º,Lifan 530,45,34,55,51,58,32,23,18,8,8,5,1,338
157º,Dodge Journey,29,35,22,41,27,35,27,21,23,27,14,23,324
158º,Audi A5,,42,,,64,41,41,,,50,36,33,307
159º,BMW Série 5,26,19,27,29,34,41,17,26,17,20,19,19,294
160º,Subaru XV,14,6,12,10,38,65,49,24,,2,42,31,293
,,,,,,,,,,,,,,
161º,Mercedes-Benz Classe E,47,36,16,18,28,37,18,11,19,30,10,17,287
162º,Citroën C4 Picasso,48,32,40,52,33,19,10,8,10,14,7,11,284
163º,BMW Série 2 Active Tourer,31,21,33,42,61,32,34,12,5,7,2,4,284
164º,Citroën Berlingo,,,,,,,80,55,21,33,50,43,282
165º,Hyundai Tucson,60,,36,43,27,37,20,,5,26,7,8,269
166º,Kia Grand Carnival,15,26,28,21,29,29,11,26,24,23,11,19,262
167º,Jaguar XE,33,25,24,11,16,36,20,20,15,14,14,15,243
168º,Ford Edge,25,20,24,20,18,23,19,26,17,17,13,11,233
169º,Mercedes-Benz Classe A,7,8,9,14,58,49,4,6,7,10,6,54,232
170º,Toyota Camry,6,5,3,51,23,15,21,28,19,32,19,9,231
171º,Lifan X80,,,,,15,2,38,44,29,23,34,41,226
172º,BMW X6,19,18,23,15,15,19,18,29,13,19,16,19,223
173º,Porsche 911,14,19,17,8,17,20,12,9,34,22,23,15,210
174º,Lexus CT,12,10,14,24,20,21,12,19,24,20,23,10,209
175º,Audi A5 Sportback,48,,28,45,,,,37,35,,,,193
176º,Porsche Panamera,17,10,14,21,10,12,9,3,10,35,22,28,191
177º,Audi A3,14,11,22,16,8,20,13,21,17,24,11,13,190
178º,Audi A4 Avant,19,14,26,15,20,26,16,9,12,13,4,2,176
179º,Porsche 718 Boxster,10,7,14,9,9,15,15,8,19,22,20,18,166
180º,JAC V260,4,10,13,19,24,15,19,8,9,16,17,6,160
,,,,,,,,,,,,,,
181º,Jeep Grand Cherokee,,,,,15,40,20,10,15,20,10,11,141
182º,BMW Série 4,9,10,4,10,16,11,13,14,14,17,6,13,137
183º,Mitsubishi Pajero Full 3D,6,30,24,20,24,3,6,5,3,,10,5,136
184º,Audi RS 3 Sportback,26,16,15,10,12,9,16,9,6,9,4,4,136
185º,Audi Q7,6,10,24,8,8,15,11,12,11,6,10,12,133
186º,JAC T6,12,10,26,19,8,9,11,27,6,3,,1,132
187º,Kia Soul,1,,,32,8,1,4,20,15,15,11,19,126
188º,CAOA Chery Celer,28,12,29,18,11,14,5,1,4,1,1,,124
189º,Audi TT Coupé,24,6,15,17,9,7,8,4,5,9,9,6,119
190º,Honda Accord,14,10,7,12,13,9,4,5,4,1,17,22,118
191º,Kia Picanto,13,69,28,5,,,,,,,,,115
192º,Mercedes-Benz Classe B,13,5,11,5,45,23,2,,,3,,,107
193º,BMW Série 1,,,,,,,1,40,28,22,9,6,106
194º,Porsche 718 Cayman,10,7,10,15,6,12,11,9,6,1,9,3,99
195º,Volvo V60,3,1,7,9,8,7,8,5,1,16,21,13,99
196º,BMW M2,7,5,12,11,14,11,8,1,,1,6,21,97
197º,Audi A1,9,22,15,3,5,3,5,12,9,6,5,2,96
198º,Chevrolet Camaro,2,2,4,1,,8,2,3,20,16,20,15,93
199º,Jeep Cherokee,6,1,3,10,40,4,9,9,2,4,3,1,92
200º,Lifan Foison,25,18,11,7,6,4,1,2,,1,1,1,77
,,,,,,,,,,,,,,
201º,Jeep Wrangler,,,1,2,11,12,13,10,8,6,6,3,72
202º,Subaru Outback,9,7,5,13,10,7,5,4,1,1,3,6,71
203º,Mini Cabrio,14,13,,,,3,,,,,16,25,71
204º,Lexus RX,13,5,4,7,8,5,3,11,3,5,3,4,71
205º,Land Rover Range Rover,,9,2,2,5,6,13,12,7,4,5,3,68
206º,Volvo S60,15,8,18,11,6,5,,1,3,,1,,68
207º,Mercedes-Benz SLC,10,2,3,7,11,14,1,,3,8,3,5,67
208º,BMW M5,,,,1,,2,9,21,8,10,5,6,62
209º,Audi SQ5,3,6,8,3,2,9,6,2,4,7,2,6,58
210º,BMW M3,6,4,4,6,5,3,,6,1,1,4,12,52
211º,Mercedes-Benz Vito,16,11,11,3,4,3,,1,,1,1,,51
212º,Volkswagen CrossFox,6,5,12,6,5,5,3,2,2,1,1,1,49
213º,BMW M1,2,2,3,3,1,1,4,2,6,10,5,9,48
214º,CAOA Chery Celer Sedan,24,5,1,2,3,1,1,5,3,,1,1,47
215º,Jaguar XF,6,2,2,6,5,3,14,2,1,2,2,1,46
216º,Mercedes-Benz GLS,,3,9,5,3,3,4,5,4,3,2,3,44
217º,Audi A6,1,1,11,1,3,6,7,2,1,,3,5,41
218º,BYD e5,,,4,,,15,18,,,,,,37
219º,Effa K02,3,2,1,6,,2,6,4,3,3,3,4,37
220º,Citroën Jumper,1,5,6,1,5,4,6,2,1,,1,3,35
,,,,,,,,,,,,,,
221º,Hyundai Azera,9,4,7,6,4,,5,,,,,,35
222º,Jaguar F-Type,1,,,2,,2,3,7,2,7,3,8,35
223º,Mercedes-Benz Classe S,,4,2,7,6,3,1,2,2,3,4,1,35
224º,SsangYong Actyon Sports,,,,1,5,1,4,7,4,4,6,2,34
225º,Foton 1039,3,5,5,4,3,4,1,3,1,2,3,,34
226º,Lexus ES,10,6,2,3,2,2,,3,3,,,1,32
227º,Maserati Levante,1,,3,3,3,3,6,1,1,3,3,3,30
228º,Audi RS 6 Avant,1,1,3,,,4,1,4,6,4,4,,28
229º,CAOA Chery Arrizo 5,,,,,,,,,,,27,,27
230º,Effa V22,1,2,3,,1,4,4,3,1,5,2,1,27
231º,SsangYong Korando,,,,2,7,4,4,4,1,1,1,1,25
232º,Volkswagen Fusca,,,1,,1,4,,4,,4,6,3,23
233º,Fiat Punto,6,2,2,,1,4,,1,1,3,1,2,23
234º,Audi TTS Coupé,4,1,1,1,3,6,2,3,1,,,1,23
235º,Volvo S90,,,,,,,,,5,8,4,6,23
236º,JAC T8,,,3,2,3,6,4,1,,,,,19
237º,Jaguar XJ,,2,1,,,,3,4,4,2,1,1,18
238º,BMW Série 7,2,2,,1,1,1,,7,2,1,,1,18
239º,SsangYong Tivoli,,,,1,5,3,1,4,1,,3,,18
240º,BMW i3,,,,,,1,,4,,,,12,17
,,,,,,,,,,,,,,
241º,Mini Clubman,2,3,,,,1,,2,1,,5,3,17
242º,Kia Stinger,1,,,,,,,,,10,4,1,16
243º,Audi R8,1,1,1,,2,4,4,1,,,,1,15
244º,Citroën Grand C4 Picasso,,,,,,,10,,4,,,,14
245º,Rely Pick-up,3,1,2,1,,1,1,2,,1,,1,13
246º,Audi A7 Sportback,2,,,,,2,,,1,,6,2,13
247º,Audi RS Q3,1,,,,,2,1,1,,2,2,3,12
248º,Citroën DS 5,1,1,1,4,5,,,,,,,,12
249º,Hyundai i30,3,1,1,,,,,1,1,3,1,1,12
250º,BMW M4,,,,1,3,1,,,4,2,,,11
251º,Effa K01,,,,,10,,,,,,,,10
252º,BMW M6,1,1,,3,2,,1,1,,,,1,10
253º,Fiat 500,2,,2,3,1,2,,,,,,,10
254º,Peugeot Boxer,,1,1,,1,,,,,,1,5,9
255º,Subaru WRX,1,,,,,,,,,,4,4,9
256º,McLaren 720S,,,,,1,1,3,1,,,3,,9
257º,Ferrari 488 Spider,,2,1,,2,3,,,,,,1,9
258º,SsangYong XLV,,,,1,1,,,1,1,2,3,,9
259º,Ferrari 488 GTB,,,,,1,1,1,1,,1,,3,8
260º,Lamborghini Huracan,,,1,1,1,1,1,2,,1,,,8
,,,,,,,,,,,,,,
261º,JAC J6,,,,,,,1,2,1,2,,1,7
262º,Fiat Doblò Cargo,,,1,2,2,,1,1,,,,,7
263º,Agrale Marruá,1,,1,,,,,2,,,,3,7
264º,Shineray T20,1,1,,,1,2,,,,,,1,6
265º,TAC Stark,,,,,2,1,1,1,,1,,,6
266º,BYD e6,,,,,1,1,4,,,,,,6
267º,Volkswagen Touareg,,,,3,2,,,,1,,,,6
268º,Hafei Towner Pick-up,1,1,2,,1,,,,,1,,,6
269º,Mercedes-Benz CLS,2,2,1,1,,,,,,,,,6
270º,BMW i8,,2,2,,,,,,,2,,,6
271º,Ferrari 812 Superfast,,,,2,,2,,1,,,1,,6
272º,Lamborghini Aventador,1,,,,,,1,2,1,,,,5
273º,Subaru Legacy,,3,1,,1,,,,,,,,5
274º,Maserati Ghibli,1,,1,,1,,,,,1,,1,5
275º,Ferrari Portofino,,,,,,,,,,2,1,2,5
276º,JAC J5,1,,,,,,,,1,,,1,3
277º,Hafei Towner Furgão,1,,,,1,,,,,1,,,3
278º,McLaren 570S Spider,,,,1,,2,,,,,,,3
279º,Maserati Quattroporte,,1,1,,,,,1,,,,,3
280º,Tesla Model X,,,,,1,,1,,1,,,,3
,,,,,,,,,,,,,,
281º,Effa Start Picape,,,,,,1,,1,,,,1,3
282º,BYD T3,1,,,,,,1,1,,,,,3
283º,Ferrari GTC4Lusso T,1,,,,,,,,1,,,,2
284º,Geely EC7,,,,,,1,1,,,,,,2
285º,Mercedes-Benz AMG GT,,,,,,,2,,,,,,2
286º,Audi A8,,,1,,,1,,,,,,,2
287º,Bentley Continental GT,1,,,1,,,,,,,,,2
288º,Lifan X70,2,,,,,,,,,,,,2
289º,Shineray T22,,,,,1,1,,,,,,,2
290º,Lamborghini Urus,,,,,,,,,,,,2,2
291º,McLaren 570S,,,,,,,,,1,,1,,2
292º,Renault Zoe,,2,,,,,,,,,,,2
293º,Jinbei Topic Passageiro,,,,1,1,,,,,,,,2
294º,Mercedes-Benz SL,,,,,,,,1,,1,,,2
295º,Renault Alaskan,,,,,,,,,,,,2,2
296º,SsangYong Actyon,,,1,,,,,,,,,,1
297º,Dodge Durango,,,,,,,,,1,,,,1
298º,Ferrari 458,,1,,,,,,,,,,,1
299º,Bentley Flying Spur,1,,,,,,,,,,,,1
300º,Geely GC2,,,,1,,,,,,,,,1
,,,,,,,,,,,,,,
301º,McLaren 570GT,,,,,,1,,,,,,,1
302º,Rolls-Royce Phantom,,,,,,,1,,,,,,1
303º,Tesla Model 3,,,,,,,,,,,1,,1
304º,Kia Cadenza,1,,,,,,,,,,,,1
305º,Maserati GranCabrio,,,1,,,,,,,,,,1
306º,Ferrari F12berlinetta,,,,,,,,,1,,,,1
307º,Effa M100,,,,1,,,,,,,,,1
308º,McLaren 540C,,,,,,,,,,,1,,1
309º,Tesla Model S,,,,,,,,1,,,,,1
310º,SsangYong Rexton,,,,,1,,,,,,,,1
311º,Mini One,,,,,,1,,,,,,,1
312º,Changan Star Family,,,,,1,,,,,,,,1
313º,BMW Série 6 Gran Coupé,,,,,,,,,1,,,,1
314º,Rolls-Royce Ghost,,,,,,,,,,,,1,1
315º,Kia Mohave,1,,,,,,,,,,,,1
316º,Ferrari FF,,,,,,,,1,,,,,1
