Pos.,Veículo,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
41º,Volkswagen CrossFox,1.249,1.385,1.534,1.153,1.266,1.803,2.500,3.466,1.864,1.409,1.566,1.611,20.806
42º,Volkswagen Jetta,2.094,2.242,2.044,1.740,1.539,2.288,1.851,2.419,1.161,933,830,1.501,20.642
43º,Volkswagen Amarok,1.442,786,1.327,907,1.106,1.648,1.720,2.294,1.983,2.079,2.016,2.518,19.826
44º,Nissan Versa,1.581,1.202,2.095,1.772,1.544,2.741,2.587,1.773,208,52,1.603,2.512,19.670
45º,Hyundai i30,1.867,1.557,1.789,1.536,1.523,1.452,1.846,1.827,1.610,1.593,1.354,1.310,19.264
46º,Fiat Weekend,1.719,1.612,1.732,1.582,1.367,1.257,1.543,2.315,1.352,1.715,1.127,1.318,18.639
47º,Chevrolet Spin,,,,,,,,4.503,3.644,3.440,3.258,3.612,18.457
48º,Chevrolet Onix,,,,,,,,,,242,7.409,10.500,18.151
49º,Nissan Frontier,1.105,772,1.209,1.275,1.411,1.542,2.141,2.155,1.605,1.420,1.052,1.871,17.558
50º,Renault Clio,2.538,2.069,1.139,794,901,909,1.869,2.531,1.158,605,577,1.456,16.546
51º,Fiat 500,1.131,1.468,2.381,1.784,1.460,1.316,1.130,1.443,840,1.012,924,1.037,15.926
52º,Renault Fluence,1.426,1.086,1.029,1.208,1.230,1.458,1.306,1.841,1.235,1.209,1.012,1.295,15.335
53º,Ford Ranger,1.785,1.198,1.159,1.296,1.399,465,316,341,750,2.148,1.970,2.398,15.225
54º,Volkswagen Golf,1.038,916,1.014,895,1.191,1.426,1.667,1.608,1.240,1.400,1.200,1.520,15.115
55º,Honda CR-V,2.310,1.131,1.374,1.090,1.758,1.757,1.543,1.962,1.313,488,119,49,14.894
56º,Fiat Fiorino,823,1.098,1.384,1.267,1.237,1.184,1.207,1.398,1.246,1.461,1.014,1.002,14.321
57º,Volkswagen Polo Sedan,761,795,892,845,1.007,1.187,1.527,1.859,1.259,1.391,1.170,1.548,14.241
58º,Chevrolet Cruze Sport6,,,27,352,1.041,2.006,1.760,1.586,1.113,1.551,1.824,1.899,13.159
59º,Fiat Doblò,716,799,861,862,852,1.028,1.088,1.347,902,1.334,1.266,1.225,12.280
60º,Peugeot 308,47,207,658,777,785,1.090,1.136,1.674,1.171,1.604,1.335,1.532,12.016
,,,,,,,,,,,,,,
61º,Citroën Aircross,891,631,738,815,785,1.482,1.298,1.382,833,939,961,1.176,11.931
62º,Nissan Livina,800,600,900,700,800,1.000,1.000,1.500,1.300,1.474,726,800,11.600
63º,Chevrolet Meriva,1.586,1.032,1.283,1.205,1.658,1.272,1.348,1.551,410,118,43,24,11.530
64º,Fiat Freemont,477,940,1.728,1.273,1.279,918,854,929,792,752,816,576,11.334
65º,Peugeot 207 Passion,953,775,732,909,1.032,1.385,1.236,1.225,682,702,654,993,11.278
66º,Hyundai ix35,658,493,587,865,1.130,1.123,1.352,1.418,821,824,768,996,11.035
67º,Mitsubishi ASX,596,695,878,806,868,1.065,1.081,1.254,767,870,901,1.003,10.784
68º,Fiat Bravo,697,732,764,632,653,923,952,1.354,801,987,934,1.009,10.438
69º,Toyota SW4,743,460,345,217,975,907,876,1.120,938,1.321,1.161,1.334,10.397
70º,Fiat Ducato,1.040,1.040,868,437,742,854,1.039,893,738,905,797,823,10.176
71º,Chevrolet Captiva,775,685,966,1.066,927,634,631,741,775,1.117,874,717,9.908
72º,Renault Mégane Grand Tour,1.088,1.131,1.228,1.036,909,889,1.028,958,527,545,319,192,9.850
73º,Volkswagen Polo,604,643,742,566,737,906,1.025,1.243,788,930,734,843,9.761
74º,Nissan Tiida,831,988,1.154,686,684,1.355,1.105,814,454,451,335,336,9.193
75º,Kia Sportage,342,585,922,712,659,840,1.009,938,716,930,702,782,9.137
76º,Citroën C3 Picasso,402,473,536,747,674,1.003,867,1.149,736,911,811,802,9.111
77º,Mitsubishi Pajero TR4,400,457,444,523,792,1.000,1.000,1.000,800,800,800,884,8.900
78º,Renault Master,736,478,558,585,609,549,935,817,736,885,701,988,8.577
79º,Nissan Sentra,859,879,1.039,725,706,972,975,528,220,479,428,534,8.344
80º,Fiat Linea,674,705,680,634,726,568,747,915,619,713,609,742,8.332
,,,,,,,,,,,,,,
81º,JAC J3,738,769,1.058,883,786,832,654,788,490,363,359,403,8.123
82º,Hyundai HR,640,613,757,760,831,783,804,866,775,451,323,463,8.066
83º,Hyundai Elantra,436,351,827,820,802,636,752,903,756,616,594,480,7.973
84º,Peugeot 408,420,490,679,615,627,820,721,652,579,754,625,729,7.711
85º,Kia Cerato,275,306,606,855,764,863,773,862,567,523,510,648,7.552
86º,Ford Focus Fastback,390,658,899,1.151,339,313,334,471,393,1.000,688,893,7.529
87º,CAOA Chery QQ,817,871,944,885,823,635,599,686,473,315,247,129,7.424
88º,Ford Courier,464,499,862,633,588,543,559,696,600,840,483,497,7.264
89º,Citroën C4 Hatch,824,611,606,692,517,665,597,603,471,516,466,615,7.183
90º,Mitsubishi Lancer,240,288,574,513,498,646,807,855,497,661,515,640,6.734
91º,Renault Symbol,553,501,507,341,445,728,654,836,571,587,441,433,6.597
92º,Kia Sorento,399,423,540,575,780,611,537,683,509,493,369,275,6.194
93º,Mitsubishi Pajero HPE,395,400,400,400,600,579,426,800,401,472,408,800,6.081
94º,Kia Picanto,524,270,698,525,596,598,587,603,442,371,333,447,5.994
95º,Kia Bongo,649,626,952,783,745,454,340,312,231,260,258,256,5.866
96º,Volkswagen Space Cross,538,447,374,422,701,649,604,432,317,339,378,547,5.748
97º,Chevrolet Sonic Sedan,,,,,15,344,1.683,1.121,500,200,650,1.131,5.644
98º,Ford Fusion,486,336,553,546,519,383,539,753,637,384,257,208,5.601
99º,Chevrolet Sonic,,,,22,20,600,1.000,1.121,532,441,537,1.029,5.302
100º,Hyundai Veloster,531,318,580,404,364,347,463,485,445,402,340,420,5.099
,,,,,,,,,,,,,,
101º,JAC J3 Turin,495,498,683,552,510,497,395,360,295,211,255,255,5.006
102º,Fiat Doblò Cargo,342,305,547,390,409,326,466,550,393,404,401,368,4.901
103º,Chevrolet Zafira,422,419,481,469,645,554,841,449,235,106,29,17,4.667
104º,Mercedes-Benz Classe C,141,99,171,256,339,573,486,605,442,545,573,349,4.579
105º,Renault Kangoo,5,7,788,208,391,357,346,438,414,378,410,798,4.540
106º,Iveco Daily,492,485,477,379,471,303,367,369,319,375,275,208,4.520
107º,Volkswagen Tiguan,367,272,262,291,279,437,513,630,419,409,205,396,4.480
108º,Suzuki Grand Vitara,319,302,376,396,426,278,402,384,312,431,363,452,4.441
109º,Hyundai Santa Fe,559,431,400,394,403,360,318,350,322,314,264,326,4.441
110º,Toyota Etios,,,,,,,,,293,1.112,1.322,1.628,4.355
111º,Hyundai Azera,606,323,492,306,383,367,273,306,347,354,274,206,4.237
112º,Land Rover Range Rover Evoque,411,394,592,505,474,331,266,289,352,154,77,298,4.143
113º,Mitsubishi Outlander,273,216,370,332,330,365,327,423,259,389,296,440,4.020
114º,Citroën C4 Pallas,458,380,452,351,304,343,329,273,255,282,257,237,3.921
115º,Hafei Towner Pick-up,454,411,491,420,456,368,333,309,224,153,144,115,3.878
116º,Kia Soul,523,441,436,321,353,293,245,330,265,235,189,203,3.834
117º,Ford Edge,245,315,329,332,345,263,297,394,319,391,322,276,3.828
118º,Mercedes-Benz Sprinter,482,385,398,418,378,241,253,295,223,266,211,233,3.783
119º,Nissan Grand Livina,249,208,230,145,166,425,278,636,330,422,300,290,3.679
120º,Volkswagen Parati,279,303,380,289,389,346,386,373,462,213,34,,3.454
,,,,,,,,,,,,,,
121º,Hyundai Sonata,543,403,450,469,493,413,317,206,64,21,10,2,3.391
122º,Ford Transit,350,399,445,400,342,231,216,211,155,236,175,148,3.308
123º,BMW Série 3,211,117,83,52,134,260,290,460,356,364,304,559,3.190
124º,Peugeot Boxer,399,282,292,143,109,170,261,257,250,279,216,267,2.925
125º,JAC J6,232,209,239,220,208,229,227,286,223,171,213,237,2.694
126º,BMW X1,260,220,217,170,174,121,141,293,274,267,182,306,2.625
127º,Toyota Etios Sedã,,,,,,,,,192,611,773,1.041,2.617
128º,Mitsubishi Pajero Full,200,200,200,200,200,200,400,130,200,200,200,200,2.530
129º,Citroën Xsara Picasso,291,251,319,356,203,234,347,326,96,22,11,6,2.462
130º,Volvo XC60,173,152,221,192,192,231,218,261,196,217,185,176,2.414
131º,Land Rover Freelander,196,26,13,35,156,152,253,276,260,387,329,319,2.402
132º,CAOA Chery Face,501,445,355,228,166,138,141,112,94,49,66,66,2.361
133º,Peugeot Hoggar,240,210,204,224,161,268,214,208,150,126,79,72,2.156
134º,Citroën Jumper,214,198,218,175,143,166,142,198,166,158,172,167,2.117
135º,JAC J5,,1,107,101,242,170,206,368,259,219,220,177,2.070
136º,CAOA Chery Tiggo,190,189,222,200,190,208,248,182,113,118,108,85,2.053
137º,Peugeot 207 SW,152,148,167,238,285,269,271,174,73,76,46,29,1.928
138º,BMW Série 1,120,84,212,231,216,190,156,153,120,112,111,97,1.802
139º,Dodge Journey,103,127,195,194,228,228,98,82,55,82,99,144,1.635
140º,Peugeot 307,444,353,347,186,175,48,21,9,14,6,7,4,1.614
,,,,,,,,,,,,,,
141º,Changan Star Family,155,134,190,150,185,211,180,234,168,,,,1.607
142º,Volkswagen Passat,127,125,128,83,129,128,108,154,141,209,139,91,1.562
143º,Suzuki SX4,152,113,90,152,139,107,136,194,117,100,123,123,1.546
144º,CAOA Chery S-18,42,69,128,132,140,114,122,185,134,146,162,146,1.520
145º,Nissan Tiida Sedan,393,273,91,53,105,107,82,234,136,27,5,3,1.509
146º,Audi A1,134,136,130,81,98,82,120,215,106,95,88,142,1.427
147º,Jeep Grand Cherokee,249,162,119,82,75,80,97,89,105,158,100,100,1.416
148º,Citroën C4 Picasso,251,150,200,100,100,100,80,100,50,80,80,100,1.391
149º,Peugeot 3008,126,108,97,102,102,126,116,158,106,112,96,132,1.381
150º,Audi A4,98,74,98,104,60,26,112,155,118,123,104,190,1.262
151º,RAM 2500,,,333,266,69,90,185,,79,79,50,84,1.235
152º,Peugeot Partner,80,82,166,206,175,123,133,94,61,56,23,28,1.227
153º,Jeep Compass,1,81,114,64,82,124,118,118,87,140,144,153,1.226
154º,Mini Hatch 3 portas,131,90,80,52,66,49,60,85,90,162,178,166,1.209
155º,Volkswagen Jetta Variant,111,121,130,130,106,107,78,122,107,100,43,42,1.197
156º,Land Rover Discovery,252,88,21,13,104,81,135,87,57,88,78,161,1.165
157º,Suzuki Jimny,60,60,90,79,87,100,128,159,97,98,90,81,1.129
158º,Effa Hafei Picape,316,302,376,,,,83,,,,,,1.077
159º,Troller T4,81,73,83,81,72,64,42,22,110,156,113,159,1.056
160º,Kia Optima,,,56,109,161,96,83,131,93,115,100,84,1.028
,,,,,,,,,,,,,,
161º,SsangYong Korando,109,96,101,101,88,83,90,98,51,65,61,72,1.015
162º,Effa Start Picape,143,158,153,,150,94,,56,53,68,30,25,930
163º,Chevrolet Camaro,93,44,43,31,69,70,86,100,77,96,86,133,928
164º,Jinbei Topic Passageiro,75,118,105,76,106,91,84,102,61,25,30,33,906
165º,Volkswagen Fusca,,,,,,,,,,,381,520,901
166º,Hyundai Veracruz,87,64,108,84,97,93,68,64,56,58,45,67,891
167º,Hyundai i30 CW,160,119,183,159,116,71,19,12,8,7,4,4,862
168º,Toyota RAV4,296,181,63,46,56,35,40,35,17,16,21,16,822
169º,Subaru Forester,56,35,48,34,58,51,69,97,126,53,63,66,756
170º,Lifan 320,189,139,105,56,95,45,38,31,21,11,19,7,756
171º,Citroën DS 3,,,,,32,159,136,86,74,71,67,62,687
172º,Audi Q3,,,,,,70,85,103,76,118,82,144,678
173º,Smart ForTwo,59,34,53,51,80,52,101,59,34,52,30,26,631
174º,SsangYong Kyron,82,70,94,60,66,46,48,47,32,27,29,19,620
175º,CAOA Chery Cielo hatch,81,54,55,61,52,39,38,59,28,59,35,37,598
176º,Hafei Towner Passageiro,82,76,88,77,59,53,55,47,36,,,,573
177º,Audi A3,54,48,57,47,81,45,39,34,40,31,28,18,522
178º,Chevrolet Blazer,319,11,129,12,5,2,,1,10,1,1,,491
179º,Kia Cadenza,23,36,41,43,55,40,36,35,49,43,42,28,471
180º,Citroën Grand C4 Picasso,50,57,38,69,39,23,34,34,28,27,18,53,470
,,,,,,,,,,,,,,
181º,Lifan 620,42,49,64,49,68,45,33,24,22,15,30,22,463
182º,Mercedes-Benz SLC,37,11,29,36,24,15,40,70,28,51,61,55,457
183º,Jeep Cherokee,46,16,1,,12,53,73,60,42,20,43,84,450
184º,Audi A5,27,7,9,2,2,26,64,52,47,60,61,80,437
185º,Land Rover Range Rover Sport,70,30,15,12,40,40,40,25,40,40,30,29,411
186º,Kia Carens,36,23,32,22,37,47,33,42,30,35,37,34,408
187º,Porsche Cayenne,20,26,19,15,33,30,44,34,24,38,82,29,394
188º,Volvo S60,72,51,38,32,22,18,33,21,24,25,5,45,386
189º,Chrysler Town & Country,55,55,43,41,34,18,25,22,22,28,15,28,386
190º,Mini Countryman,47,44,57,55,52,37,27,21,26,,,,366
191º,Chevrolet Omega,66,68,60,47,27,13,30,21,17,5,5,1,360
192º,Mercedes-Benz Classe E,30,27,27,25,35,24,40,39,30,17,22,22,338
193º,Subaru Impreza,49,41,43,29,28,25,34,16,11,5,26,20,327
194º,BMW X6,57,16,18,24,27,18,17,32,31,32,38,16,326
195º,Mahindra Pik Up,23,16,54,50,25,21,23,23,19,21,27,18,320
196º,Jeep Wrangler,27,52,30,19,26,16,36,21,18,30,14,25,314
197º,Chrysler 300,,26,56,34,43,28,24,12,30,13,19,28,313
198º,Kia Mohave,20,13,9,15,9,32,33,52,35,32,33,27,310
199º,Chevrolet TrailBlazer,,,,,,,,,,25,94,164,283
200º,Volkswagen Touareg,40,16,20,12,26,32,12,25,18,32,15,13,261
,,,,,,,,,,,,,,
201º,Ford F-250,153,27,28,13,14,7,7,2,5,,2,,258
202º,BMW Série 5,34,27,17,15,15,2,,15,12,21,54,43,255
203º,Audi Q5,24,27,18,27,32,16,14,13,17,26,17,20,251
204º,Chevrolet Astra,139,44,25,9,11,8,7,2,1,3,2,,251
205º,SsangYong Actyon Sports,26,28,22,15,35,22,10,22,9,7,15,32,243
206º,CAOA Chery Cielo Sedan,27,32,35,12,16,13,14,23,19,17,19,14,241
207º,Peugeot RCZ,26,18,17,18,14,28,25,23,22,17,18,13,239
208º,Mercedes-Benz GLE,6,1,13,9,9,2,8,47,34,46,32,25,232
209º,Effa M100,27,23,22,19,27,19,17,14,13,14,11,14,220
210º,SsangYong Actyon,42,36,42,16,16,4,10,10,4,10,16,10,216
211º,Mercedes-Benz Classe B,14,9,4,2,,,1,,19,17,70,76,212
212º,Kia Grand Carnival,9,16,31,20,15,17,20,25,16,12,15,16,212
213º,Citroën C5,49,18,24,15,23,22,13,17,11,7,5,2,206
214º,Toyota Camry,,,27,31,28,17,23,22,8,23,13,8,200
215º,BMW X3,23,6,16,23,24,17,19,21,10,15,10,8,192
216º,Chevrolet Vectra GT,69,41,27,15,10,1,4,5,,1,3,,176
217º,Subaru Tribeca,4,3,9,10,10,8,13,17,15,15,33,39,176
218º,Mercedes-Benz GLC,26,20,14,17,12,15,16,10,7,14,6,1,158
219º,Kia Cerato Koup,47,47,58,,,,,,,,,,152
220º,BMW X5,17,14,15,11,18,6,2,12,4,8,38,5,150
,,,,,,,,,,,,,,
221º,JAC J2,,,,,,,,,,,30,119,149
222º,Mercedes-Benz CLS,19,15,19,14,12,12,16,6,10,11,9,4,147
223º,Hafei Towner Furgão,15,30,14,13,14,19,11,16,14,,,,146
224º,Citroën DS 5,,,,,,,,,,,,124,124
225º,Chevrolet Vectra,52,25,15,8,7,2,4,3,4,,2,1,123
226º,Effa Plutus,7,8,11,20,17,16,,14,8,13,2,6,122
227º,Chevrolet Astra Sedan,52,20,17,9,2,1,3,1,1,1,1,1,109
228º,BMW Série 7,19,8,7,5,21,7,10,8,5,7,2,6,105
229º,BMW Z4,15,6,4,2,1,,,,2,2,29,44,105
230º,Mini Cabrio,17,11,18,11,14,4,8,10,9,,,,102
231º,Mini Coupé,8,7,10,13,11,12,10,17,13,,,,101
232º,Audi A6,10,7,13,3,10,8,13,10,6,7,5,4,96
233º,Jinbei Topic Furgão,2,2,1,2,1,1,1,,,24,25,33,92
234º,Chevrolet Malibu,34,17,16,8,5,2,,,2,,,,84
235º,Volvo C30,17,8,11,5,6,9,5,5,4,4,,8,82
236º,Audi TT Coupé,9,8,5,7,4,8,8,8,6,6,4,6,79
237º,Effa Start Van,22,16,22,,,,18,,,,,,78
238º,Mini Roadster,,,,21,19,9,9,9,6,,,,73
239º,Audi Q7,3,4,7,10,6,8,3,5,7,10,3,6,72
240º,SsangYong Rexton,11,7,9,8,6,6,9,5,3,3,3,2,72
,,,,,,,,,,,,,,
241º,Mini Clubman,7,24,15,8,7,1,3,5,,,,,70
242º,Volvo V60,,,,,,,,,21,19,7,18,65
243º,Porsche Panamera,2,7,11,10,6,1,3,4,1,2,11,4,62
244º,Peugeot 508,,,,,,,,11,9,11,6,18,55
245º,Agrale Marruá,,3,13,3,3,3,2,6,11,5,,1,50
246º,Audi A7 Sportback,1,7,7,6,7,7,6,2,1,4,1,1,50
247º,Porsche 911,1,,1,4,9,7,9,6,5,,5,1,48
248º,Porsche 718 Boxster,1,,2,1,,,,8,8,6,11,9,46
249º,Subaru Legacy,,1,4,4,2,2,8,2,2,4,5,10,44
250º,Jaguar XF,3,4,3,5,1,2,2,6,1,3,11,3,44
251º,Subaru Outback,6,4,7,1,5,2,2,3,2,5,6,,43
252º,Land Rover Range Rover,10,2,4,2,1,2,6,6,3,4,2,,42
253º,Volvo V40,,,,,,,,,,,40,,40
254º,Hyundai Genesis,,,,,,6,10,7,3,6,1,5,38
255º,Lexus RX,,,,,7,2,1,3,,7,3,5,28
256º,Ferrari 458,1,3,2,1,1,7,1,1,2,3,1,3,26
257º,Audi R8,2,2,3,1,1,1,3,2,1,1,1,4,22
258º,Volkswagen New Beetle,4,3,3,7,3,1,1,,,,,,22
259º,Mercedes-Benz SLS AMG,2,,5,4,1,2,,2,2,1,,1,20
260º,BMW Série 6 Coupé,,3,1,,,,,2,,,9,4,19
,,,,,,,,,,,,,,
261º,Volvo XC90,3,2,3,1,1,2,1,1,2,2,1,,19
262º,Audi RS 3 Sportback,,,10,3,,,,3,2,,,,18
263º,Honda Accord,5,4,4,1,2,,,,2,,,,18
264º,Ferrari California,2,2,4,,1,,1,1,,,,4,15
265º,Dodge Challenger,1,2,1,,1,1,2,,,3,,2,13
266º,Mercedes-Benz Classe S,,1,2,,2,1,,1,2,2,1,,12
267º,BMW Série 6 Cabrio,1,,,2,1,1,3,,,3,,,11
268º,Audi A8,,,2,1,1,,,,,1,1,4,10
269º,Porsche 718 Cayman,5,,,2,1,2,,,,,,,10
270º,Bentley Flying Spur,,,1,1,,,1,,1,1,3,1,9
271º,Lamborghini Gallardo,3,2,1,,,,,1,2,,,,9
272º,Maserati Quattroporte,1,3,,1,,,,,2,,1,,8
273º,Bentley Continental GT,,2,,,,,,1,,1,3,1,8
274º,Dodge Charger,2,1,2,1,,,,,1,,,1,8
275º,Land Rover Defender,1,,,,,,1,,,5,,,7
276º,Maserati Gran Turismo,1,1,,,2,,1,,1,,,,6
277º,Effa Hafei Van,2,1,3,,,,,,,,,,6
278º,Audi RS 5 Coupé,4,,,1,1,,,,,,,,6
279º,Toyota Prius,,,,,,,,,,,,6,6
280º,Mercedes-Benz SL,,1,,,,,,,1,1,,2,5
,,,,,,,,,,,,,,
281º,Nissan Murano,,,,,,5,,,,,,,5
282º,Jaguar XK,,,,1,1,,,,,1,2,,5
283º,Lamborghini Aventador,,,1,,1,,,,2,,,,4
284º,Mercedes-Benz GLS,1,1,,,1,,,,,,,1,4
285º,Audi TTS Coupé,1,,,,,,,1,,2,,,4
286º,Aston Martin V8 Vantage,1,,1,1,,,,,1,,,,4
287º,Aston Martin Rapide,,1,,,,,1,,2,,,,4
288º,Ferrari FF,,,,,2,,,1,,,,,3
289º,Ferrari 599 GTB Fiorano,,,,2,1,,,,,,,,3
290º,Mercedes-Benz Classe G,,,,1,,1,,,1,,,,3
291º,Maserati GranCabrio,,,,,2,,,1,,,,,3
292º,Lamborghini Gallardo Spyder,,1,1,,,,1,,,,,,3
293º,Lexus ES,,,,,,,,,,,,3,3
294º,Jaguar XJ,,,1,,,,,1,,,,1,3
295º,Toyota Land Cruiser Prado,1,,,,1,,,,,,,1,3
296º,Volkswagen Passat Variant,2,,,,,1,,,,,,,3
297º,Rolls-Royce Ghost,,,,,1,1,,,,,1,,3
298º,Lexus LS,,,,,2,,,,,,,,2
299º,Kia K2700,1,,,,1,,,,,,,,2
300º,Dodge Durango,,,,,1,,,,,,1,,2
,,,,,,,,,,,,,,
301º,Dodge Ram,,2,,,,,,,,,,,2
302º,Aston Martin Virage,,1,,,,,,,,,,,1
303º,Mercedes-Benz Classe A,,1,,,,,,,,,,,1
304º,Volvo S80,,1,,,,,,,,,,,1
