Pos.,Veículo,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
26º,Renault Duster,1.536,1.436,2.624,2.414,2.588,2.353,2.532,945,1.056,1.408,1.764,1.803,22.459
27º,Toyota Yaris,1.838,1.963,2.281,1.949,2.176,2.046,2.285,1.655,1.026,1.087,1.286,1.538,21.130
28º,Fiat Fiorino,1.685,2.053,1.949,1.227,1.591,1.923,1.609,1.790,2.316,1.775,1.522,1.162,20.602
29º,Volkswagen Virtus,1.903,2.162,2.606,2.345,2.058,1.952,1.929,1.458,1.241,1.409,738,770,20.571
30º,Fiat Uno,2.059,1.963,4.451,1.569,2.667,2.632,1.404,1.894,323,363,98,1.135,20.558
31º,Ford Ranger,1.926,1.307,2.386,2.007,1.430,747,1.827,2.180,1.350,1.442,1.610,2.289,20.501
32º,Citroën C4 Cactus,487,587,1.125,1.452,1.500,2.151,2.285,1.690,1.542,1.556,2.457,2.721,19.553
33º,Volkswagen Polo,2.460,2.555,3.076,2.516,2.093,1.554,1.392,937,759,1.049,579,240,19.210
34º,Honda Civic,1.732,1.677,1.017,859,1.529,1.939,1.785,1.578,1.891,1.657,1.588,1.697,18.949
35º,Volkswagen Fox,1.283,1.309,2.690,2.057,2.403,1.624,1.321,926,2.334,1.595,320,71,17.933
36º,Peugeot 208,778,628,778,991,1.141,1.738,1.637,1.220,1.697,2.270,1.653,1.814,16.345
37º,Fiat Grand Siena,1.257,1.198,1.351,999,1.164,829,1.394,1.391,1.192,946,1.499,2.138,15.358
38º,Toyota SW4,701,846,1.057,1.180,1.087,1.165,1.308,1.212,1.155,1.149,1.215,1.568,13.643
39º,Mitsubishi L200 Triton,596,648,1.063,1.045,1.242,1.195,1.077,1.045,1.276,1.008,1.407,1.561,13.163
40º,Chevrolet Spin,782,717,1.032,1.134,2.362,2.007,1.175,435,460,612,758,1.538,13.012
,,,,,,,,,,,,,,
41º,CAOA Chery Tiggo 5X,961,642,822,993,1.133,967,1.109,1.495,1.121,1.384,991,899,12.517
42º,Renault Sandero,1.184,1.279,1.251,1.295,1.309,1.548,1.406,903,490,424,578,776,12.443
43º,Toyota Yaris Sedã,1.461,1.391,1.268,1.026,1.223,1.220,1.254,971,598,557,661,808,12.438
44º,Renault Oroch,1.049,913,1.089,967,878,1.052,1.872,986,517,533,887,1.390,12.133
45º,Nissan Frontier,815,844,948,618,760,771,922,1.161,1.184,1.036,1.363,1.402,11.824
46º,Nissan Versa,1.094,1.015,1.085,948,798,667,448,247,683,945,1.913,1.264,11.107
47º,CAOA Chery Tiggo 8,404,300,623,702,846,888,906,1.383,1.063,1.103,964,1.272,10.454
48º,Honda WR-V,569,830,1.209,848,963,588,389,1.131,1.125,734,848,1.096,10.330
49º,Renault Master,468,628,652,497,909,790,726,789,701,953,1.219,1.346,9.678
50º,Renault Logan,1.153,1.023,1.014,1.075,1.198,772,457,518,375,370,651,874,9.480
51º,Ford Ka,3.433,1.488,1.257,930,753,370,108,51,42,23,7,3,8.465
52º,Renault Captur,1.159,422,510,355,549,495,473,576,594,1.193,834,1.146,8.306
53º,Volkswagen Amarok,188,26,171,864,1.103,944,857,909,501,340,583,1.408,7.894
54º,Peugeot 2008,420,277,709,400,781,830,975,655,170,310,895,1.325,7.747
55º,Volkswagen Taos,,,,,1,463,1.026,1.070,1.092,1.682,936,1.462,7.732
56º,Honda Fit,818,556,520,506,756,795,838,569,450,512,390,430,7.140
57º,Chevrolet Cruze,315,286,358,235,341,371,817,933,659,480,1.334,961,7.090
58º,Fiat Pulse,,,,,,,,,,65,2.228,4.432,6.725
59º,Honda City,604,545,635,520,657,616,605,848,652,266,50,140,6.138
60º,BMW Série 3,302,426,648,507,575,527,561,618,519,493,437,396,6.009
,,,,,,,,,,,,,,
61º,Fiat Doblò,360,439,565,259,537,791,800,754,506,276,13,55,5.355
62º,Nissan V-Drive,795,623,378,329,667,424,1.170,451,71,17,2,36,4.963
63º,CAOA Chery Tiggo 3X,,,,,,189,515,635,799,970,743,825,4.676
64º,CAOA Chery Tiggo 2,420,287,428,290,563,489,539,395,225,182,147,158,4.123
65º,CAOA Chery Tiggo 7,187,73,255,279,345,376,388,412,468,593,415,211,4.002
66º,Peugeot Expert,243,168,258,238,482,366,337,445,452,264,365,308,3.926
67º,Mercedes-Benz Sprinter,500,525,566,418,484,558,173,160,149,120,105,156,3.914
68º,Jeep Commander,,,,,,,,,73,372,1.085,2.185,3.715
69º,BMW X1,152,173,235,236,332,331,328,323,451,365,333,348,3.607
70º,Volvo XC40,306,158,351,326,375,307,114,248,169,225,394,620,3.593
71º,Volkswagen Delivery Express,260,197,235,249,257,404,326,424,311,296,308,278,3.545
72º,CAOA Chery Arrizo 6,203,278,258,244,248,242,288,387,346,276,369,330,3.469
73º,Volvo XC60,227,178,243,223,164,401,419,459,444,331,247,130,3.466
74º,Iveco Daily,243,194,320,243,281,255,310,320,267,253,445,312,3.443
75º,Volkswagen Tiguan Allspace,136,182,462,569,483,540,390,230,162,142,85,37,3.418
76º,Chevrolet TrailBlazer,398,121,139,229,67,423,435,403,391,253,176,289,3.324
77º,Hyundai HR,322,254,252,212,306,298,303,327,326,268,265,168,3.301
78º,Citroën Jumpy,146,139,232,150,385,386,229,374,301,272,296,303,3.213
79º,Ford EcoSport,1.576,526,315,239,176,92,40,18,4,3,3,,2.992
80º,Fiat Ducato,191,155,205,176,247,214,297,228,248,293,303,376,2.933
,,,,,,,,,,,,,,
81º,Volkswagen Jetta,402,318,364,360,360,237,260,182,89,110,144,101,2.927
82º,Mitsubishi Outlander,188,245,204,198,259,262,309,279,289,203,234,198,2.868
83º,Mercedes-Benz GLB,117,136,191,167,103,482,498,294,66,52,67,485,2.658
84º,Hyundai ix35,299,308,271,221,179,223,238,293,210,125,109,121,2.597
85º,Kia Bongo,95,112,93,143,180,274,293,293,265,224,221,223,2.416
86º,Mitsubishi Eclipse Cross,179,160,157,172,171,203,202,277,200,155,252,197,2.325
87º,Ford Territory,168,105,90,184,363,432,263,170,126,60,200,71,2.232
88º,RAM 2500,304,115,51,40,208,370,560,368,131,31,13,38,2.229
89º,Chevrolet Montana,120,292,331,480,519,237,97,33,29,23,8,13,2.182
90º,Audi Q3,98,254,210,180,233,193,220,151,247,165,76,52,2.079
91º,Volkswagen up!,514,762,563,81,26,15,8,3,3,2,1,,1.978
92º,Mitsubishi Pajero Sport,180,200,240,200,180,160,160,100,182,144,80,96,1.922
93º,Ford Ka Sedan,934,280,222,178,125,90,37,11,17,3,3,10,1.910
94º,Chevrolet Cruze Sport6,112,99,154,97,88,110,309,322,188,101,84,69,1.733
95º,Toyota Etios Sedã,195,268,393,406,299,112,28,1,3,3,3,3,1.714
96º,Land Rover Discovery Sport,64,105,287,184,155,170,83,21,169,128,208,69,1.643
97º,Audi Q5,92,48,7,6,3,150,248,284,183,207,118,249,1.595
98º,Hyundai New Tucson,249,260,258,183,153,126,118,46,21,16,36,84,1.550
99º,Kia Sportage,101,96,112,112,172,86,94,99,98,75,69,78,1.192
100º,Troller T4,57,43,67,134,142,153,134,159,138,79,54,23,1.183
,,,,,,,,,,,,,,
101º,Toyota Etios,355,233,243,159,83,14,3,2,,2,,3,1.097
102º,Ford Bronco Sport,,,17,,98,214,171,106,72,99,146,130,1.053
103º,Volvo XC90,51,18,124,96,97,101,95,93,100,64,97,69,1.005
104º,Land Rover Range Rover Evoque,53,239,118,125,58,48,70,67,91,51,10,63,993
105º,BMW X3,69,22,21,60,58,104,113,117,120,60,158,86,988
106º,Kia Cerato,127,69,40,43,46,30,155,93,107,105,77,86,978
107º,Fiat Doblò Cargo,37,8,16,73,81,135,188,66,30,205,20,97,956
108º,Land Rover Defender,67,86,73,59,60,38,41,91,88,29,106,177,915
109º,BMW X5,105,43,15,38,38,63,86,98,60,66,147,102,861
110º,Porsche 911,63,75,97,162,127,64,68,63,44,32,42,22,859
111º,Porsche Macan,41,21,117,60,38,53,71,101,101,63,58,101,825
112º,Toyota RAV4,131,65,51,16,58,109,145,69,49,52,33,41,819
113º,Suzuki Jimny,57,37,57,68,68,78,84,78,74,68,64,66,799
114º,Mini Hatch 3 portas,34,24,20,11,26,37,41,89,131,102,91,161,767
115º,Suzuki Jimny Sierra,57,70,49,38,44,61,63,62,70,66,64,62,706
116º,Peugeot 3008,58,46,79,43,86,37,96,65,67,31,39,24,671
117º,Land Rover Range Rover Sport,19,70,73,78,85,40,7,92,10,15,41,101,631
118º,Mercedes-Benz GLC,5,9,90,70,77,79,67,53,66,29,35,24,604
119º,BMW X4,45,48,71,53,55,61,63,71,46,25,16,46,600
120º,Porsche Cayenne,1,18,75,52,118,42,63,91,50,27,15,22,574
,,,,,,,,,,,,,,
121º,Mercedes-Benz Classe C,238,131,86,49,27,15,6,,4,4,4,,564
122º,Land Rover Discovery,1,1,2,50,40,12,49,26,7,54,185,131,558
123º,Effa V21,20,22,31,27,43,67,56,73,73,50,47,36,545
124º,Peugeot Partner,21,37,70,66,28,43,13,54,68,51,68,21,540
125º,RAM 1500,,,,39,197,77,68,47,49,33,14,9,533
126º,Audi A4,41,61,47,69,59,49,57,33,48,22,20,25,531
127º,Ford Mustang,85,28,11,1,89,15,7,3,5,101,33,106,484
128º,Mercedes-Benz GLE,12,5,52,79,89,53,34,19,35,5,33,34,450
129º,CAOA Chery Arrizo 5,116,68,67,52,48,32,17,10,13,7,6,2,438
130º,Nissan Leaf,20,,5,3,2,,,,,192,12,191,425
131º,Honda CR-V,2,,3,,60,54,55,68,44,28,54,52,420
132º,Mercedes-Benz Classe A,36,47,50,44,49,35,38,38,26,16,14,7,400
133º,Porsche Taycan,34,73,49,14,17,28,37,35,29,26,21,16,379
134º,BMW Z4,12,24,22,42,45,51,32,68,61,15,3,2,377
135º,Audi A5 Sportback,19,58,39,38,20,49,43,30,25,27,11,9,368
136º,Mini Countryman,50,25,30,29,30,35,25,39,33,12,22,31,361
137º,Land Rover Range Rover Velar,16,10,15,49,48,61,40,45,13,19,14,30,360
138º,BMW X2,7,25,36,58,54,70,44,25,17,16,2,1,355
139º,Audi A3 Sedan,87,29,9,1,1,1,1,,,5,121,94,349
140º,JAC T40,33,24,33,26,23,41,37,32,27,10,33,26,345
,,,,,,,,,,,,,,
141º,Peugeot Boxer,37,12,17,14,10,40,16,24,21,94,27,14,326
142º,Chevrolet Equinox,43,15,8,36,31,64,43,9,13,24,28,4,318
143º,Citroën C4 Lounge,122,58,40,7,7,24,1,,,2,,,261
144º,BMW X6,19,10,4,11,17,22,39,34,37,17,15,17,242
145º,Citroën Jumper,9,15,24,12,11,5,13,18,15,49,6,60,237
146º,Audi e-tron,,6,7,8,12,21,24,47,72,24,9,6,236
147º,Porsche 718 Boxster,23,5,28,38,13,34,15,14,23,8,13,6,220
148º,Jeep Wrangler,4,2,4,9,13,41,22,21,8,39,34,16,213
149º,Effa V22,7,8,10,18,12,21,25,33,25,23,22,8,212
150º,Audi Q8,19,23,24,29,16,9,15,10,8,24,17,16,210
151º,Suzuki Vitara,34,35,23,23,19,32,18,11,12,,1,,208
152º,BMW M3,6,14,9,4,12,31,11,17,16,35,22,30,207
153º,Lexus NX,4,14,12,18,13,11,24,30,23,24,18,16,207
154º,Mercedes-Benz CLA,3,3,11,17,18,15,19,36,20,21,29,14,206
155º,Mitsubishi ASX,33,17,23,21,21,8,21,11,12,20,15,4,206
156º,Subaru XV,,75,,,19,17,4,14,3,73,,,205
157º,Foton 1039,16,24,31,28,22,9,5,6,10,21,18,14,204
158º,BMW M2,8,8,15,28,14,15,11,21,30,22,11,16,199
159º,Mercedes-Benz GLA,20,3,18,11,50,24,9,9,6,7,18,8,183
160º,BMW i3,32,12,16,9,5,12,4,20,24,11,10,23,178
,,,,,,,,,,,,,,
161º,Subaru Forester,23,63,1,,30,12,2,32,8,,2,1,174
162º,JAC T60,8,9,15,16,16,24,14,20,8,17,10,15,172
163º,Lexus UX,11,7,10,9,14,13,19,13,27,11,22,16,172
164º,Kia Rio,50,43,27,18,12,8,8,1,2,,,,169
165º,Mitsubishi Pajero Full,23,4,14,74,19,14,9,6,,,,,163
166º,Audi RS Q3,15,60,13,28,11,3,1,5,6,9,2,9,162
167º,Audi Q7,5,8,9,10,17,21,19,29,15,9,5,7,154
168º,Jaguar F-Pace,6,5,3,1,,12,21,34,17,12,12,15,138
169º,JAC T50,13,11,14,11,9,16,13,15,13,4,12,6,137
170º,Volvo S60,52,28,9,10,4,2,1,5,3,4,13,4,135
171º,Chevrolet Bolt EV,4,10,1,4,17,43,16,37,,,,,132
172º,Jaguar E-Pace,3,1,1,,,,,,7,61,17,40,130
173º,Mini Hatch 5 portas,14,17,11,6,7,10,12,15,17,9,3,6,127
174º,BYD T3,,2,14,,4,82,3,,,11,,8,124
175º,BMW M1,8,11,21,22,11,19,15,6,7,3,1,,124
176º,Renault Kangoo,13,,1,,,1,2,4,1,,97,4,123
177º,Kia Carnival,4,1,1,,,,,28,17,,4,66,121
178º,Porsche Panamera,1,1,2,30,17,8,8,14,8,17,3,9,118
179º,Audi A3,20,10,5,2,1,1,,,,4,38,33,114
180º,Porsche 718 Cayman,6,7,11,14,14,40,10,6,,2,1,,111
,,,,,,,,,,,,,,
181º,BMW Série 2 Gran Coupé,7,1,2,2,4,14,25,18,17,7,6,3,106
182º,Audi TT RS Coupé,,,6,5,77,11,,3,2,,,1,105
183º,BMW Série 5,8,6,2,9,11,10,12,3,3,5,13,21,103
184º,BMW Série 7,6,14,17,17,18,18,10,1,,,,,101
185º,BMW Série 4,,,,,1,32,35,17,3,2,6,3,99
186º,JAC V260,11,9,13,4,13,16,14,3,2,5,5,3,98
187º,Audi RS 6 Avant,11,26,12,10,6,14,5,3,3,4,2,,96
188º,Jaguar F-Type,11,14,6,7,14,9,8,9,7,3,1,,89
189º,Audi A6,3,4,4,3,10,12,16,16,8,4,3,4,87
190º,Kia Stonic,,,,,,,,,,,38,45,83
191º,Mercedes-Benz Classe E,10,15,9,5,7,10,9,5,3,3,2,1,79
192º,Volvo S90,8,3,,2,3,5,3,9,12,11,10,10,76
193º,Kia Sorento,15,9,9,10,7,8,6,1,5,,1,1,72
194º,Land Rover Range Rover,4,14,12,9,10,2,4,2,5,,1,4,67
195º,Nissan March,34,16,8,1,2,1,1,1,,,,,64
196º,Suzuki S-Cross,15,11,14,8,4,3,2,3,,,,1,61
197º,Honda Accord,3,2,,,,,1,2,20,10,7,14,59
198º,Renault Zoe,,,,10,16,2,16,3,,,2,9,58
199º,Mini Cabrio,7,7,1,7,6,15,14,,,,,,57
200º,JAC iEV 20,9,2,2,3,2,4,8,8,,10,1,2,51
,,,,,,,,,,,,,,
201º,Mini Electric,,,,,1,5,45,,,,,,51
202º,Lexus ES,1,4,,4,2,3,1,5,12,6,7,4,49
203º,Citroën Aircross,28,12,2,2,1,,1,,2,,,1,49
204º,Chevrolet Camaro,8,9,3,5,5,3,9,,1,1,,4,48
205º,Effa V25,4,5,2,4,4,2,,13,3,4,1,4,46
206º,BMW X7,4,3,3,11,2,12,9,,,,,,44
207º,Hyundai Azera,,28,3,,,1,,11,,,,,43
208º,Audi TTS Coupé,11,29,,,,,3,,,,,,43
209º,Citroën C3,18,9,4,3,2,,1,1,1,2,,,41
210º,Ford Edge,4,5,3,9,7,4,4,2,,,2,1,41
211º,JAC E-JS1,,,,,,,,,2,,23,16,41
212º,Ford Maverick,,,,,,,,,,,39,,39
213º,Jaguar I-Pace,8,8,2,3,4,1,1,1,4,2,1,4,39
214º,BMW M8,1,3,4,2,,5,8,4,2,4,5,,38
215º,Audi R8,3,5,4,2,7,6,2,3,3,,,3,38
216º,JAC e-JS4,,,,,,,,3,8,10,12,3,36
217º,BMW M4,,,,,,11,19,,,,,,30
218º,JAC T80,3,3,5,4,,3,7,4,,1,,,30
219º,Volkswagen Fusca,,2,,1,4,,6,2,2,1,6,5,29
220º,BMW M5,2,1,,,5,2,5,5,,3,3,1,27
,,,,,,,,,,,,,,
221º,Mini Clubman,1,4,4,4,3,5,6,,,,,,27
222º,Chevrolet Prisma,7,1,4,1,1,1,1,1,1,5,2,1,26
223º,BMW Série 1,3,,,1,4,7,5,,1,,,,21
224º,JAC iEV 40,5,,,,1,4,5,1,,1,,,17
225º,Audi RS 4 Avant,2,2,3,5,5,,,,,,,,17
226º,Jeep Grand Cherokee,2,,,,1,,,1,,1,4,6,15
227º,Audi A7 Sportback,2,,1,1,,3,4,2,1,1,,,15
228º,Subaru WRX,2,1,,,2,,,1,7,,,,13
229º,Volkswagen CrossFox,,,1,,1,1,,,7,1,,2,13
230º,BYD e5,5,5,,1,,,,,,,,,11
231º,Fiat Palio,,3,1,1,,2,2,1,,,,1,11
232º,Fiat Weekend,,1,,3,1,,3,1,,1,,,10
233º,McLaren 756LT,,,3,1,1,1,2,1,,,,,9
234º,Volkswagen Golf,1,1,2,1,,,,,,,,3,8
235º,Toyota Camry,,4,1,,2,,,1,,,,,8
236º,Maserati Levante,1,1,1,2,3,,,,,,,,8
237º,Nissan Sentra,5,,,2,,,,,1,,,,8
238º,Lifan X60,,,,1,1,4,,,1,,,,7
239º,Subaru Outback,4,1,,,,,,,,1,1,,7
240º,Hyundai Santa Fe,,,1,,1,,,2,,1,2,,7
,,,,,,,,,,,,,,
241º,Kia Stinger,1,,1,,1,1,,,1,,,1,6
242º,Chevrolet Cobalt,,,4,,,,,,2,,,,6
243º,Effa K01,,,,,1,,1,,1,1,,2,6
244º,Ford Fiesta,,,,1,,2,1,,,,,1,5
245º,Ferrari SF90 Stradale,,,1,,1,,,,3,,,,5
246º,Ferrari F8 Tributo,1,,1,,2,,,,,,,,4
247º,Ferrari F8 Spider,1,2,,1,,,,,,,,,4
248º,SsangYong Actyon Sports,1,,,,,1,1,,1,,,,4
249º,Ferrari Roma,,,,,1,,,,3,,,,4
250º,Citroën Berlingo,,2,,,,,,,,,,2,4
251º,Lamborghini Urus,,,2,,2,,,,,,,,4
252º,Volkswagen SpaceFox,1,1,,,,,1,,,,,1,4
253º,Mercedes-Benz Vito,,,,,,,,,3,,,,3
254º,Exeed LX,,,,,3,,,,,,,,3
255º,JAC iEV 330P,1,,,,,1,1,,,,,,3
256º,Hyundai Elantra,,,1,,,,1,,,1,,,3
257º,Exeed VX Lanyue,,,,,,3,,,,,,,3
258º,McLaren 720S,,,1,,,,,1,,1,,,3
259º,Agrale Marruá,,,,,,,1,1,,1,,,3
260º,Toyota Prius,1,2,,,,,,,,,,,3
,,,,,,,,,,,,,,
261º,Lamborghini Huracan,,,,,1,,,,2,,,,3
262º,Lexus RX,,,,,,,1,,,,,1,2
263º,Audi RS 3 Sportback,,,,,,,,,,,2,,2
264º,Mitsubishi Lancer,,,,,1,,1,,,,,,2
265º,Maserati Ghibli,,,,1,1,,,,,,,,2
266º,Fiat 500,,,,,,,,,1,,,1,2
267º,Kia Optima,,,1,,,,,,,,,1,2
268º,McLaren GT,,,1,,,,,,,,1,,2
269º,Ferrari 488 Pista Spider,1,,,,,,,,1,,,,2
270º,Lifan X80,2,,,,,,,,,,,,2
271º,Aston Martin Vantage,,,,,,,1,,1,,,,2
272º,McLaren P1,,,,1,,,,,,1,,,2
273º,Porsche 918 Spyder,,,1,,,,,1,,,,,2
274º,Ford Fusion,1,,,,,,,1,,,,,2
275º,Peugeot 5008,,,1,,,,,,,,,,1
276º,Mercedes-Benz Classe S,,,,1,,,,,,,,,1
277º,Rolls-Royce Cullinan,,,,,1,,,,,,,,1
278º,BMW M6,,,,,,,1,,,,,,1
279º,Kia Seltos,,,,,,,,,1,,,,1
280º,Lifan 530,,,,,,,,,,,,1,1
,,,,,,,,,,,,,,
281º,SsangYong XLV,,,,,,,1,,,,,,1
282º,Audi SQ5,1,,,,,,,,,,,,1
283º,SsangYong Korando,,,1,,,,,,,,,,1
284º,Ferrari 812 GTS,,,,1,,,,,,,,,1
285º,Ford Focus,,,,,,,,,1,,,,1
286º,Kia Soul,,,,,1,,,,,,,,1
287º,Effa K02,,,,,,,,,,,,1,1
288º,Lamborghini Huracan Spyder,1,,,,,,,,,,,,1
289º,CAOA Chery QQ,1,,,,,,,,,,,,1
290º,Ford Focus Fastback,,,,,,,,,,1,,,1
291º,Kia EV6,,,,,,,,,,,1,,1
292º,Foton Tunland,,,,1,,,,,,,,,1
293º,Volkswagen Passat,1,,,,,,,,,,,,1
294º,Mercedes-Benz SLC,,,1,,,,,,,,,,1
295º,Fiat Punto,,,1,,,,,,,,,,1
296º,Jaguar XE,,,,,,,,,,,,1,1
297º,Ferrari GTC4Lusso T,1,,,,,,,,,,,,1
298º,Lamborghini Aventador,,,,1,,,,,,,,,1
