Pos.,Veículo,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
65º,Ford Fusion,597,240,383,946,750,921,1.212,776,765,813,1.208,953,9.564
66º,Kia Sportage,747,746,612,1.002,735,878,818,776,821,844,674,787,9.440
67º,Citroën Aircross,787,653,517,831,932,670,754,829,792,900,717,976,9.358
68º,Fiat Bravo,912,727,867,876,743,649,748,775,750,667,500,851,9.065
69º,Mitsubishi Pajero TR4,800,600,800,800,800,811,840,800,600,800,600,810,9.061
70º,Honda CR-V,18,6,2,68,813,1.062,841,1.173,979,1.135,1.043,1.132,8.272
71º,Volkswagen Polo Sedan,1.165,802,797,914,782,742,581,436,447,384,455,682,8.187
72º,Ford Focus Fastback,663,379,427,720,736,1.370,822,660,780,530,411,444,7.942
73º,Fiat Linea,630,498,664,790,654,706,657,821,569,564,435,543,7.531
74º,Chevrolet Sonic,652,776,722,953,591,443,427,351,459,919,598,596,7.487
75º,BMW Série 3,430,300,215,736,543,710,646,874,792,631,699,722,7.298
76º,Fiat 500,950,475,537,479,577,501,565,737,615,673,564,610,7.283
77º,Hyundai HR,392,403,536,713,633,576,671,620,657,717,670,579,7.167
78º,Nissan Sentra,525,387,637,667,588,408,393,242,247,729,855,1.073,6.751
79º,Nissan Livina,600,400,500,600,500,636,600,600,600,500,600,600,6.736
80º,Land Rover Range Rover Evoque,486,205,406,624,500,567,555,625,669,679,572,719,6.607
,,,,,,,,,,,,,,
81º,Citroën C3 Picasso,669,513,530,682,599,489,525,589,533,477,381,595,6.582
82º,Kia Cerato,540,348,540,874,610,541,421,429,358,360,425,609,6.055
83º,Hyundai i30,1.070,779,702,629,426,304,246,393,371,304,403,385,6.012
84º,Fiat Doblò Cargo,299,226,239,213,413,620,512,493,408,875,968,722,5.988
85º,Mitsubishi Lancer,635,503,597,612,452,426,433,439,383,391,351,544,5.766
86º,Chevrolet Sonic Sedan,755,511,609,690,363,371,307,183,290,684,509,436,5.708
87º,Volkswagen Tiguan,706,432,405,725,412,377,377,444,450,361,440,470,5.599
88º,JAC J2,169,642,535,906,667,560,443,430,370,362,319,189,5.592
89º,Mitsubishi Pajero HPE,333,400,423,400,574,491,527,400,400,400,300,500,5.148
90º,Renault Kangoo,445,532,314,535,341,260,941,481,457,380,347,69,5.102
91º,Mercedes-Benz Classe C,382,307,357,497,428,476,428,424,325,248,503,647,5.022
92º,Volkswagen Polo,833,505,509,460,374,346,318,279,216,230,271,443,4.784
93º,Peugeot 408,532,393,399,374,419,536,335,327,306,380,318,299,4.618
94º,Peugeot 207 Passion,831,594,504,470,356,345,236,234,254,235,226,249,4.534
95º,Mitsubishi Outlander,329,218,209,227,274,242,286,227,250,772,589,754,4.377
96º,Toyota RAV4,14,8,4,12,160,501,519,393,618,937,623,573,4.362
97º,Kia Picanto,442,310,353,384,324,284,341,260,319,491,433,412,4.353
98º,JAC J3,498,421,333,446,369,254,385,456,329,316,247,267,4.321
99º,Citroën C4 Hatch,594,442,478,507,348,291,210,303,221,174,176,473,4.217
100º,Hyundai Elantra,430,240,267,305,379,446,356,247,285,420,460,363,4.198
,,,,,,,,,,,,,,
101º,Hyundai Veloster,371,296,283,461,331,219,242,196,246,364,312,815,4.136
102º,Iveco Daily,215,189,277,359,349,397,357,404,434,387,342,297,4.007
103º,Volkswagen Space Cross,542,283,399,328,282,204,230,318,419,368,319,292,3.984
104º,Hyundai Santa Fe,237,185,202,228,740,322,440,384,269,433,295,230,3.965
105º,Fiat Freemont,425,264,117,390,191,45,390,346,421,420,384,462,3.855
106º,Suzuki Grand Vitara,386,265,291,361,326,296,311,318,274,343,283,334,3.788
107º,Kia Bongo,312,323,336,371,325,318,271,324,246,266,283,261,3.636
108º,Chevrolet TrailBlazer,153,168,196,271,272,341,292,264,263,309,453,303,3.285
109º,Ford Edge,267,245,384,332,232,253,310,243,195,264,273,245,3.243
110º,Kia Sorento,123,106,204,226,437,390,251,223,275,347,331,328,3.241
111º,CAOA Chery QQ,92,39,49,158,167,243,360,295,459,606,322,319,3.109
112º,Peugeot Boxer,361,160,156,174,263,253,255,234,331,317,269,316,3.089
113º,JAC J3 Turin,292,191,219,286,197,169,280,330,314,253,258,266,3.055
114º,Ford Courier,509,466,831,867,291,42,22,10,3,9,1,2,3.053
115º,Citroën C4 Lounge,,,,,,,,,335,841,913,931,3.020
116º,Mercedes-Benz Sprinter,231,225,300,321,204,225,205,235,311,288,184,239,2.968
117º,Citroën Jumper,258,171,319,241,198,243,256,221,191,261,208,284,2.851
118º,Nissan Grand Livina,216,104,248,158,162,200,276,396,298,277,217,255,2.807
119º,BMW X1,136,137,153,330,265,202,242,385,256,181,176,267,2.730
120º,Chevrolet Captiva,359,174,148,253,231,216,236,146,125,232,185,207,2.512
,,,,,,,,,,,,,,
121º,Citroën C4 Pallas,219,193,181,187,584,566,270,131,81,37,18,22,2.489
122º,Dodge Journey,150,212,281,126,29,46,307,320,291,243,180,238,2.423
123º,Chevrolet Tracker,,,,,,,,,36,826,810,716,2.388
124º,Mitsubishi Pajero Full,200,103,200,382,200,136,140,127,229,213,173,200,2.303
125º,Ford Transit,139,123,174,206,179,194,201,184,207,230,233,210,2.280
126º,Hyundai Azera,268,231,196,203,180,107,108,143,110,210,254,188,2.198
127º,Volvo XC60,180,194,196,168,172,109,85,212,193,181,185,213,2.088
128º,Lifan X60,,,,,29,200,258,187,170,355,325,428,1.952
129º,Land Rover Freelander,223,153,164,280,205,245,142,125,77,58,40,48,1.760
130º,Audi A4,143,120,165,122,84,111,163,231,196,149,81,126,1.691
131º,Jeep Grand Cherokee,127,150,194,216,238,200,200,119,100,43,,30,1.617
132º,Audi Q3,120,99,127,142,93,132,199,207,125,132,136,97,1.609
133º,Land Rover Discovery,108,143,161,136,198,155,142,121,135,130,82,80,1.591
134º,Suzuki Jimny,42,33,90,146,137,148,154,168,126,132,151,198,1.525
135º,JAC J6,245,111,106,159,95,117,94,91,129,62,78,184,1.471
136º,CAOA Chery Tiggo,77,68,52,74,84,114,130,190,150,148,169,200,1.456
137º,Hafei Towner Pick-up,148,126,172,188,210,133,106,82,85,64,63,55,1.432
138º,Mercedes-Benz Classe A,,2,14,36,261,25,261,215,160,88,199,169,1.430
139º,Mini Hatch 3 portas,99,70,49,61,67,127,155,152,172,158,137,143,1.390
140º,CAOA Chery Celer,,,35,84,80,100,70,60,160,200,300,300,1.389
,,,,,,,,,,,,,,
141º,BMW Série 1,35,28,166,252,119,103,64,97,122,122,132,144,1.384
142º,Volkswagen Fusca,243,103,75,21,82,112,131,153,111,139,103,91,1.364
143º,JAC J5,292,92,102,166,85,104,101,80,66,76,69,78,1.311
144º,Kia Soul,175,125,142,96,79,135,106,129,81,90,63,70,1.291
145º,Citroën C4 Picasso,100,100,100,120,100,100,100,100,100,100,100,150,1.270
146º,Peugeot 3008,158,112,88,29,161,110,133,123,91,84,62,89,1.240
147º,Troller T4,136,110,81,114,85,83,80,77,68,73,120,120,1.147
148º,Chevrolet Camaro,109,113,109,113,98,67,68,100,82,49,59,140,1.107
149º,Volkswagen Passat,62,55,93,137,107,84,94,83,82,72,90,88,1.047
150º,Audi A3,15,40,24,4,14,47,152,188,132,85,147,178,1.026
151º,RAM 2500,53,57,54,22,101,90,102,122,112,88,99,82,982
152º,BMW X3,24,10,36,76,150,74,91,132,131,72,90,87,973
153º,Mercedes-Benz Classe B,85,118,149,179,80,56,80,48,65,28,35,33,956
154º,Audi A1,111,84,68,129,157,84,68,51,63,66,36,36,953
155º,Suzuki SX4,108,80,91,111,87,78,81,78,59,55,63,61,952
156º,Renault Symbol,346,228,136,121,32,22,12,12,4,4,4,5,926
157º,Citroën DS 5,134,50,24,14,97,117,113,106,61,70,45,65,896
158º,Changan Mini Star CS,,67,85,127,99,125,8,138,86,59,42,58,894
159º,Jeep Cherokee,26,40,120,122,128,127,56,100,60,40,32,31,882
160º,CAOA Chery Face,102,80,85,87,46,60,57,62,32,98,80,90,879
,,,,,,,,,,,,,,
161º,Rely Pick-up,9,16,32,78,87,107,85,117,110,66,79,79,865
162º,Jeep Compass,120,55,25,24,110,104,108,88,74,68,37,45,858
163º,Jinbei Topic Passageiro,117,144,98,91,78,33,49,50,31,40,34,32,797
164º,Audi A5,46,43,40,52,26,78,89,76,76,111,76,78,791
165º,Peugeot Hoggar,58,55,60,82,67,67,66,51,60,55,56,70,747
166º,Nissan Tiida,181,146,167,118,57,34,16,7,11,2,3,2,744
167º,SsangYong Korando,55,41,58,50,59,50,49,54,69,52,53,72,662
168º,Citroën DS 4,,,86,91,69,56,80,61,39,56,50,50,638
169º,Porsche Cayenne,69,25,62,50,70,66,42,61,36,38,50,52,621
170º,Citroën DS 3,72,72,50,71,74,55,41,29,27,18,43,59,611
171º,Peugeot Partner,44,54,53,26,42,40,73,42,53,58,49,74,608
172º,Smart ForTwo,29,21,30,24,49,35,156,105,67,63,8,19,606
173º,Kia Optima,52,55,64,57,60,47,51,39,31,33,24,24,537
174º,Mercedes-Benz SLC,49,38,35,49,59,36,59,56,54,32,29,40,536
175º,Mercedes-Benz GLE,43,43,46,54,31,20,31,5,10,29,99,95,506
176º,CAOA Chery Celer Sedan,,,,,6,,38,50,,153,95,147,489
177º,Mercedes-Benz Classe E,17,29,24,18,48,15,48,59,27,53,49,50,437
178º,Citroën Grand C4 Picasso,56,23,26,42,23,19,24,43,26,49,43,60,434
179º,BMW Z4,24,19,42,39,73,96,15,32,28,13,20,22,423
180º,Mini Countryman,21,18,43,43,42,48,34,36,45,40,23,25,418
,,,,,,,,,,,,,,
181º,Hyundai Sonata,3,7,1,69,81,32,13,35,48,70,38,17,414
182º,Hyundai Veracruz,57,66,79,80,73,39,12,2,4,,1,,413
183º,Volvo V40,1,,3,4,26,33,74,73,58,55,40,46,413
184º,Dodge Durango,16,25,23,28,61,40,39,29,30,36,44,33,404
185º,BMW X6,13,11,17,75,50,20,35,29,9,52,47,45,403
186º,BMW Série 5,23,6,24,63,55,36,35,55,54,31,17,3,402
187º,Mahindra Pik Up,18,24,25,29,24,26,39,41,44,33,35,21,359
188º,Land Rover Range Rover,10,29,20,8,18,40,49,30,34,27,20,70,355
189º,Shineray A9 Cargo,1,7,7,52,15,39,24,52,56,21,35,37,346
190º,Subaru Forester,40,41,24,24,27,13,15,23,22,10,48,55,342
191º,Toyota Prius,40,19,49,46,10,22,63,22,16,15,10,12,324
192º,Shineray T20,32,32,44,47,55,10,3,10,10,49,6,13,311
193º,Land Rover Range Rover Sport,19,30,50,50,50,11,,2,,,27,72,311
194º,Mercedes-Benz GLC,5,35,44,20,17,39,17,3,6,4,48,73,311
195º,CAOA Chery Cielo hatch,33,20,37,18,13,64,45,22,8,16,25,9,310
196º,Shineray T22,29,16,29,11,37,11,6,43,36,29,30,15,292
197º,CAOA Chery S-18,114,44,47,17,10,9,7,8,4,6,13,5,284
198º,Audi Q5,10,29,18,25,27,16,25,35,31,27,16,14,273
199º,Chrysler 300,10,13,16,12,14,20,41,33,32,29,18,29,267
200º,Volkswagen Touareg,13,16,7,21,9,30,14,20,22,18,38,45,253
,,,,,,,,,,,,,,
201º,Volvo S60,86,54,27,7,6,10,14,13,5,7,5,17,251
202º,Shineray A9,8,5,2,12,11,52,65,10,19,3,10,42,239
203º,Chrysler Town & Country,22,10,17,28,18,21,23,19,21,14,27,19,239
204º,Porsche 718 Boxster,17,1,40,33,22,21,20,22,24,12,10,14,236
205º,SsangYong Kyron,19,5,17,20,20,25,14,23,34,21,17,19,234
206º,Jeep Wrangler,7,5,5,13,28,26,18,26,23,28,25,23,227
207º,Toyota Camry,17,15,8,33,14,16,17,21,20,28,14,22,225
208º,Jaguar XF,17,14,22,17,10,19,23,16,29,24,15,16,222
209º,JAC T140,,10,22,25,23,20,31,22,13,18,15,17,216
210º,SsangYong Actyon Sports,26,26,34,23,15,15,8,7,,11,10,40,215
211º,Subaru Impreza,12,8,9,7,9,11,35,37,20,29,16,6,199
212º,Renault Mégane Grand Tour,124,33,12,11,5,4,3,2,,,,1,195
213º,Kia Cadenza,21,20,18,29,12,7,9,16,20,21,5,12,190
214º,Lifan 620,31,17,26,28,29,13,8,8,9,9,3,2,183
215º,Kia Mohave,37,24,13,22,14,15,9,7,7,15,9,6,178
216º,Peugeot 508,8,12,8,26,19,26,23,10,6,9,12,13,172
217º,Peugeot RCZ,14,9,6,10,8,12,14,11,18,26,25,14,167
218º,Volvo V60,21,23,27,30,13,5,11,11,4,5,7,6,163
219º,Volkswagen CC,,15,19,15,16,11,17,2,20,9,30,8,162
220º,Hafei Towner Passageiro,28,28,31,35,37,,,,,,,,159
,,,,,,,,,,,,,,
221º,BMW X5,5,5,6,13,11,20,15,17,8,4,32,22,158
222º,Kia Grand Carnival,17,9,19,16,12,8,8,11,13,18,7,6,144
223º,Honda Accord,,,,2,,1,16,36,27,15,12,33,142
224º,SsangYong Actyon,6,4,,,20,20,20,20,22,12,16,2,142
225º,CAOA Chery Cielo Sedan,11,8,14,11,31,18,16,7,3,8,4,6,137
226º,Nissan Altima,,,,,,,,,,,51,85,136
227º,Volkswagen Jetta Variant,42,31,21,16,10,2,3,,,4,3,1,133
228º,Lifan 320,6,2,6,15,3,7,3,20,28,18,13,5,126
229º,Changan Cargo,117,,,,,,,,,,,,117
230º,Effa Start Picape,21,,9,20,19,9,8,8,5,7,,10,116
231º,Mercedes-Benz CLS,10,10,15,10,5,3,5,9,11,7,16,12,113
232º,Subaru Tribeca,16,13,22,27,17,7,6,2,1,,,,111
233º,Volkswagen up!,,,,,,,,,,,,108,108
234º,Audi TT Coupé,10,13,6,7,4,9,3,7,7,8,8,13,95
235º,Lexus ES,13,14,6,8,5,9,9,5,4,6,2,8,89
236º,Effa M100,12,13,3,16,5,2,6,7,3,3,5,3,78
237º,BMW M5,,4,10,9,11,7,9,10,8,4,2,3,77
238º,Chevrolet Malibu,1,,1,1,21,3,,1,,27,8,9,72
239º,Audi Q7,3,3,3,4,9,8,8,9,11,5,6,3,72
240º,Porsche 911,14,7,6,8,7,5,3,2,7,5,5,2,71
,,,,,,,,,,,,,,
241º,Hyundai Genesis,,5,2,8,10,6,6,1,5,12,7,7,69
242º,Kia Carens,22,7,12,11,3,1,1,2,2,1,1,1,64
243º,Effa Plutus,8,11,5,8,5,1,6,1,6,7,1,1,60
244º,Mini Roadster,13,5,9,20,12,,,,,,,,59
245º,Subaru Legacy,6,4,5,10,6,7,10,5,1,3,1,,58
246º,Audi A7 Sportback,3,5,5,1,5,2,3,12,3,7,3,7,56
247º,Lexus RX,6,2,3,7,4,6,8,1,1,3,7,4,52
248º,Mini Cabrio,6,6,8,15,16,,,,,,,,51
249º,Audi A6,1,4,2,7,1,6,3,5,6,3,7,5,50
250º,Porsche Panamera,6,1,13,6,3,,,,4,9,5,1,48
251º,Hafei Towner Furgão,9,7,14,5,11,,,,,,,,46
252º,Mercedes-Benz GLS,,1,1,5,2,3,2,,,3,11,14,42
253º,Porsche 718 Cayman,,,,8,2,2,6,5,5,1,2,9,40
254º,Agrale Marruá,,,8,6,1,3,1,4,3,3,5,5,39
255º,BMW Série 6 Coupé,9,1,1,9,,,1,1,,7,4,6,39
256º,Mini Coupé,2,2,7,7,11,,,,,,,,29
257º,Audi R8,2,2,3,2,5,,3,,1,2,3,4,27
258º,Volkswagen Parati,23,4,,,,,,,,,,,27
259º,BMW Série 7,1,3,3,3,1,1,2,1,6,1,3,1,26
260º,Land Rover Defender,17,1,1,,,2,,,3,1,,,25
,,,,,,,,,,,,,,
261º,Ferrari 458,3,1,,3,2,2,3,2,3,1,,2,22
262º,Mercedes-Benz SL,1,1,1,2,5,1,5,2,1,,1,,20
263º,Jaguar XJ,2,5,,2,,,1,1,2,4,2,1,20
264º,SsangYong Rexton,6,3,,4,1,1,1,1,,1,,2,20
265º,Dodge Challenger,2,,2,7,4,,,,4,,,,19
266º,Hyundai i30 CW,5,3,2,,1,4,1,,,1,,,17
267º,Mitsubishi Lancer Sportback,,,,,,12,4,,,,,,16
268º,Volvo C30,1,8,3,4,,,,,,,,,16
269º,Subaru Outback,2,,2,2,3,,3,,,,1,2,15
270º,Hyundai Equus,,,,,,,,,,14,1,,15
271º,Nissan Tiida Sedan,2,1,1,3,1,,3,3,,,,,14
272º,Jaguar XK,1,,,2,2,1,1,2,,1,1,2,13
273º,Lamborghini Gallardo,,1,1,,1,2,1,1,,2,2,1,12
274º,Mercedes-Benz SLS AMG,,2,2,1,1,2,1,,1,,,1,11
275º,Ferrari California,,,,1,2,3,,1,1,2,1,,11
276º,Bentley Flying Spur,1,,1,,1,,,1,3,,2,,9
277º,Mercedes-Benz Classe S,1,1,,,1,2,1,1,,,,2,9
278º,Bentley Continental GT,1,1,,1,,1,,1,,1,1,1,8
279º,Audi A8,,1,,2,1,,1,,,1,1,,7
280º,Dodge Charger,,,2,1,1,1,,,,,1,,6
,,,,,,,,,,,,,,
281º,Maserati Quattroporte,2,,1,2,1,,,,,,,,6
282º,Kia Cerato Koup,3,3,,,,,,,,,,,6
283º,Jinbei Topic Furgão,,2,,,,,,4,,,,,6
284º,Mercedes-Benz Classe G,,,,1,1,1,1,,,,,,4
285º,Ferrari F12berlinetta,,,,,4,,,,,,,,4
286º,Volvo XC90,1,2,,,,,,,,,1,,4
287º,Citroën C5,3,,,,,,,,,,,,3
288º,Aston Martin V8 Vantage,1,,1,,1,,,,,,,,3
289º,Audi RS 3 Sportback,1,2,,,,,,,,,,,3
290º,Maserati Gran Turismo,,,,1,1,,,,,,,,2
291º,Volvo S80,,,1,,,,1,,,,,,2
292º,Volvo S40,1,,,,,,,,,,,1,2
293º,Rolls-Royce Ghost,1,,1,,,,,,,,,,2
294º,Lamborghini Aventador,1,,,,,,,,,,,,1
295º,Audi TTS Coupé,,,,,1,,,,,,,,1
296º,BMW Série 6 Cabrio,,,,,,,,,1,,,,1
297º,Aston Martin Rapide,,,,,1,,,,,,,,1
