Pos.,Veículo,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
58º,Fiat Linea,669,930,1.043,931,1.370,1.321,1.178,1.034,920,846,805,1.213,12.260
59º,Nissan Livina,700,1.000,1.000,600,1.000,1.000,1.000,1.000,1.000,900,1.300,1.353,11.853
60º,Fiat Bravo,527,700,788,1.001,1.191,1.005,1.194,1.196,1.015,960,1.205,1.046,11.828
,,,,,,,,,,,,,,
61º,Chevrolet Vectra,1.011,1.385,1.687,1.491,1.675,1.417,1.047,945,457,220,170,73,11.578
62º,Citroën C4 Hatch,1.156,921,698,1.002,1.024,810,672,767,1.092,977,944,953,11.016
63º,Mitsubishi ASX,480,762,786,840,1.043,990,734,951,978,740,1.187,1.519,11.010
64º,Nissan Sentra,629,829,1.154,622,728,789,894,1.161,1.140,690,812,1.042,10.490
65º,Renault Fluence,157,,518,683,446,727,890,933,1.266,1.249,1.693,1.824,10.386
66º,Hyundai HR,738,604,800,786,1.002,859,895,1.053,994,893,922,786,10.332
67º,Volkswagen Amarok,544,585,942,843,991,764,879,894,684,892,1.203,1.009,10.230
68º,Kia Sorento,574,565,631,519,677,806,937,1.218,1.383,838,1.004,964,10.116
69º,Nissan Tiida,551,841,1.134,570,779,983,1.006,833,1.190,534,701,981,10.103
70º,Kia Bongo,643,855,921,814,859,886,850,982,988,771,595,864,10.028
71º,CAOA Chery QQ,,,,27,721,1.054,1.274,1.893,1.926,1.179,855,994,9.923
72º,Renault Mégane Grand Tour,383,421,728,702,553,592,674,1.014,1.062,1.136,1.222,1.324,9.811
73º,Ford Fusion,960,632,771,831,797,840,695,762,885,838,788,787,9.586
74º,Volkswagen Polo,826,697,757,694,780,806,731,719,955,809,832,846,9.452
75º,Chevrolet Cruze,,,,,,,42,61,1.176,2.034,2.823,3.266,9.402
76º,Renault Duster,,,,,,,,,184,1.734,3.875,3.558,9.351
77º,Mitsubishi Pajero TR4,613,861,1.005,512,600,800,600,900,800,800,750,750,8.991
78º,Hyundai Azera,472,614,793,947,1.149,1.285,1.095,778,596,419,188,78,8.414
79º,Kia Sportage,244,358,359,653,959,911,945,941,1.159,515,854,478,8.376
80º,Ford Focus Fastback,929,523,287,402,449,790,730,879,880,1.154,552,783,8.358
,,,,,,,,,,,,,,
81º,JAC J3 Turin,,,131,777,1.112,1.205,1.085,1.060,898,621,674,792,8.355
82º,Toyota SW4,460,480,791,628,616,308,679,630,708,692,1.040,1.165,8.197
83º,Hyundai Santa Fe,514,530,633,550,506,601,647,761,692,758,760,1.086,8.038
84º,Hyundai Sonata,624,504,452,488,631,600,665,756,658,757,756,867,7.758
85º,Chevrolet Zafira,701,628,479,237,499,767,883,900,666,626,660,699,7.745
86º,Ford Courier,574,588,553,642,733,437,802,736,662,690,675,614,7.706
87º,Effa Hafei Picape,449,508,692,640,731,786,966,844,526,436,370,483,7.431
88º,Renault Master,600,547,621,486,533,508,726,689,620,611,749,706,7.396
89º,Kia Picanto,761,871,1.174,712,478,200,79,102,1.404,317,503,763,7.364
90º,Citroën C4 Pallas,837,741,626,642,552,440,414,540,586,596,675,603,7.252
91º,Nissan March,,,,,,,,,215,1.220,2.261,3.232,6.928
92º,Peugeot 307,564,790,921,661,868,503,312,363,324,432,386,522,6.646
93º,Hafei Towner Pick-up,292,391,467,428,542,549,595,743,791,602,526,656,6.582
94º,Peugeot 408,36,139,76,435,607,705,725,905,757,659,786,734,6.564
95º,Mercedes-Benz Classe C,258,428,361,297,297,619,890,690,606,125,1.076,747,6.394
96º,Chevrolet Vectra GT,510,611,764,717,930,839,564,404,271,262,218,147,6.237
97º,Renault Symbol,658,548,483,488,553,549,364,411,450,440,598,615,6.157
98º,Nissan Tiida Sedan,325,476,692,445,694,585,475,637,528,293,299,517,5.966
99º,CAOA Chery Face,459,406,235,393,321,533,580,677,476,272,600,828,5.780
100º,Peugeot Hoggar,313,469,549,444,541,503,563,646,499,361,401,366,5.655
,,,,,,,,,,,,,,
101º,Volkswagen Tiguan,547,520,497,440,432,381,264,208,582,248,462,1.018,5.599
102º,Mercedes-Benz Sprinter,460,400,389,408,381,416,420,462,518,408,537,376,5.175
103º,Fiat 500,82,54,53,36,51,32,13,113,1.076,1.035,1.440,1.065,5.050
104º,Iveco Daily,322,354,421,343,514,440,473,476,402,367,423,433,4.968
105º,Mitsubishi Pajero HPE,192,198,168,400,600,408,325,463,581,328,411,883,4.957
106º,Volkswagen Parati,417,372,381,263,460,429,335,303,250,778,288,560,4.836
107º,Nissan Grand Livina,307,314,813,477,428,470,290,246,388,226,375,500,4.834
108º,Citroën C3 Picasso,,,24,35,143,449,633,769,768,610,634,637,4.702
109º,Mitsubishi Outlander,219,212,245,344,461,316,361,527,606,429,404,554,4.678
110º,BMW X1,101,141,582,476,536,374,487,45,577,254,321,666,4.560
111º,Citroën Xsara Picasso,433,439,560,666,457,337,240,237,244,163,236,419,4.431
112º,Suzuki Grand Vitara,248,321,332,301,334,371,356,390,410,249,470,610,4.392
113º,Fiat Doblò Cargo,214,271,282,363,347,281,367,368,415,545,366,489,4.308
114º,Toyota RAV4,300,198,390,317,419,315,247,278,347,579,221,614,4.225
115º,Ford Transit,256,381,323,292,279,292,366,422,445,341,321,425,4.143
116º,Hyundai i30 CW,255,307,368,389,401,337,342,356,371,262,262,307,3.957
117º,Hyundai Veloster,,,,,,,,,255,1.929,1.306,466,3.956
118º,CAOA Chery Tiggo,336,319,302,239,283,314,396,469,405,283,249,300,3.895
119º,Citroën C4 Picasso,400,300,300,500,300,300,300,300,300,200,300,300,3.800
120º,Peugeot Boxer,344,326,334,214,323,291,298,264,273,246,251,345,3.509
,,,,,,,,,,,,,,
121º,Volvo XC60,83,155,313,296,256,453,358,320,361,105,389,385,3.474
122º,BMW Série 3,213,217,140,158,304,276,234,359,441,237,368,482,3.429
123º,Nissan Versa,,,,,,,,,,,824,2.394,3.218
124º,Peugeot 207 SW,250,308,277,271,366,281,230,267,229,212,198,246,3.135
125º,Renault Kangoo,226,263,217,203,270,254,266,425,246,230,254,247,3.101
126º,Chevrolet Astra Sedan,181,301,387,323,247,226,136,221,169,487,233,95,3.006
127º,Land Rover Discovery,90,88,248,247,285,281,261,321,362,254,177,294,2.908
128º,Land Rover Freelander,162,26,236,166,169,324,410,377,454,244,86,183,2.837
129º,SsangYong Kyron,172,245,285,280,308,269,220,263,230,153,82,139,2.646
130º,Hyundai Veracruz,152,237,257,250,255,202,188,223,203,219,201,194,2.581
131º,Citroën Jumper,243,183,236,242,234,233,264,218,189,146,161,171,2.520
132º,Ford F-250,212,158,245,226,280,262,169,207,200,127,183,238,2.507
133º,JAC J6,,,3,,,3,66,597,692,352,294,472,2.479
134º,Hyundai Elantra,,,,,,,,,,715,1.002,738,2.455
135º,Peugeot 3008,183,146,157,277,313,268,158,235,182,49,200,242,2.410
136º,Mitsubishi Pajero Full,134,145,174,300,202,200,200,100,200,200,250,250,2.355
137º,Chevrolet Cobalt,,,,,,,,,39,66,81,2.156,2.342
138º,Dodge Journey,190,250,218,157,169,171,117,122,77,39,210,521,2.241
139º,Fiat Freemont,,,,,,,,32,617,508,682,398,2.237
140º,Volkswagen Passat,83,77,53,32,42,93,260,251,393,258,217,403,2.162
,,,,,,,,,,,,,,
141º,Suzuki SX4,83,121,105,146,140,113,93,205,272,207,301,294,2.080
142º,Lifan 320,110,176,212,219,224,177,203,118,162,115,126,161,2.003
143º,Ford Edge,162,149,69,94,158,102,266,205,195,148,74,367,1.989
144º,Volkswagen Jetta Variant,103,182,156,154,112,158,157,156,213,171,163,185,1.910
145º,Chevrolet Camaro,182,107,94,180,218,130,94,183,257,116,72,147,1.780
146º,Jeep Grand Cherokee,155,,127,95,116,85,139,137,134,44,325,408,1.765
147º,Audi A4,96,84,91,168,143,150,116,189,215,109,141,208,1.710
148º,Mini Hatch 3 portas,80,199,119,116,120,111,162,170,220,81,139,170,1.687
149º,Volkswagen Space Cross,,,,,,,,,349,234,363,674,1.620
150º,BMW Série 1,80,118,157,127,115,182,153,104,140,84,87,199,1.546
151º,Citroën Grand C4 Picasso,133,158,186,141,158,154,86,102,119,78,78,140,1.533
152º,Chevrolet Blazer,67,12,13,95,103,16,26,595,98,71,326,100,1.522
153º,CAOA Chery Cielo hatch,125,121,163,155,108,97,129,179,132,74,78,83,1.444
154º,Audi A1,,,,41,158,196,141,160,206,126,150,263,1.441
155º,Changan Star Family,,,,,,,274,254,216,242,223,219,1.428
156º,Peugeot Partner,79,149,121,104,117,119,132,160,149,95,96,79,1.400
157º,Chevrolet Malibu,203,113,133,183,418,182,64,15,9,6,11,46,1.383
158º,Changan Cargo,117,158,199,238,362,299,,,,,,,1.373
159º,Hafei Towner Passageiro,143,147,124,104,121,118,104,130,98,90,86,89,1.354
160º,Troller T4,105,133,118,97,106,91,108,99,105,100,99,113,1.274
,,,,,,,,,,,,,,
161º,Land Rover Range Rover Evoque,,394,,,,,,,1,,260,600,1.255
162º,Volvo S60,10,9,34,39,33,93,79,110,162,161,188,154,1.072
163º,Subaru Impreza,110,116,113,78,76,79,95,85,96,83,56,71,1.058
164º,Smart ForTwo,98,51,91,88,85,166,88,67,66,46,34,178,1.058
165º,Subaru Forester,85,98,101,99,73,80,83,79,96,92,73,79,1.038
166º,SsangYong Actyon,51,116,59,77,56,41,90,96,122,94,82,92,976
167º,Audi A3,81,104,71,60,72,74,56,85,56,45,92,127,923
168º,Suzuki Jimny,64,89,90,94,88,87,71,55,43,52,66,106,905
169º,Mercedes-Benz Classe B,72,43,88,79,127,128,106,62,94,46,31,14,890
170º,Land Rover Range Rover Sport,50,30,100,70,100,80,22,80,84,60,45,120,841
171º,Mini Countryman,87,,54,69,66,68,44,72,99,72,93,110,834
172º,Lifan 620,51,74,68,75,55,82,87,84,78,53,51,60,818
173º,Kia Carens,20,31,59,57,76,97,94,99,100,54,62,61,810
174º,Kia Cadenza,50,64,70,92,86,101,81,46,75,35,25,41,766
175º,Jinbei Topic Passageiro,8,49,41,24,42,101,79,84,96,76,72,84,756
176º,Mitsubishi Pajero Sport,217,180,123,,,,200,,,,,,720
177º,Porsche Cayenne,56,37,48,108,74,37,66,31,75,41,76,64,713
178º,Effa M100,67,79,92,89,62,95,59,56,34,22,17,28,700
179º,SsangYong Actyon Sports,62,,54,61,75,75,86,70,81,51,40,38,693
180º,Effa Hafei Van,77,107,134,100,100,72,43,19,18,6,5,2,683
,,,,,,,,,,,,,,
181º,Mercedes-Benz SLC,15,21,17,40,29,15,13,34,117,172,116,92,681
182º,Mitsubishi Lancer,1,10,8,7,8,3,6,10,14,29,54,519,669
183º,Mercedes-Benz GLE,27,29,33,54,58,67,49,56,99,102,54,24,652
184º,Kia Mohave,52,55,55,59,70,61,52,77,57,55,27,24,644
185º,Chevrolet Omega,60,79,68,47,40,39,33,18,48,49,56,107,644
186º,CAOA Chery Cielo Sedan,42,36,47,73,99,58,51,64,55,45,27,37,634
187º,BMW Série 5,36,46,45,41,49,56,72,61,60,20,64,52,602
188º,Mercedes-Benz Classe E,27,27,25,57,63,51,43,38,76,93,33,52,585
189º,Citroën C5,47,56,35,53,40,40,51,44,33,37,51,81,568
190º,Volvo C30,50,25,43,38,43,56,54,48,41,45,64,40,547
191º,Jeep Cherokee,9,163,15,23,23,9,4,4,13,8,94,174,539
192º,SsangYong Korando,,,,,,,,6,59,115,123,157,460
193º,Mahindra Pik Up,10,25,45,28,50,43,43,56,48,36,39,34,457
194º,Audi Q5,28,24,31,29,28,38,33,38,41,32,61,67,450
195º,BMW X6,28,22,26,35,18,33,34,37,26,21,18,134,432
196º,Audi A5,16,13,16,14,35,31,36,33,53,40,28,61,376
197º,Volkswagen Touareg,20,5,12,5,23,37,60,38,41,47,30,56,374
198º,BMW Z4,28,30,32,42,20,35,31,37,27,12,36,33,363
199º,Chrysler PT Cruiser,24,50,57,102,86,28,3,2,1,,1,,354
200º,Volkswagen New Beetle,73,76,47,57,21,10,14,20,11,4,9,1,343
,,,,,,,,,,,,,,
201º,Hafei Towner Furgão,26,29,15,32,27,25,39,30,34,29,17,20,323
202º,Volkswagen Bora,144,57,50,18,15,4,5,4,,1,,,298
203º,Chrysler Town & Country,8,16,12,5,3,4,5,45,47,19,20,98,282
204º,BMW X5,24,14,17,13,26,21,31,43,27,10,19,34,279
205º,BMW X3,,,18,58,19,8,1,40,66,14,4,50,278
206º,Effa Start Picape,,,,,,,,,,,108,170,278
207º,Land Rover Range Rover,18,2,16,18,11,18,80,24,15,18,7,35,262
208º,Mini Cabrio,30,,15,17,38,29,21,33,27,15,14,23,262
209º,Toyota Camry,29,27,33,42,42,24,15,11,17,7,2,,249
210º,Kia K2700,11,79,50,16,33,28,15,9,5,1,1,,248
211º,Honda Accord,43,35,32,29,26,9,6,12,9,3,14,14,232
212º,Fiat Stilo,97,68,27,13,9,5,1,3,2,2,,,227
213º,Mercedes-Benz GLC,12,15,26,17,23,17,13,24,14,6,21,38,226
214º,Peugeot 307 Sedan,89,77,27,6,11,4,1,,,,,,215
215º,Porsche 718 Boxster,18,11,12,14,18,10,10,17,41,18,31,12,212
216º,SsangYong Rexton,29,26,21,15,17,17,13,25,20,8,8,7,206
217º,Kia Grand Carnival,1,,,,2,7,44,23,36,34,35,22,204
218º,Jeep Wrangler,5,17,17,24,13,23,14,11,19,16,12,32,203
219º,Porsche Panamera,13,6,21,24,11,11,6,20,22,7,11,24,176
220º,Audi TT Coupé,4,2,27,9,8,14,18,5,12,10,19,30,158
,,,,,,,,,,,,,,
221º,Subaru Tribeca,13,16,15,17,14,12,7,15,9,16,11,12,157
222º,Audi Q7,11,13,7,7,12,6,7,12,14,15,12,21,137
223º,Volkswagen Passat Variant,22,28,19,23,12,8,8,4,1,4,,2,131
224º,Mercedes-Benz CLS,,,,,,1,20,33,14,7,8,41,124
225º,Volvo XC90,16,17,7,8,9,4,4,6,12,15,10,7,115
226º,Jaguar XF,2,4,2,6,6,12,11,8,13,12,8,11,95
227º,Peugeot RCZ,,,,,,,,,,,42,48,90
228º,Porsche 718 Cayman,9,8,8,4,6,9,10,6,3,5,5,11,84
229º,Mini Clubman,6,,4,4,5,9,3,5,7,2,15,22,82
230º,JAC J5,,,,,,,,,80,,,,80
231º,Porsche 911,10,6,5,4,12,11,14,3,3,2,4,5,79
232º,Audi A7 Sportback,,,,6,10,,9,10,5,11,14,11,76
233º,Mercedes-Benz SLS AMG,10,8,8,7,6,4,8,7,7,5,3,2,75
234º,BMW Série 7,2,1,3,2,,,4,5,4,1,13,31,66
235º,Subaru Legacy,6,8,4,3,9,4,2,3,6,8,2,6,61
236º,Land Rover Defender,,,7,5,8,4,6,10,2,7,5,2,56
237º,Jinbei Topic Furgão,23,2,,5,5,6,4,3,1,2,,4,55
238º,Audi A6,4,6,3,2,,,,,7,6,12,14,54
239º,Mercedes-Benz SL,8,3,2,4,8,2,6,3,4,6,3,2,51
240º,Subaru Outback,1,6,,4,2,6,1,3,8,8,1,6,46
,,,,,,,,,,,,,,
241º,Audi R8,3,2,4,2,3,4,2,3,5,6,3,5,42
242º,Ferrari 458,8,2,4,2,3,3,2,2,3,2,2,6,39
243º,Effa Start Van,,,,,,,,,,,14,22,36
244º,Agrale Marruá,4,3,4,1,,2,6,9,2,1,1,3,36
245º,Mercedes-Benz Classe S,1,5,2,4,3,5,3,2,2,1,1,2,31
246º,Renault Scénic,19,6,2,,,,,,,,,,27
247º,Nissan Murano,,1,5,3,1,2,2,,2,4,2,1,23
248º,Mercedes-Benz GLS,,1,3,1,6,3,1,,5,,,3,23
249º,Mercedes-Benz Classe G,4,,,1,1,3,1,3,4,3,,2,22
250º,Dodge Challenger,,1,4,3,2,,2,3,1,,1,3,20
251º,Audi A8,,1,2,,3,4,,1,1,3,2,2,19
252º,Lamborghini Gallardo,,3,,,2,3,4,1,2,1,1,2,19
253º,Ferrari California,,2,,2,,,3,2,1,1,1,6,18
254º,Maserati Gran Turismo,,2,2,3,2,1,,1,1,,1,4,17
255º,Dodge Ram,,,,,1,1,1,1,2,2,1,6,15
256º,Aston Martin V8 Vantage,3,,,3,,1,1,2,2,2,1,,15
257º,Bentley Flying Spur,2,1,,,,,2,1,1,2,,4,13
258º,Audi TTS Coupé,,,,,1,5,,,3,1,1,1,12
259º,Jaguar XJ,1,,2,2,,1,1,1,1,1,1,1,12
260º,Renault Mégane Sedan,4,1,5,,,,,,,,,,10
,,,,,,,,,,,,,,
261º,Maserati GranCabrio,1,,,,2,1,,1,1,,,2,8
262º,Lexus ES,2,,,1,1,,1,,,,1,1,7
263º,Dodge Charger,,,,,1,,1,3,,1,1,,7
264º,Bentley Continental GT,,,,,,,,2,3,,,1,6
265º,BMW Série 6 Coupé,,,,,,,,,,,,6,6
266º,Audi RS 5 Coupé,,,,,,,,,,,3,2,5
267º,Aston Martin Rapide,,,,,1,,1,,,1,1,1,5
268º,Effa Hafei Furgão,,,,1,1,,1,2,,,,,5
269º,Maserati Quattroporte,,,,,,1,,1,1,2,,,5
270º,Peugeot 307 SW,1,2,2,,,,,,,,,,5
271º,Jaguar XK,,,1,,,,2,,,1,,,4
272º,Aston Martin DBS,2,1,1,,,,,,,,,,4
273º,BMW Série 6 Cabrio,,,,,,,,,,,3,,3
274º,Aston Martin DB9,,,1,1,,,,,,,,,2
275º,Chrysler 300,1,,,,,,,1,,,,,2
276º,Changan Star Utility,,,,,1,1,,,,,,,2
277º,Mercedes-Benz CLC,1,1,,,,,,,,,,,2
278º,Mitsubishi Eclipse GT,2,,,,,,,,,,,,2
279º,Toyota Land Cruiser Prado,,,,1,1,,,,,,,,2
280º,Volvo S80,,,,1,,1,,,,,,,2
,,,,,,,,,,,,,,
281º,Volvo XC70,,,1,,,,,,,,,,1
282º,Nissan Pathfinder,1,,,,,,,,,,,,1
283º,Lexus LS,,,,,,,1,,,,,,1
284º,Lamborghini Gallardo Spyder,1,,,,,,,,,,,,1
285º,Ferrari 599 GTB Fiorano,,,,,,1,,,,,,,1
